id,model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,batch_size,classifier,label_type,val_subset,train_subset,weight_decay,learning_rate,sliding_style,weight_config,freeze_backbone,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,acc,mAP,f1_per_class,precision_per_class,recall_per_class,positive_per_class,mAP_per_class,habitat_f1_micro,habitat_f1_macro,habitat_precision_micro,habitat_precision_macro,habitat_recall_micro,habitat_recall_macro,habitat_acc,habitat_mAP,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_acc,biting_mAP,movement_f1_micro,movement_f1_macro,movement_precision_micro,movement_precision_macro,movement_recall_micro,movement_recall_macro,movement_acc,movement_mAP,foraging_f1_micro,foraging_f1_macro,foraging_precision_micro,foraging_precision_macro,foraging_recall_micro,foraging_recall_macro,foraging_acc,foraging_mAP,interactions_f1_micro,interactions_f1_macro,interactions_precision_micro,interactions_precision_macro,interactions_recall_micro,interactions_recall_macro,interactions_acc,interactions_mAP,other_f1_micro,other_f1_macro,other_precision_micro,other_precision_macro,other_recall_micro,other_recall_macro,other_acc,other_mAP,Other behavior,Medium bites,High bites,Traversing/swimming,Departure,Cleaner wrasse,Low bites,Change in Focal Fish,Solo foraging/swimming,Seafloor bites,Aggressive on focal,Social foraging/swimming,Sand rubbing,Not visible,Foraging,Idle,Coral habitat,Rubble habitat,Aggressive by focal,Sand habitat,Other behavior__Coral habitat_habitat,Medium bites__Coral habitat_habitat,High bites__Coral habitat_habitat,Traversing/swimming__Coral habitat_habitat,Departure__Coral habitat_habitat,Cleaner wrasse__Coral habitat_habitat,Low bites__Coral habitat_habitat,Change in Focal Fish__Coral habitat_habitat,Solo foraging/swimming__Coral habitat_habitat,Seafloor bites__Coral habitat_habitat,Aggressive on focal__Coral habitat_habitat,Social foraging/swimming__Coral habitat_habitat,Sand rubbing__Coral habitat_habitat,Not visible__Coral habitat_habitat,Foraging__Coral habitat_habitat,Idle__Coral habitat_habitat,Coral habitat__Coral habitat_habitat,Rubble habitat__Coral habitat_habitat,Aggressive by focal__Coral habitat_habitat,Sand habitat__Coral habitat_habitat,Other behavior__Rubble habitat_habitat,Medium bites__Rubble habitat_habitat,High bites__Rubble habitat_habitat,Traversing/swimming__Rubble habitat_habitat,Departure__Rubble habitat_habitat,Cleaner wrasse__Rubble habitat_habitat,Low bites__Rubble habitat_habitat,Change in Focal Fish__Rubble habitat_habitat,Solo foraging/swimming__Rubble habitat_habitat,Seafloor bites__Rubble habitat_habitat,Aggressive on focal__Rubble habitat_habitat,Social foraging/swimming__Rubble habitat_habitat,Sand rubbing__Rubble habitat_habitat,Not visible__Rubble habitat_habitat,Foraging__Rubble habitat_habitat,Idle__Rubble habitat_habitat,Coral habitat__Rubble habitat_habitat,Rubble habitat__Rubble habitat_habitat,Aggressive by focal__Rubble habitat_habitat,Sand habitat__Rubble habitat_habitat,Other behavior__Sand habitat_habitat,Medium bites__Sand habitat_habitat,High bites__Sand habitat_habitat,Traversing/swimming__Sand habitat_habitat,Departure__Sand habitat_habitat,Cleaner wrasse__Sand habitat_habitat,Low bites__Sand habitat_habitat,Change in Focal Fish__Sand habitat_habitat,Solo foraging/swimming__Sand habitat_habitat,Seafloor bites__Sand habitat_habitat,Aggressive on focal__Sand habitat_habitat,Social foraging/swimming__Sand habitat_habitat,Sand rubbing__Sand habitat_habitat,Not visible__Sand habitat_habitat,Foraging__Sand habitat_habitat,Idle__Sand habitat_habitat,Coral habitat__Sand habitat_habitat,Rubble habitat__Sand habitat_habitat,Aggressive by focal__Sand habitat_habitat,Sand habitat__Sand habitat_habitat
dinov3_large_attention_uniform_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,7jxti3iw,fishfollow,test_frames,1000,nhvzmsb9,0.999999995,0.2549853026866913,1.0,0.23613257706165314,1.0,0.3102380633354187,0.9326586723327637,0.20378024876117706,"[0.0, 0.0417675545732888, 0.0, 0.5585930821512697, 0.0, 0.08229226012943683, 0.10568304216864462, 0.0, 0.7927345768901536, 0.031485253357520455, 0.0, 0.39017588153221683, 0.0, 0.4870971677189741, 0.7410028031235926, 0.0038790797143127497, 0.6504184161153338, 0.8418752313868899, 0.0, 0.3727019738092219]","[0.0, 0.0657142847776413, 0.0, 0.43761521577835083, 0.0, 0.06893204152584076, 0.11552052199840546, 0.0, 0.6795413494110107, 0.2646239697933197, 0.0, 0.31436845660209656, 0.0, 0.5317310690879822, 0.667992353439331, 0.0026881720405071974, 0.5581098794937134, 0.763809859752655, 0.0, 0.25200414657592773]","[0.0, 0.030612245202064514, 0.0, 0.7720151543617249, 0.0, 0.10207643359899521, 0.09738955646753311, 0.0, 0.9511745572090149, 0.0167384035885334, 0.0, 0.5141618847846985, 0.0, 0.4493761956691742, 0.8319315314292908, 0.006964457221329212, 0.779312789440155, 0.9377145767211914, 0.0, 0.7152926325798035]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]","[2.15269647014793e-05, 0.0007821924518793821, 5.3227438911562786e-05, 0.40896785259246826, 5.5377386161126196e-05, 0.04635357856750488, 0.0029999574180692434, 6.089278031140566e-06, 0.6881550550460815, 0.008101110346615314, 4.39124160038773e-05, 0.2311984896659851, 1.5163097486947663e-05, 0.4517572522163391, 0.6616894006729126, 0.00809745118021965, 0.497803658246994, 0.8059324026107788, 7.86775581218535e-06, 0.26356369256973267]",0.999999995,0.6216651797294617,1.0,0.5246412754058838,1.0,0.8107733726501465,0.8883427977561951,0.5224332809448242,0.999999995,0.044733963906764984,1.0,0.11146469414234161,1.0,0.03618505224585533,0.9965981841087341,0.002984121907502413,0.999999995,0.27929654717445374,1.0,0.21880760788917542,1.0,0.3860075771808624,0.9078750610351562,0.2045116126537323,0.999999995,0.6413044333457947,1.0,0.5539674162864685,1.0,0.7657559514045715,0.8073849081993103,0.5270143151283264,0.999999995,0.18979649245738983,1.0,0.20022104680538177,1.0,0.1838175505399704,0.924362063407898,0.16603897511959076,0.999999995,0.0007758159772492945,1.0,0.0005376344197429717,1.0,0.0013928913976997137,0.9981522560119629,0.0016371842939406633,"[[534689, 6], [19, 0]]","[[534169, 195], [349, 1]]","[[534428, 17], [269, 0]]","[[342474, 65839], [72618, 53783]]","[[534551, 17], [146, 0]]","[[514246, 16348], [3853, 267]]","[[530052, 983], [3666, 13]]","[[534609, 2], [103, 0]]","[[81497, 89298], [121341, 242578]]","[[532267, 2088], [356, 3]]","[[534364, 17], [333, 0]]","[[432827, 58034], [30604, 13249]]","[[534675, 7], [32, 0]]","[[369325, 109135], [27124, 29130]]","[[208008, 120521], [70840, 135345]]","[[530179, 4163], [371, 1]]","[[410413, 51396], [33095, 39810]]","[[181413, 79475], [67006, 206820]]","[[534694, 4], [16, 0]]","[[471127, 14564], [36914, 12109]]","[[91201, 4], [1, 0]]","[[90884, 174], [147, 1]]","[[91043, 17], [146, 0]]","[[46354, 16543], [15101, 13208]]","[[91162, 13], [31, 0]]","[[88985, 970], [1140, 111]]","[[90284, 324], [596, 2]]","[[91194, 2], [10, 0]]","[[4208, 15304], [6503, 65191]]","[[91106, 89], [11, 0]]","[[91144, 15], [47, 0]]","[[77748, 9919], [2718, 821]]","[[91200, 3], [3, 0]]","[[78370, 205], [12607, 24]]","[[27690, 33821], [6709, 22986]]","[[87399, 3482], [324, 1]]","[[0, 51396], [0, 39810]]","[[74387, 11], [16795, 13]]","[[91197, 2], [7, 0]]","[[82169, 6], [9028, 3]]","[[286293, 2], [0, 0]]","[[286137, 21], [137, 0]]","[[286293, 0], [2, 0]]","[[178353, 44312], [29373, 34257]]","[[286181, 3], [111, 0]]","[[269250, 15378], [1511, 156]]","[[283111, 620], [2553, 11]]","[[286295, 0], [0, 0]]","[[22326, 66326], [38636, 159007]]","[[284231, 1888], [175, 1]]","[[286025, 1], [269, 0]]","[[206159, 46710], [21802, 11624]]","[[286265, 4], [26, 0]]","[[267233, 4951], [11751, 2360]]","[[74019, 76357], [28435, 107484]]","[[285603, 681], [11, 0]]","[[272852, 17], [13419, 7]]","[[0, 79475], [0, 206820]]","[[286286, 2], [7, 0]]","[[268429, 20], [17839, 7]]","[[26672, 0], [1, 0]]","[[26673, 0], [0, 0]]","[[26646, 0], [27, 0]]","[[10047, 4821], [5479, 6326]]","[[26671, 2], [0, 0]]","[[26672, 0], [1, 0]]","[[26617, 36], [20, 0]]","[[26673, 0], [0, 0]]","[[913, 7401], [581, 17778]]","[[26447, 105], [119, 2]]","[[26669, 1], [3, 0]]","[[22358, 752], [2819, 744]]","[[26673, 0], [0, 0]]","[[23568, 296], [2770, 39]]","[[9167, 10351], [2278, 4877]]","[[26673, 0], [0, 0]]","[[25748, 5], [916, 4]]","[[19865, 15], [6781, 12]]","[[26673, 0], [0, 0]]","[[0, 14564], [0, 12109]]"
dinov3_large_attention_focal_loss_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",True,fish-benchmark,afxq5pmy,fishfollow,test_frames,1000,12355o6l,0.999999995,0.2649856209754944,1.0,0.20873630046844482,1.0,0.3980560302734375,0.9012782573699951,0.19972583651542664,"[0.0, 0.07465810072317107, 0.0, 0.5178088401441653, 0.0, 0.038872641278787916, 0.18710952158507407, 0.0, 0.7877566945147958, 0.3427014740352449, 0.01486988807149666, 0.3252167452609334, 0.0, 0.48616887087668065, 0.7117070307953686, 0.0, 0.6100987003615654, 0.8238486924494959, 0.0, 0.37889482773179106]","[0.0, 0.08538350462913513, 0.0, 0.3609094023704529, 0.0, 0.02391304261982441, 0.12006621807813644, 0.0, 0.6721169948577881, 0.24516773223876953, 0.008510638028383255, 0.20130422711372375, 0.0, 0.4162934720516205, 0.5859721899032593, 0.0, 0.48702284693717957, 0.7140925526618958, 0.0, 0.2539736330509186]","[0.0, 0.06632652878761292, 0.0, 0.9160438776016235, 0.0, 0.10382185131311417, 0.42369478940963745, 0.0, 0.9514577984809875, 0.5691056847572327, 0.05882352963089943, 0.8459240198135376, 0.0, 0.5842331647872925, 0.9061422944068909, 0.0, 0.8164156079292297, 0.9734714031219482, 0.0, 0.7456604242324829]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]","[3.2452902814839035e-05, 0.0008399496437050402, 8.074997458606958e-05, 0.3902479410171509, 3.9054557419149205e-05, 0.03639446943998337, 0.0035310189705342054, 7.739409738860559e-06, 0.669266939163208, 0.00760723976418376, 5.122626316733658e-05, 0.2030450403690338, 4.5544795284513384e-05, 0.41941019892692566, 0.6505727171897888, 0.008393427357077599, 0.49283093214035034, 0.7967467308044434, 0.00033988646464422345, 0.31503361463546753]",0.999999995,0.6042807102203369,1.0,0.4850296676158905,1.0,0.8451824188232422,0.856616199016571,0.534870445728302,0.999999995,0.1511172652244568,1.0,0.11265436559915543,1.0,0.26478174328804016,0.9644020199775696,0.003014739602804184,0.999999995,0.25890442728996277,1.0,0.18045470118522644,1.0,0.45802193880081177,0.859018087387085,0.19514349102973938,0.999999995,0.6082268357276917,1.0,0.4864644706249237,1.0,0.9011747241020203,0.7213195562362671,0.5076282024383545,0.999999995,0.17501384019851685,1.0,0.14673550426959991,1.0,0.2293516844511032,0.910234272480011,0.15193746984004974,0.999999995,0.0029739777091890574,1.0,0.0017021276289597154,1.0,0.0117647061124444,0.9970821738243103,0.0017725074430927634,"[[534702, 6], [6, 0]]","[[533827, 196], [691, 0]]","[[534055, 17], [642, 0]]","[[272534, 43222], [142558, 76400]]","[[533921, 17], [776, 0]]","[[507764, 16370], [10335, 245]]","[[503056, 850], [30662, 146]]","[[534680, 2], [32, 0]]","[[79716, 94223], [123122, 237653]]","[[472118, 1548], [60505, 543]]","[[533992, 17], [705, 0]]","[[312652, 35131], [150779, 36152]]","[[534638, 7], [69, 0]]","[[333611, 96153], [62838, 42112]]","[[146640, 78090], [132208, 177776]]","[[527734, 4164], [2816, 0]]","[[385022, 38227], [58486, 52979]]","[[145273, 40405], [103146, 245890]]","[[534696, 4], [14, 0]]","[[465816, 12715], [42225, 13958]]","[[91202, 4], [0, 0]]","[[90763, 175], [268, 0]]","[[90934, 17], [255, 0]]","[[34025, 11961], [27430, 17790]]","[[91113, 13], [80, 0]]","[[86645, 975], [3480, 106]]","[[82248, 292], [8632, 34]]","[[91204, 2], [0, 0]]","[[4307, 17441], [6404, 63054]]","[[84862, 81], [6255, 8]]","[[91000, 15], [191, 0]]","[[53589, 5638], [26877, 5102]]","[[91201, 3], [2, 0]]","[[72087, 177], [18890, 52]]","[[17248, 27385], [17151, 29422]]","[[85455, 3483], [2268, 0]]","[[0, 38227], [0, 52979]]","[[62935, 9], [28247, 15]]","[[91202, 2], [2, 0]]","[[79641, 6], [11556, 3]]","[[286293, 2], [0, 0]]","[[285966, 21], [308, 0]]","[[286294, 0], [1, 0]]","[[145372, 28108], [62354, 50461]]","[[285854, 3], [438, 0]]","[[266797, 15395], [3964, 139]]","[[268434, 520], [17230, 111]]","[[286295, 0], [0, 0]]","[[20989, 70048], [39973, 155285]]","[[241443, 1365], [42963, 524]]","[[285840, 1], [454, 0]]","[[138118, 28671], [89843, 29663]]","[[286237, 4], [54, 0]]","[[240633, 3680], [38351, 3631]]","[[51496, 40778], [50958, 143063]]","[[285351, 681], [263, 0]]","[[260515, 15], [25756, 9]]","[[0, 40405], [0, 245890]]","[[286281, 2], [12, 0]]","[[265451, 18], [20817, 9]]","[[26673, 0], [0, 0]]","[[26672, 0], [1, 0]]","[[26672, 0], [1, 0]]","[[6202, 2981], [9324, 8166]]","[[26671, 2], [0, 0]]","[[26634, 0], [39, 0]]","[[26238, 36], [399, 0]]","[[26671, 0], [2, 0]]","[[933, 6632], [561, 18547]]","[[25234, 96], [1332, 11]]","[[26672, 1], [0, 0]]","[[17657, 273], [7520, 1223]]","[[26673, 0], [0, 0]]","[[20739, 185], [5599, 150]]","[[8612, 9923], [2833, 5305]]","[[26673, 0], [0, 0]]","[[24937, 5], [1727, 4]]","[[14779, 8], [11867, 19]]","[[26673, 0], [0, 0]]","[[0, 12715], [0, 13958]]"
dinov3_large_mean_uniform_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,{'weight_method': 'uniform'},False,fish-benchmark,2ofuzm43,fishfollow,test_frames,1000,6imjkwjo,0.999999995,0.2144155204296112,1.0,0.2671608328819275,1.0,0.24540448188781738,0.9181720614433289,0.19685465097427368,"[0.0, 0.0, 0.0, 0.5181344003342004, 0.0, 0.04842736138124374, 0.01836821829351137, 0.0, 0.7727076150122761, 0.004768148562126384, 0.0, 0.27600505305017997, 0.0, 0.20726173144222798, 0.6749963924772423, 0.007486451792838631, 0.6159387579095185, 0.7617705654748236, 0.0, 0.38244557445102334]","[0.0, 0.0, 0.0, 0.4484243392944336, 0.0, 0.07934655994176865, 0.038634322583675385, 0.0, 0.6761032938957214, 0.800000011920929, 0.0, 0.29989150166511536, 0.0, 0.8042168617248535, 0.6544346213340759, 0.004878048785030842, 0.49680107831954956, 0.7772594094276428, 0.0, 0.26322662830352783]","[0.0, 0.0, 0.0, 0.6135075688362122, 0.0, 0.03484803065657616, 0.012048192322254181, 0.0, 0.9015204310417175, 0.002391200279816985, 0.0, 0.25564301013946533, 0.0, 0.11895997077226639, 0.6968921422958374, 0.01609029807150364, 0.810242772102356, 0.7468869686126709, 0.0, 0.6990589499473572]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]","[4.3908992665819824e-05, 0.0013571898452937603, 7.822229235898703e-05, 0.42446210980415344, 0.0001486522814957425, 0.04863223433494568, 0.0023856370244175196, 4.721955701825209e-05, 0.680182933807373, 0.009116876870393753, 0.00013116112677380443, 0.2022491991519928, 1.7161037249024957e-05, 0.3625199496746063, 0.6447018980979919, 0.05273663252592087, 0.5202004909515381, 0.7607271075248718, 2.874921847251244e-05, 0.2273256778717041]",0.999999995,0.5867183208465576,1.0,0.5124290585517883,1.0,0.7520628571510315,0.8419628739356995,0.5027511119842529,0.999999995,0.005784091539680958,1.0,0.20965857803821564,1.0,0.0036098482087254524,0.9976973533630371,0.0032344814389944077,0.999999995,0.25906720757484436,1.0,0.2242121696472168,1.0,0.3067537844181061,0.9064415693283081,0.21230538189411163,0.999999995,0.5745697021484375,1.0,0.5434765219688416,1.0,0.6180185079574585,0.7701705694198608,0.5090446472167969,0.999999995,0.08522969484329224,1.0,0.29452112317085266,1.0,0.05126933380961418,0.9114423990249634,0.13706646859645844,0.999999995,0.0014972903300076723,1.0,0.0009756097570061684,1.0,0.0032180596608668566,0.9978081583976746,0.010591522790491581,"[[534534, 6], [174, 0]]","[[534388, 196], [130, 0]]","[[534259, 17], [438, 0]]","[[360144, 77024], [54948, 42598]]","[[534697, 17], [0, 0]]","[[516513, 16487], [1586, 128]]","[[532606, 995], [1112, 1]]","[[534621, 2], [91, 0]]","[[80084, 91082], [122754, 240794]]","[[532603, 2091], [20, 0]]","[[534682, 17], [15, 0]]","[[446412, 64340], [17019, 6943]]","[[534696, 7], [11, 0]]","[[393872, 127894], [2577, 10371]]","[[205243, 124436], [73605, 131430]]","[[529938, 4161], [612, 3]]","[[375178, 27304], [68330, 63902]]","[[198358, 120935], [50061, 165360]]","[[533793, 4], [917, 0]]","[[466562, 12242], [41479, 14431]]","[[91202, 4], [0, 0]]","[[90964, 175], [67, 0]]","[[90951, 17], [238, 0]]","[[52987, 21104], [8468, 8647]]","[[91193, 13], [0, 0]]","[[89588, 976], [537, 105]]","[[90880, 326], [0, 0]]","[[91197, 2], [7, 0]]","[[2200, 13857], [8511, 66638]]","[[91115, 89], [2, 0]]","[[91185, 15], [6, 0]]","[[76923, 10646], [3543, 94]]","[[91201, 3], [2, 0]]","[[90909, 228], [68, 1]]","[[24465, 31896], [9934, 24911]]","[[87269, 3480], [454, 3]]","[[0, 27304], [0, 63902]]","[[83363, 13], [7819, 11]]","[[90590, 2], [614, 0]]","[[81259, 7], [9938, 2]]","[[286289, 2], [4, 0]]","[[286274, 21], [0, 0]]","[[286295, 0], [0, 0]]","[[178740, 49365], [28986, 29204]]","[[286292, 3], [0, 0]]","[[270030, 15511], [731, 23]]","[[284573, 630], [1091, 1]]","[[286295, 0], [0, 0]]","[[23841, 71335], [37121, 153998]]","[[284388, 1889], [18, 0]]","[[286292, 1], [2, 0]]","[[218836, 51872], [9125, 6462]]","[[286284, 4], [7, 0]]","[[277064, 5698], [1920, 1613]]","[[80215, 82743], [22239, 101098]]","[[285608, 681], [6, 0]]","[[260214, 14], [26057, 10]]","[[0, 120935], [0, 165360]]","[[286197, 2], [96, 0]]","[[263881, 20], [22387, 7]]","[[26673, 0], [0, 0]]","[[26673, 0], [0, 0]]","[[26673, 0], [0, 0]]","[[12679, 6388], [2847, 4759]]","[[26671, 2], [0, 0]]","[[26673, 0], [0, 0]]","[[26637, 36], [0, 0]]","[[26673, 0], [0, 0]]","[[1090, 5759], [404, 19420]]","[[26566, 107], [0, 0]]","[[26672, 1], [0, 0]]","[[24517, 1108], [660, 388]]","[[26673, 0], [0, 0]]","[[25749, 330], [589, 5]]","[[8885, 9795], [2560, 5433]]","[[26673, 0], [0, 0]]","[[23770, 5], [2894, 4]]","[[24619, 25], [2027, 2]]","[[26673, 0], [0, 0]]","[[0, 12242], [0, 14431]]"
dinov3_large_mean_focal_loss_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",False,fish-benchmark,cazotywv,fishfollow,test_frames,1000,va5c717u,0.999999995,0.25260835886001587,1.0,0.20529821515083313,1.0,0.3856554925441742,0.8942688703536987,0.19477635622024536,"[0.0, 0.07733656195561026, 0.0, 0.5158176596475773, 0.00426569168975209, 0.03817461099653131, 0.12285237836157736, 0.0, 0.7847451458662192, 0.3198673845709799, 0.006466784064185367, 0.3234940096634659, 0.0, 0.4128737866559057, 0.7103831246347605, 0.0, 0.5881318094040301, 0.8201798969849964, 0.01320467280430505, 0.31437339904780714]","[0.0, 0.05651530250906944, 0.0, 0.36891546845436096, 0.0021722265519201756, 0.023430097848176956, 0.08198244124650955, 0.0, 0.6594043374061584, 0.3129328489303589, 0.00332476943731308, 0.20745879411697388, 0.0, 0.4130692183971405, 0.5830158591270447, 0.0, 0.4499221742153168, 0.7401863932609558, 0.006781429518014193, 0.19685283303260803]","[0.0, 0.12244898080825806, 0.0, 0.857124924659729, 0.11764705926179886, 0.10297923535108566, 0.24497991800308228, 0.0, 0.9689190983772278, 0.3271162211894989, 0.11764705926179886, 0.734074056148529, 0.0, 0.4126785397529602, 0.9089562296867371, 0.0, 0.8489024639129639, 0.9195585250854492, 0.25, 0.7800772190093994]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]","[3.808675683103502e-05, 0.0009898798307403922, 6.708285945933312e-05, 0.41795071959495544, 6.498166476376355e-05, 0.034182630479335785, 0.00268746935762465, 3.979345638072118e-05, 0.6868383884429932, 0.008917426690459251, 7.565114356111735e-05, 0.1886107176542282, 2.228858465969097e-05, 0.3987008333206177, 0.6334628462791443, 0.019837671890854836, 0.5140539407730103, 0.7942090034484863, 0.00021339741942938417, 0.1945643424987793]",0.999999995,0.5742283463478088,1.0,0.4623204469680786,1.0,0.8495127558708191,0.8243933320045471,0.5009424090385437,0.999999995,0.1300140768289566,1.0,0.1128576472401619,1.0,0.1736362874507904,0.967624306678772,0.0031654646154493093,0.999999995,0.26004165410995483,1.0,0.18554385006427765,1.0,0.48738598823547363,0.8589526414871216,0.2090078443288803,0.999999995,0.6062074303627014,1.0,0.48329296708106995,1.0,0.8706498146057129,0.7142572402954102,0.5029706358909607,0.999999995,0.1503494530916214,1.0,0.14549978077411652,1.0,0.1718859225511551,0.9029799103736877,0.14430774748325348,0.999999995,0.0039342911913990974,1.0,0.0020212396048009396,1.0,0.07352940738201141,0.9944168329238892,0.004037419334053993,"[[534657, 6], [51, 0]]","[[530473, 189], [4045, 7]]","[[528016, 17], [6681, 0]]","[[285297, 47696], [129795, 71926]]","[[528252, 17], [6445, 0]]","[[506754, 16351], [11345, 264]]","[[492939, 876], [40779, 120]]","[[534589, 2], [123, 0]]","[[45032, 45653], [157806, 286223]]","[[505508, 1772], [27115, 319]]","[[528081, 16], [6616, 1]]","[[350520, 43072], [112911, 28211]]","[[534224, 7], [483, 0]]","[[347349, 105478], [49100, 32787]]","[[131615, 60815], [147233, 195051]]","[[528851, 4164], [1699, 0]]","[[357037, 24126], [86471, 67080]]","[[163234, 56739], [85185, 229556]]","[[532794, 3], [1916, 1]]","[[434873, 9220], [73168, 17453]]","[[91202, 4], [0, 0]]","[[88921, 168], [2110, 7]]","[[87422, 17], [3767, 0]]","[[38520, 12768], [22935, 16983]]","[[89625, 13], [1568, 0]]","[[88080, 990], [2045, 91]]","[[90104, 323], [776, 3]]","[[91204, 2], [0, 0]]","[[555, 4164], [10156, 76331]]","[[88681, 86], [2436, 3]]","[[89955, 14], [1236, 1]]","[[60453, 7321], [20013, 3419]]","[[91068, 3], [135, 0]]","[[79524, 201], [11453, 28]]","[[15985, 18287], [18414, 38520]]","[[86389, 3483], [1334, 0]]","[[0, 24126], [0, 67080]]","[[74806, 9], [16376, 15]]","[[90591, 1], [613, 1]]","[[71280, 7], [19917, 2]]","[[286287, 2], [6, 0]]","[[285687, 21], [587, 0]]","[[286264, 0], [31, 0]]","[[144992, 30134], [62734, 48435]]","[[283131, 3], [3161, 0]]","[[266382, 15361], [4379, 173]]","[[248642, 515], [37022, 116]]","[[286295, 0], [0, 0]]","[[10934, 37296], [50028, 188037]]","[[263054, 1576], [21352, 313]]","[[282052, 1], [4242, 0]]","[[164655, 34361], [63306, 23973]]","[[286048, 4], [243, 0]]","[[246559, 4085], [32425, 3226]]","[[48950, 36822], [53504, 147019]]","[[285496, 681], [118, 0]]","[[250831, 13], [35440, 11]]","[[0, 56739], [0, 229556]]","[[285786, 2], [507, 0]]","[[248016, 13], [38252, 14]]","[[26673, 0], [0, 0]]","[[26640, 0], [33, 0]]","[[26348, 0], [325, 0]]","[[9533, 4626], [5993, 6521]]","[[26671, 2], [0, 0]]","[[26673, 0], [0, 0]]","[[26569, 36], [68, 0]]","[[26673, 0], [0, 0]]","[[495, 4129], [999, 21050]]","[[26298, 104], [268, 3]]","[[26672, 1], [0, 0]]","[[17977, 792], [7200, 704]]","[[26664, 0], [9, 0]]","[[21108, 136], [5230, 199]]","[[6915, 5700], [4530, 9528]]","[[26673, 0], [0, 0]]","[[22437, 2], [4227, 7]]","[[17089, 16], [9557, 11]]","[[26673, 0], [0, 0]]","[[0, 9220], [0, 17453]]"
