id,model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,batch_size,classifier,label_type,val_subset,train_subset,weight_decay,learning_rate,sliding_style,weight_config,freeze_backbone,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,precision_per_class,recall_per_class,mAP_per_class,positive_per_class,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,aggression_f1_micro,aggression_f1_macro,aggression_precision_micro,aggression_precision_macro,aggression_recall_micro,aggression_recall_macro,aggression_mAP,aggression_acc,mouth not visible,feeding,charging,being charged,cturn
dinov3_attention_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,iuea0srn,coralcam,test_frames,1000,3hna80rk,0.4561959505081177,0.14427906274795532,0.37192854285240173,0.12676438689231873,0.5898339152336121,0.18406528234481812,0.14477279782295227,0.946495771408081,"[0.5162348747253418, 0.2051604837179184, 0.0, 0.0, 0.0]","[0.3964720666408539, 0.23734983801841736, 0.0, 0.0, 0.0]","[0.7396669983863831, 0.1806594580411911, 0.0, 0.0, 0.0]","[0.5316630601882935, 0.19014590978622437, -0.0, 0.0014645637711510062, 0.0005905288271605968]","[10210, 3609, 0, 62, 28]",0.46071770787239075,0.3606976866722107,0.3764166235923767,0.3169109523296356,0.5936753749847412,0.4601632356643677,0.3609044849872589,0.8686535954475403,0.0,0.0,0.0,0.0,0.0,0.0,0.0010275463573634624,0.9975858926773071,"[[51406, 2658], [11496, 7552]]","[[67408, 2957], [2095, 652]]","[[73112, 0], [0, 0]]","[[72805, 62], [245, 0]]","[[73066, 28], [18, 0]]"
dinov3_attention_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,64q4nfny,coralcam,test_frames,1000,dhnnuvwd,0.43869203329086304,0.14405137300491333,0.3353227376937866,0.12628324329853058,0.6341936588287354,0.2016148865222931,0.14243078231811523,0.9382508993148804,"[0.4819384515285492, 0.2327473908662796, 0.0, 0.005571030545979738, 0.0]","[0.3459978699684143, 0.28205129504203796, 0.0, 0.003367003286257386, 0.0]","[0.7938295602798462, 0.19811582565307617, 0.0, 0.016129031777381897, 0.0]","[0.5079644918441772, 0.20174485445022583, -0.0, 0.00212414120323956, 0.0003204170789103955]","[10210, 3609, 0, 62, 28]",0.44345006346702576,0.357342928647995,0.33975347876548767,0.31402456760406494,0.6382516622543335,0.4959726929664612,0.35485467314720154,0.8485953211784363,0.004587155766785145,0.002785515272989869,0.0028901733458042145,0.001683501643128693,0.011111111380159855,0.008064515888690948,0.001222279155626893,0.9970319271087646,"[[47582, 2105], [15320, 8105]]","[[67683, 2894], [1820, 715]]","[[73112, 0], [0, 0]]","[[72754, 61], [296, 1]]","[[73035, 28], [49, 0]]"
dinov3_large_mean_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',False,fish-benchmark,ygxhfmcc,coralcam,test_frames,1000,ol9ptdc7,0.2749609053134918,0.10995739698410034,0.20790402591228485,0.08737610280513763,0.4058689773082733,0.16570404171943665,0.08852028101682663,0.9149988889694214,"[0.3492305278778076, 0.19966159760951996, 0.0, 0.0008948546019382775, 0.0]","[0.3035602271556854, 0.13285987079143524, 0.0, 0.0004604051646310836, 0.0]","[0.41107651591300964, 0.4015706777572632, 0.0, 0.01587301678955555, 0.0]","[0.305555522441864, 0.13404744863510132, -0.0, 0.0020159899722784758, 0.0009824614971876144]","[10599, 3820, 0, 63, 35]",0.29222679138183594,0.2744460701942444,0.22746051847934723,0.21821004152297974,0.4085581600666046,0.4063236117362976,0.21980148553848267,0.8048473596572876,0.0007877117022871971,0.00044742730096913874,0.0004096681659575552,0.0002302025823155418,0.010204081423580647,0.007936508394777775,0.001499225734733045,0.9826499223709106,"[[52517, 6242], [9996, 4357]]","[[59280, 2286], [10012, 1534]]","[[73112, 0], [0, 0]]","[[70878, 62], [2171, 1]]","[[72808, 35], [269, 0]]"
dinov3_large_mean_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,False,fish-benchmark,4e80i5tj,coralcam,test_frames,1000,lbhv0cfa,0.3011438548564911,0.11781658977270126,0.18958131968975067,0.07682541012763977,0.7317627668380737,0.2941555976867676,0.10615402460098267,0.8651247620582581,"[0.4075036644935608, 0.18020659685134888, 0.0, 0.001372683560475707, 0.0]","[0.2801641821861267, 0.10324551165103912, 0.0, 0.0007173601188696921, 0.0]","[0.7470515966415405, 0.707853376865387, 0.0, 0.01587301678955555, 0.0]","[0.3704127073287964, 0.15737305581569672, -0.0, 0.002166231395676732, 0.0008181264856830239]","[10599, 3820, 0, 63, 35]",0.3084607422351837,0.29385513067245483,0.19507089257240295,0.19170483946800232,0.7366669178009033,0.7274525165557861,0.26389288902282715,0.6742873787879944,0.0011904762359336019,0.0006863417802378535,0.0006321112741716206,0.00035868005943484604,0.010204081423580647,0.007936508394777775,0.001492178998887539,0.9885244369506836,"[[42169, 2681], [20344, 7918]]","[[45806, 1116], [23486, 2704]]","[[73112, 0], [0, 0]]","[[71656, 62], [1393, 1]]","[[72889, 35], [188, 0]]"
vjepa2_attention_uniform_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,attention,balanced,False,vjepa2,True,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='uniform',True,fish-benchmark,lirub1ix,coralcam,test_sliding_window,1000,cnhnty35,0.30522453784942627,0.12339581549167633,0.20452433824539185,0.09047558903694153,0.6012653708457947,0.2350216805934906,0.09089801460504532,0.8958501815795898,"[0.39254042506217957, 0.16418631374835968, 0.0, 0.017699114978313446, 0.042553190141916275]","[0.2807061970233917, 0.0994323194026947, 0.0, 0.019607843831181526, 0.05263157933950424]","[0.6524975299835205, 0.4707675278186798, 0.0, 0.016129031777381897, 0.0357142873108387]","[0.32823309302330017, 0.11182352155447006, -0.0, 0.010199876502156258, 0.004233570769429207]","[10210, 3609, 0, 62, 28]",0.30604514479637146,0.2783633768558502,0.20482607185840607,0.1900692582130432,0.6050365567207336,0.561632513999939,0.22002831101417542,0.7406923770904541,0.02500000037252903,0.03012615256011486,0.02857142873108387,0.03611971065402031,0.02222222276031971,0.025921659544110298,0.007216723635792732,0.9989331364631653,"[[45831, 3548], [17071, 6662]]","[[54115, 1910], [15388, 1699]]","[[73112, 0], [0, 0]]","[[73000, 61], [50, 1]]","[[73066, 27], [18, 1]]"
vjepa2_attention_focal_loss_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,attention,balanced,False,vjepa2,True,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,ihrk16xa,coralcam,test_sliding_window,1000,nnjabhb4,0.02076565846800804,0.026129931211471558,0.012122715823352337,0.0465954914689064,0.07234268635511398,0.1797027438879013,0.04622669890522957,0.7258849143981934,"[0.1254269778728485, 0.0028498147148638964, 0.0, 0.0023728609085083008, 0.0]","[0.18714642524719238, 0.0446428582072258, 0.0, 0.0011881865793839097, 0.0]","[0.09432072192430496, 0.0014718869933858514, 0.0, 0.8027210831642151, 0.0]","[0.16578353941440582, 0.06375250220298767, -0.0, 0.0015974510461091995, -0.0]","[38931, 13588, 0, 147, 0]",0.10172480344772339,0.06413839757442474,0.18396532535552979,0.11589464545249939,0.07029836624860764,0.04789630323648453,0.11476802080869675,0.8756484389305115,0.0008017284562811255,0.0011864304542541504,0.000401064520701766,0.0005940932896919549,0.8027210831642151,0.40136054158210754,0.0007987255230545998,0.4390638470649719,"[[207296, 35259], [15949, 3672]]","[[248160, 13568], [428, 20]]","[[262176, 0], [0, 0]]","[[162836, 29], [99193, 118]]","[[67270, 0], [194906, 0]]"
vjepa2_mean_uniform_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,mean,balanced,False,vjepa2,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='uniform',False,fish-benchmark,lbp90388,coralcam,test_sliding_window,1000,u0r08iio,0.3692029118537903,0.19454212486743927,0.26131927967071533,0.14297235012054443,0.6287966966629028,0.3610273599624634,0.19516202807426453,0.9142739772796631,"[0.4883808195590973, 0.23265902698040009, 0.0, 0.15331010520458221, 0.09836065769195557]","[0.4057420492172241, 0.1403171569108963, 0.0, 0.0982142835855484, 0.07058823853731155]","[0.6132919192314148, 0.6804764270782471, 0.0, 0.3492063581943512, 0.1621621549129486]","[0.4553678035736084, 0.2159377783536911, -0.0, 0.28053784370422363, 0.023966744542121887]","[10623, 3862, 0, 63, 37]",0.3711310923099518,0.3605199158191681,0.26283562183380127,0.2730295956134796,0.6312047243118286,0.6468842029571533,0.33565279841423035,0.7880991101264954,0.1369193196296692,0.1258353888988495,0.09061488509178162,0.08440126478672028,0.2800000011920929,0.2556842565536499,0.15225228667259216,0.9975858926773071,"[[52947, 4108], [9542, 6515]]","[[53149, 1234], [16101, 2628]]","[[73112, 0], [0, 0]]","[[72847, 41], [202, 22]]","[[72996, 31], [79, 6]]"
vjepa2_mean_focal_loss_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,mean,balanced,False,vjepa2,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,False,fish-benchmark,n9b89dj2,coralcam,test_sliding_window,1000,tpgcsxkm,0.3516404330730438,0.1799432933330536,0.22262580692768097,0.12140001356601715,0.8362701535224915,0.4050258994102478,0.2036421000957489,0.876961350440979,"[0.4692082107067108, 0.2082860916852951, 0.0, 0.2222222238779068, 0.0]","[0.3250027298927307, 0.11903439462184906, 0.0, 0.16296295821666718, 0.0]","[0.8434528708457947, 0.8324702382087708, 0.0, 0.3492063581943512, 0.0]","[0.5141087770462036, 0.22040610015392303, -0.0, 0.27843478322029114, 0.0052608768455684185]","[10623, 3862, 0, 63, 37]",0.3525766432285309,0.33874714374542236,0.22307522594928741,0.22201856970787048,0.8405246734619141,0.8379615545272827,0.3672574460506439,0.694215714931488,0.14239482581615448,0.1111111119389534,0.10526315867900848,0.08148147910833359,0.2199999988079071,0.1746031790971756,0.14184783399105072,0.9981877207756042,"[[43880, 1663], [18609, 8960]]","[[45456, 647], [23794, 3215]]","[[73112, 0], [0, 0]]","[[72936, 41], [113, 22]]","[[73001, 37], [74, 0]]"
resnet50_attention_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,resnet50,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,y2mhwwa2,coralcam,test_frames,1000,0hah3haa,0.4040732681751251,0.11449747532606125,0.3477674722671509,0.11332117021083832,0.4821338653564453,0.141608327627182,0.10808547586202621,0.945891261100769,"[0.4579499363899231, 0.11453744769096375, 0.0, 0.0, 0.0]","[0.3601076900959015, 0.2064981907606125, 0.0, 0.0, 0.0]","[0.628795325756073, 0.07924632728099823, 0.0, 0.0, 0.0]","[0.42260900139808655, 0.11611903458833694, -0.0, 0.0011615902185440063, 0.0005377483321353793]","[10210, 3609, 0, 62, 28]",0.4060305058956146,0.2862436771392822,0.34903451800346375,0.2833029329776764,0.48527389764785767,0.3540208339691162,0.26936402916908264,0.8658223152160645,0.0,0.0,0.0,0.0,0.0,0.0,0.0008496692753396928,0.9989057779312134,"[[51494, 3790], [11408, 6420]]","[[68404, 3323], [1099, 286]]","[[73112, 0], [0, 0]]","[[72988, 62], [62, 0]]","[[73076, 28], [8, 0]]"
resnet50_attention_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,resnet50,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,994lum4t,coralcam,test_frames,1000,wd30fvef,0.3936258852481842,0.11304180324077606,0.31428080797195435,0.1108260527253151,0.5265655517578125,0.15493227541446686,0.10662426054477692,0.9382727742195129,"[0.43661752343177795, 0.12859152257442474, 0.0, 0.0, 0.0]","[0.32021212577819824, 0.23391813039779663, 0.0, 0.0, 0.0]","[0.6859941482543945, 0.08866722136735916, 0.0, 0.0, 0.0]","[0.4044598937034607, 0.12717099487781525, -0.0, 0.0010068375850096345, 0.00048353851889260113]","[10210, 3609, 0, 62, 28]",0.39525094628334045,0.28260451555252075,0.315132737159729,0.27706512808799744,0.5299949049949646,0.38733068108558655,0.2658154368400574,0.8467283248901367,0.0,0.0,0.0,0.0,0.0,0.0,0.0007451880373992026,0.998953640460968,"[[48033, 3206], [14869, 7004]]","[[68455, 3289], [1048, 320]]","[[73112, 0], [0, 0]]","[[72990, 62], [60, 0]]","[[73081, 28], [3, 0]]"
