id,model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,batch_size,classifier,label_type,val_subset,train_subset,weight_decay,learning_rate,sliding_style,weight_config,freeze_backbone,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,precision_per_class,recall_per_class,mAP_per_class,positive_per_class,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,aggression_f1_micro,aggression_f1_macro,aggression_precision_micro,aggression_precision_macro,aggression_recall_micro,aggression_recall_macro,aggression_mAP,aggression_acc,mouth not visible,feeding,charging,being charged,cturn
dinov3_attention_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,iuea0srn,coralcam,test_frames,1000,3hna80rk,0.4376179277896881,0.14229346811771393,0.29966452717781067,0.095136359333992,0.8109434247016907,0.295359343290329,0.18918900191783905,0.9535260796546936,"[0.46752169728279114, 0.2439456582069397, 0.0, 0.0, 0.0]","[0.3253359794616699, 0.1503458321094513, 0.0, 0.0, 0.0]","[0.8304743766784668, 0.6463223695755005, 0.0, 0.0, 0.0]","[0.5044974088668823, 0.4403989017009735, -0.0, 0.0008194337133318186, 0.00022921350318938494]","[7462, 639, 0, 42, 8]",0.44219961762428284,0.3557336926460266,0.3032805621623993,0.2378409057855606,0.8159486651420593,0.7383983731269836,0.4724481701850891,0.885955810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0005243236082606018,0.9978594779968262,"[[52799, 1265], [12851, 6197]]","[[70139, 226], [2334, 413]]","[[73112, 0], [0, 0]]","[[72825, 42], [245, 0]]","[[73086, 8], [18, 0]]"
dinov3_attention_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,64q4nfny,coralcam,test_frames,1000,dhnnuvwd,0.40589720010757446,0.14359384775161743,0.26583290100097656,0.09270314872264862,0.8579315543174744,0.3216511607170105,0.19292113184928894,0.9440009593963623,"[0.42244309186935425, 0.2955261468887329, 0.0, 0.0, 0.0]","[0.2785058617591858, 0.18500986695289612, 0.0, 0.0, 0.0]","[0.8742964267730713, 0.7339593172073364, 0.0, 0.0, 0.0]","[0.4824105501174927, 0.4808580279350281, -0.0, 0.0012367673916742206, 0.00010032069985754788]","[7462, 639, 0, 42, 8]",0.4106162488460541,0.3589846193790436,0.2693759500980377,0.23175786435604095,0.8632267713546753,0.8041278719902039,0.4816342890262604,0.8627106547355652,0.0,0.0,0.0,0.0,0.0,0.0,0.000668544031213969,0.9972918033599854,"[[48749, 938], [16901, 6524]]","[[70407, 170], [2066, 469]]","[[73112, 0], [0, 0]]","[[72773, 42], [297, 0]]","[[73055, 8], [49, 0]]"
dinov3_large_mean_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',False,fish-benchmark,ygxhfmcc,coralcam,test_frames,1000,ol9ptdc7,0.20657148957252502,0.07390502095222473,0.1329922378063202,0.05363994836807251,0.4623972475528717,0.19574624300003052,0.06510646641254425,0.9207982420921326,"[0.3151959776878357, 0.05432909354567528, 0.0, 0.0, 0.0]","[0.23953180015087128, 0.028667936101555824, 0.0, 0.0, 0.0]","[0.46073439717292786, 0.5179968476295471, 0.0, 0.0, 0.0]","[0.25348135828971863, 0.07042446732521057, -0.0, 0.0013617376098409295, 0.0002647751825861633]","[7462, 639, 0, 42, 8]",0.22170588374137878,0.18476253747940063,0.14552685618400574,0.13409987092018127,0.46525120735168457,0.4893656373023987,0.1619529128074646,0.8190310597419739,0.0,0.0,0.0,0.0,0.0,0.0,0.0008132563671097159,0.9829645156860352,"[[54735, 4024], [10915, 3438]]","[[61258, 308], [11215, 331]]","[[73112, 0], [0, 0]]","[[70898, 42], [2172, 0]]","[[72835, 8], [269, 0]]"
dinov3_large_mean_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,False,fish-benchmark,4e80i5tj,coralcam,test_frames,1000,lbhv0cfa,0.20534393191337585,0.07576286792755127,0.11760716885328293,0.04693290591239929,0.8084897398948669,0.32887953519821167,0.09067394584417343,0.8604743480682373,"[0.33915576338768005, 0.03965857997536659, 0.0, 0.0, 0.0]","[0.21435143053531647, 0.020313097164034843, 0.0, 0.0, 0.0]","[0.8118466734886169, 0.8325508832931519, 0.0, 0.0, 0.0]","[0.320220947265625, 0.13150285184383392, -0.0, 0.0014483412960544229, 0.0001976199564523995]","[7462, 639, 0, 42, 8]",0.2107013314962387,0.18940716981887817,0.12102402001619339,0.11733226478099823,0.8134798407554626,0.822198748588562,0.22586190700531006,0.6623468399047852,0.0,0.0,0.0,0.0,0.0,0.0,0.0008229806553572416,0.9888390302658081,"[[43446, 1404], [22204, 6058]]","[[46815, 107], [25658, 532]]","[[73112, 0], [0, 0]]","[[71676, 42], [1394, 0]]","[[72916, 8], [188, 0]]"
vjepa2_attention_uniform_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,attention,balanced,False,vjepa2,True,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='uniform',True,fish-benchmark,lirub1ix,coralcam,test_sliding_window,1000,cnhnty35,0.22369037568569183,0.07774759083986282,0.13414037227630615,0.051187850534915924,0.6729235649108887,0.24361252784729004,0.060267068445682526,0.8958556652069092,"[0.33101457357406616, 0.036217983812093735, 0.0, 0.02150537632405758, 0.0]","[0.21754519641399384, 0.01878621242940426, 0.0, 0.019607843831181526, 0.0]","[0.691905677318573, 0.5023474097251892, 0.0, 0.02380952425301075, 0.0]","[0.2721785604953766, 0.021780436858534813, -0.0, 0.007066818419843912, 0.00030952159431762993]","[7462, 639, 0, 42, 8]",0.22419819235801697,0.1836162805557251,0.1343459039926529,0.11816570162773132,0.6769534349441528,0.5971265435218811,0.14697949588298798,0.740446150302887,0.01666666753590107,0.01075268816202879,0.014285714365541935,0.009803921915590763,0.019999999552965164,0.011904762126505375,0.0036881701089441776,0.999193012714386,"[[47080, 2299], [18570, 5163]]","[[55707, 318], [16766, 321]]","[[73112, 0], [0, 0]]","[[73020, 41], [50, 1]]","[[73085, 8], [19, 0]]"
vjepa2_attention_focal_loss_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,attention,balanced,False,vjepa2,True,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,ihrk16xa,coralcam,test_sliding_window,1000,nnjabhb4,0.015459174290299416,0.02396313287317753,0.008419083431363106,0.02939494699239731,0.09438202530145645,0.2205842286348343,0.024998150765895844,0.7428986430168152,"[0.11319003999233246, 0.005076142027974129, 0.0, 0.001549482811242342, 0.0]","[0.13057439029216766, 0.015625, 0.0, 0.000775342108681798, 0.0]","[0.0998908281326294, 0.0030303029343485832, 0.0, 1.0, 0.0]","[0.11254371702671051, 0.011448550038039684, -0.0, 0.000998488161712885, -0.0]","[25648, 2310, 0, 77, 0]",0.10698148608207703,0.05913309007883072,0.12800836563110352,0.07309969514608383,0.09188783168792725,0.05146056413650513,0.061996132135391235,0.918205738067627,0.0005232862313278019,0.000774741405621171,0.00026171159697696567,0.000387671054340899,1.0,0.5,0.0004992440808564425,0.4390409588813782,"[[219469, 23086], [17059, 2562]]","[[259425, 2303], [441, 7]]","[[262176, 0], [0, 0]]","[[162865, 0], [99234, 77]]","[[67270, 0], [194906, 0]]"
vjepa2_mean_uniform_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,mean,balanced,False,vjepa2,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='uniform',False,fish-benchmark,lbp90388,coralcam,test_sliding_window,1000,u0r08iio,0.2565324008464813,0.12401304394006729,0.15805670619010925,0.08473816514015198,0.6805300116539001,0.3750440180301666,0.14169403910636902,0.912047266960144,"[0.43292656540870667, 0.04533250629901886, 0.0, 0.12030075490474701, 0.02150537632405758]","[0.3170579671859741, 0.02343958616256714, 0.0, 0.0714285746216774, 0.0117647061124444]","[0.6822567582130432, 0.6870109438896179, 0.0, 0.380952388048172, 0.125]","[0.40590423345565796, 0.041897546499967575, -0.0, 0.25625118613243103, 0.0044172159396111965]","[7462, 639, 0, 42, 8]",0.25788700580596924,0.23912954330444336,0.15897199511528015,0.17024877667427063,0.68263179063797,0.6846338510513306,0.22390088438987732,0.7823407649993896,0.09470751881599426,0.07090306282043457,0.055016182363033295,0.04159663990139961,0.3400000035762787,0.2529761791229248,0.13033419847488403,0.9977774024009705,"[[54684, 2371], [10966, 5091]]","[[54183, 200], [18290, 439]]","[[73112, 0], [0, 0]]","[[72862, 26], [208, 16]]","[[73020, 7], [84, 1]]"
vjepa2_mean_focal_loss_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,mean,balanced,False,vjepa2,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,False,fish-benchmark,n9b89dj2,coralcam,test_sliding_window,1000,tpgcsxkm,0.22711239755153656,0.11473281681537628,0.13045065104961395,0.07256849110126495,0.8768249154090881,0.4123893976211548,0.15161000192165375,0.8669329285621643,"[0.37640947103500366, 0.0390625, 0.0, 0.15819208323955536, 0.0]","[0.2391454130411148, 0.019993335008621216, 0.0, 0.10370370000600815, 0.0]","[0.8835433125495911, 0.8450704216957092, 0.0, 0.3333333432674408, 0.0]","[0.4541950821876526, 0.040626853704452515, -0.0, 0.26204922795295715, 0.0011788548436015844]","[7462, 639, 0, 42, 8]",0.22760413587093353,0.20773598551750183,0.1306936889886856,0.1295693814754486,0.8805086016654968,0.8643068671226501,0.24741096794605255,0.6689120531082153,0.10810811072587967,0.07909604161977768,0.06698564440011978,0.051851850003004074,0.2800000011920929,0.1666666716337204,0.13161404430866241,0.998420238494873,"[[44674, 869], [20976, 6593]]","[[46004, 99], [26469, 540]]","[[73112, 0], [0, 0]]","[[72949, 28], [121, 14]]","[[73030, 8], [74, 0]]"
resnet50_attention_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,resnet50,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,y2mhwwa2,coralcam,test_frames,1000,0hah3haa,0.39338046312332153,0.11098147183656693,0.27983197569847107,0.07931321859359741,0.6620046496391296,0.1849784106016159,0.09682144969701767,0.9544753432273865,"[0.41557928919792175, 0.13932806253433228, 0.0, 0.0, 0.0]","[0.294761061668396, 0.10180505365133286, 0.0, 0.0, 0.0]","[0.704234778881073, 0.22065727412700653, 0.0, 0.0, 0.0]","[0.3930760324001312, 0.09000629931688309, -0.0, 0.0008393743191845715, 0.00018555880524218082]","[7462, 639, 0, 42, 8]",0.39510872960090637,0.2774536609649658,0.2808515131473541,0.19828306138515472,0.6660906076431274,0.46244603395462036,0.24154116213321686,0.8870089650154114,0.0,0.0,0.0,0.0,0.0,0.0,0.0005124665331095457,0.9991793632507324,"[[53077, 2207], [12573, 5255]]","[[71229, 498], [1244, 141]]","[[73112, 0], [0, 0]]","[[73008, 42], [62, 0]]","[[73096, 8], [8, 0]]"
resnet50_attention_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,resnet50,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,994lum4t,coralcam,test_frames,1000,wd30fvef,0.3715784549713135,0.10902173817157745,0.2507723867893219,0.0750904530286789,0.7169672250747681,0.20185109972953796,0.0952310860157013,0.9459267854690552,"[0.38765978813171387, 0.1574489325284958, 0.0, 0.0, 0.0]","[0.25995519757270813, 0.11549707502126694, 0.0, 0.0, 0.0]","[0.7619941234588623, 0.24726134538650513, 0.0, 0.0, 0.0]","[0.37596356868743896, 0.09939266741275787, -0.0, 0.0006423889426514506, 0.00015680209617130458]","[7462, 639, 0, 42, 8]",0.37291812896728516,0.2725543677806854,0.25145217776298523,0.18772614002227783,0.7213923931121826,0.5046277046203613,0.23767811059951782,0.8655897974967957,0.0,0.0,0.0,0.0,0.0,0.0,0.00039959553396329284,0.9992272257804871,"[[49463, 1776], [16187, 5686]]","[[71263, 481], [1210, 158]]","[[73112, 0], [0, 0]]","[[73010, 42], [60, 0]]","[[73101, 8], [3, 0]]"
