id,model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,batch_size,classifier,label_type,val_subset,train_subset,weight_decay,learning_rate,sliding_style,weight_config,freeze_backbone,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,precision_per_class,recall_per_class,mAP_per_class,positive_per_class,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,aggression_f1_micro,aggression_f1_macro,aggression_precision_micro,aggression_precision_macro,aggression_recall_micro,aggression_recall_macro,aggression_mAP,aggression_acc,mouth not visible,feeding,charging,being charged,cturn
dinov3_attention_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,iuea0srn,coralcam,test_frames,1000,3hna80rk,0.4481494426727295,0.1468510776758194,0.3186599016189575,0.10508108884096146,0.7549135684967041,0.24392303824424744,0.16173076629638672,0.9526452422142029,"[0.48237380385398865, 0.25188159942626953, 0.0, 0.0, 0.0]","[0.3426606357097626, 0.1827448159456253, 0.0, 0.0, 0.0]","[0.8144497275352478, 0.4051654636859894, 0.0, 0.0, 0.0]","[0.5166878700256348, 0.2907644212245941, -0.0, 0.0009146950324065983, 0.00028685512370429933]","[8014, 1239, 0, 46, 12]",0.4527827799320221,0.3671277165412903,0.3225051760673523,0.26270273327827454,0.7596455216407776,0.6098076105117798,0.40372616052627563,0.8838083744049072,0.0,0.0,0.0,0.0,0.0,0.0,0.0006007750635035336,0.9978047609329224,"[[52577, 1487], [12521, 6527]]","[[69628, 737], [2245, 502]]","[[73112, 0], [0, 0]]","[[72821, 46], [245, 0]]","[[73082, 12], [18, 0]]"
dinov3_attention_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,64q4nfny,coralcam,test_frames,1000,dhnnuvwd,0.419294148683548,0.14751139283180237,0.28385159373283386,0.10336372256278992,0.8019546866416931,0.2631782293319702,0.16202369332313538,0.9434210658073425,"[0.4391997158527374, 0.29835718870162964, 0.0, 0.0, 0.0]","[0.2947278618812561, 0.2220907360315323, 0.0, 0.0, 0.0]","[0.861492395401001, 0.4543987214565277, 0.0, 0.0, 0.0]","[0.4932827949523926, 0.31527194380760193, -0.0, 0.0014260149328038096, 0.0001377057342324406]","[8014, 1239, 0, 46, 12]",0.4241047203540802,0.3687784671783447,0.28763481974601746,0.2584092915058136,0.8069815039634705,0.6579455733299255,0.40427738428115845,0.8613154888153076,0.0,0.0,0.0,0.0,0.0,0.0,0.0007818603189662099,0.9972370862960815,"[[48577, 1110], [16521, 6904]]","[[69901, 676], [1972, 563]]","[[73112, 0], [0, 0]]","[[72769, 46], [297, 0]]","[[73051, 12], [49, 0]]"
dinov3_large_mean_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',False,fish-benchmark,ygxhfmcc,coralcam,test_frames,1000,ol9ptdc7,0.22661548852920532,0.08467532694339752,0.15208186209201813,0.062252555042505264,0.44442152976989746,0.18514959514141083,0.06921519339084625,0.919526219367981,"[0.3256286680698395, 0.09684666991233826, 0.0, 0.0009013069211505353, 0.0]","[0.25667107105255127, 0.05413129925727844, 0.0, 0.0004604051646310836, 0.0]","[0.44525018334388733, 0.45922115445137024, 0.0, 0.021276595070958138, 0.0]","[0.2682371735572815, 0.07581502199172974, -0.0, 0.0015444366727024317, 0.0004793218686245382]","[8274, 1361, 0, 47, 16]",0.2425282895565033,0.21123766899108887,0.16637708246707916,0.15540118515491486,0.4472236633300781,0.4522356688976288,0.17202609777450562,0.8159262537956238,0.000798722030594945,0.00045065346057526767,0.0004096681659575552,0.0002302025823155418,0.01587301678955555,0.010638297535479069,0.0010118792997673154,0.9828892946243286,"[[54169, 4590], [10669, 3684]]","[[60830, 736], [10921, 625]]","[[73112, 0], [0, 0]]","[[70894, 46], [2171, 1]]","[[72827, 16], [269, 0]]"
dinov3_large_mean_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,False,fish-benchmark,4e80i5tj,coralcam,test_frames,1000,lbhv0cfa,0.23230694234371185,0.08760080486536026,0.13625656068325043,0.05475383624434471,0.7872757315635681,0.317579984664917,0.09089510142803192,0.8619597554206848,"[0.3604663908481598, 0.07614968717098236, 0.0, 0.0013879250036552548, 0.0]","[0.23299837112426758, 0.04005345702171326, 0.0, 0.0007173601188696921, 0.0]","[0.7958665490150452, 0.7707567811012268, 0.0, 0.021276595070958138, 0.0]","[0.33546876907348633, 0.11696137487888336, -0.0, 0.0016669725300744176, 0.00037843442987650633]","[8274, 1361, 0, 47, 16]",0.2382386475801468,0.21830803155899048,0.14019687473773956,0.13652591407299042,0.792319655418396,0.783311665058136,0.22621506452560425,0.6661354899406433,0.001215805415995419,0.0006939625018276274,0.0006321112741716206,0.00035868005943484604,0.01587301678955555,0.010638297535479069,0.001022703479975462,0.9887638092041016,"[[43161, 1689], [21677, 6585]]","[[46610, 312], [25141, 1049]]","[[73112, 0], [0, 0]]","[[71672, 46], [1393, 1]]","[[72908, 16], [188, 0]]"
vjepa2_attention_uniform_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,attention,balanced,False,vjepa2,True,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='uniform',True,fish-benchmark,lirub1ix,coralcam,test_sliding_window,1000,cnhnty35,0.24374017119407654,0.08696261793375015,0.1496209353208542,0.057518620043992996,0.6570723056793213,0.2422957718372345,0.06708227843046188,0.8961456418037415,"[0.34598544239997864, 0.06820910423994064, 0.0, 0.020618556067347527, 0.0]","[0.2314077466726303, 0.03657751530408859, 0.0, 0.019607843831181526, 0.0]","[0.6853007078170776, 0.5044390559196472, 0.0, 0.021739130839705467, 0.0]","[0.28626298904418945, 0.04173889383673668, -0.0, 0.0069611952640116215, 0.00044832128332927823]","[8014, 1239, 0, 46, 12]",0.24432328343391418,0.20709727704524994,0.14985300600528717,0.13399262726306915,0.6610828638076782,0.59486985206604,0.16400094330310822,0.7412257790565491,0.015625,0.010309278033673763,0.014285714365541935,0.009803921915590763,0.017241379246115685,0.010869565419852734,0.0037047583609819412,0.9991382956504822,"[[46857, 2522], [18241, 5492]]","[[55411, 614], [16462, 625]]","[[73112, 0], [0, 0]]","[[73016, 45], [50, 1]]","[[73081, 12], [19, 0]]"
vjepa2_attention_focal_loss_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,attention,balanced,False,vjepa2,True,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,ihrk16xa,coralcam,test_sliding_window,1000,nnjabhb4,0.016725901514291763,0.024287402629852295,0.009246354922652245,0.03198791295289993,0.08753275871276855,0.204667329788208,0.029552096500992775,0.7393559813499451,"[0.1169724315404892, 0.00277447490952909, 0.0, 0.0016901068156585097, 0.0]","[0.1434687376022339, 0.015625, 0.0, 0.0008458277443423867, 0.0]","[0.09873728454113007, 0.0015224009985104203, 0.0, 0.9230769276618958, 0.0]","[0.12445935606956482, 0.02218509465456009, -0.0, 0.0011160436552017927, -0.0]","[28510, 4598, 0, 91, 0]",0.10613611340522766,0.05987345427274704,0.14061488211154938,0.07954686880111694,0.08523619920015335,0.05012984201312065,0.07332222163677216,0.9093490839004517,0.0005708305398002267,0.0008450534078292549,0.0002855035709217191,0.00042291387217119336,0.9230769276618958,0.4615384638309479,0.0005580218276008964,0.4390409588813782,"[[216860, 25695], [16806, 2815]]","[[257137, 4591], [441, 7]]","[[262176, 0], [0, 0]]","[[162858, 7], [99227, 84]]","[[67270, 0], [194906, 0]]"
vjepa2_mean_uniform_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,mean,balanced,False,vjepa2,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='uniform',False,fish-benchmark,lbp90388,coralcam,test_sliding_window,1000,u0r08iio,0.2898544371128082,0.14793209731578827,0.18524006009101868,0.10213324427604675,0.6659495830535889,0.3813656270503998,0.15931694209575653,0.9128597378730774,"[0.4529262185096741, 0.09564050287008286, 0.0, 0.1328413337469101, 0.058252427726984024]","[0.343650758266449, 0.051364194601774216, 0.0, 0.0803571417927742, 0.03529411926865578]","[0.6640991568565369, 0.6930835843086243, 0.0, 0.38297873735427856, 0.1666666716337204]","[0.4227011799812317, 0.0864536464214325, -0.0, 0.27600499987602234, 0.011424875818192959]","[8309, 1388, 0, 47, 18]",0.2913472652435303,0.27428334951400757,0.18628183007240295,0.19750747084617615,0.6682479381561279,0.6785913705825806,0.2545773983001709,0.7844197750091553,0.11229946464300156,0.09554687887430191,0.06796116381883621,0.05782563239336014,0.32307693362236023,0.2748227119445801,0.14371493458747864,0.9977295398712158,"[[54264, 2791], [10539, 5518]]","[[53957, 426], [17767, 962]]","[[73112, 0], [0, 0]]","[[72859, 29], [206, 18]]","[[73012, 15], [82, 3]]"
vjepa2_mean_focal_loss_coralcam_sliding_window_w_temp,,40,coralcam,val_mAP,mean,balanced,False,vjepa2,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,False,fish-benchmark,n9b89dj2,coralcam,test_sliding_window,1000,tpgcsxkm,0.26169267296791077,0.13258348405361176,0.15416066348552704,0.08503518253564835,0.8651915788650513,0.41130325198173523,0.16716201603412628,0.8696328997612,"[0.40476056933403015, 0.08233264088630676, 0.0, 0.17582418024539948, 0.0]","[0.26337552070617676, 0.04328186810016632, 0.0, 0.11851851642131805, 0.0]","[0.8738716840744019, 0.8422189950942993, 0.0, 0.3404255211353302, 0.0]","[0.47557005286216736, 0.08466418832540512, -0.0, 0.27264517545700073, 0.0029306800570338964]","[8309, 1388, 0, 47, 18]",0.2623103857040405,0.24354660511016846,0.15445783734321594,0.15332868695259094,0.8693410158157349,0.8580453395843506,0.28011712431907654,0.675737202167511,0.11678832024335861,0.08791209012269974,0.07655502110719681,0.05925925821065903,0.2461538463830948,0.1702127605676651,0.13778792321681976,0.9983450174331665,"[[44495, 1048], [20308, 7261]]","[[45884, 219], [25840, 1169]]","[[73112, 0], [0, 0]]","[[72946, 31], [119, 16]]","[[73020, 18], [74, 0]]"
resnet50_attention_uniform_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,resnet50,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,y2mhwwa2,coralcam,test_frames,1000,0hah3haa,0.4009932279586792,0.11393997073173523,0.2973085045814514,0.08882079273462296,0.6157233119010925,0.16818402707576752,0.09832421690225601,0.9531458616256714,"[0.4294559359550476, 0.14024390280246735, 0.0, 0.0, 0.0]","[0.3112519681453705, 0.1328519880771637, 0.0, 0.0, 0.0]","[0.6924132704734802, 0.14850686490535736, 0.0, 0.0, 0.0]","[0.40398362278938293, 0.08646458387374878, -0.0, 0.0009094137931242585, 0.0002634607080835849]","[8014, 1239, 0, 46, 12]",0.40279632806777954,0.2848499119281769,0.2983916997909546,0.2220519781112671,0.6195828318595886,0.4204600751399994,0.24522410333156586,0.8837400078773499,0.0,0.0,0.0,0.0,0.0,0.0,0.0005864372360520065,0.9991246461868286,"[[52819, 2465], [12279, 5549]]","[[70672, 1055], [1201, 184]]","[[73112, 0], [0, 0]]","[[73004, 46], [62, 0]]","[[73092, 12], [8, 0]]"
resnet50_attention_focal_loss_coralcam_frames_w_temp,,40,coralcam,val_mAP,attention,balanced,False,resnet50,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='focal_loss' focal_loss_gamma=5.0 focal_loss_alpha=0.75,True,fish-benchmark,994lum4t,coralcam,test_frames,1000,wd30fvef,0.3804384469985962,0.11160281300544739,0.2662203907966614,0.08468671888113022,0.6663086414337158,0.18266773223876953,0.09570358693599701,0.9447231888771057,"[0.40151235461235046, 0.15650172531604767, 0.0, 0.0, 0.0]","[0.27431079745292664, 0.14912280440330505, 0.0, 0.0, 0.0]","[0.7486897706985474, 0.1646489053964615, 0.0, 0.0, 0.0]","[0.3854570984840393, 0.09213379770517349, -0.0, 0.000721597287338227, 0.00020543602295219898]","[8014, 1239, 0, 46, 12]",0.3818551003932953,0.27900704741477966,0.2669420540332794,0.21171680092811584,0.670485258102417,0.45666933059692383,0.2387954443693161,0.8626354336738586,0.0,0.0,0.0,0.0,0.0,0.0,0.000463516655145213,0.9991725087165833,"[[49225, 2014], [15873, 6000]]","[[70709, 1035], [1164, 204]]","[[73112, 0], [0, 0]]","[[73006, 46], [60, 0]]","[[73097, 12], [3, 0]]"
