id,model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,batch_size,classifier,label_type,val_subset,train_subset,weight_decay,learning_rate,sliding_style,weight_config,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,precision_per_class,recall_per_class,mAP_per_class,positive_per_class,habitat_f1_micro,habitat_f1_macro,habitat_precision_micro,habitat_precision_macro,habitat_recall_micro,habitat_recall_macro,habitat_mAP,habitat_acc,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,movement_f1_micro,movement_f1_macro,movement_precision_micro,movement_precision_macro,movement_recall_micro,movement_recall_macro,movement_mAP,movement_acc,foraging_f1_micro,foraging_f1_macro,foraging_precision_micro,foraging_precision_macro,foraging_recall_micro,foraging_recall_macro,foraging_mAP,foraging_acc,interactions_f1_micro,interactions_f1_macro,interactions_precision_micro,interactions_precision_macro,interactions_recall_micro,interactions_recall_macro,interactions_mAP,interactions_acc,other_f1_micro,other_f1_macro,other_precision_micro,other_precision_macro,other_recall_micro,other_recall_macro,other_mAP,other_acc,Other behavior,Medium bites,High bites,Traversing/swimming,Departure,Cleaner wrasse,Low bites,Change in Focal Fish,Solo foraging/swimming,Seafloor bites,Aggressive on focal,Social foraging/swimming,Sand rubbing,Not visible,Foraging,Idle,Coral habitat,Rubble habitat,Aggressive by focal,Sand habitat,Other behavior__Coral habitat_habitat,Medium bites__Coral habitat_habitat,High bites__Coral habitat_habitat,Traversing/swimming__Coral habitat_habitat,Departure__Coral habitat_habitat,Cleaner wrasse__Coral habitat_habitat,Low bites__Coral habitat_habitat,Change in Focal Fish__Coral habitat_habitat,Solo foraging/swimming__Coral habitat_habitat,Seafloor bites__Coral habitat_habitat,Aggressive on focal__Coral habitat_habitat,Social foraging/swimming__Coral habitat_habitat,Sand rubbing__Coral habitat_habitat,Not visible__Coral habitat_habitat,Foraging__Coral habitat_habitat,Idle__Coral habitat_habitat,Coral habitat__Coral habitat_habitat,Rubble habitat__Coral habitat_habitat,Aggressive by focal__Coral habitat_habitat,Sand habitat__Coral habitat_habitat,Other behavior__Rubble habitat_habitat,Medium bites__Rubble habitat_habitat,High bites__Rubble habitat_habitat,Traversing/swimming__Rubble habitat_habitat,Departure__Rubble habitat_habitat,Cleaner wrasse__Rubble habitat_habitat,Low bites__Rubble habitat_habitat,Change in Focal Fish__Rubble habitat_habitat,Solo foraging/swimming__Rubble habitat_habitat,Seafloor bites__Rubble habitat_habitat,Aggressive on focal__Rubble habitat_habitat,Social foraging/swimming__Rubble habitat_habitat,Sand rubbing__Rubble habitat_habitat,Not visible__Rubble habitat_habitat,Foraging__Rubble habitat_habitat,Idle__Rubble habitat_habitat,Coral habitat__Rubble habitat_habitat,Rubble habitat__Rubble habitat_habitat,Aggressive by focal__Rubble habitat_habitat,Sand habitat__Rubble habitat_habitat,Other behavior__Sand habitat_habitat,Medium bites__Sand habitat_habitat,High bites__Sand habitat_habitat,Traversing/swimming__Sand habitat_habitat,Departure__Sand habitat_habitat,Cleaner wrasse__Sand habitat_habitat,Low bites__Sand habitat_habitat,Change in Focal Fish__Sand habitat_habitat,Solo foraging/swimming__Sand habitat_habitat,Seafloor bites__Sand habitat_habitat,Aggressive on focal__Sand habitat_habitat,Social foraging/swimming__Sand habitat_habitat,Sand rubbing__Sand habitat_habitat,Not visible__Sand habitat_habitat,Foraging__Sand habitat_habitat,Idle__Sand habitat_habitat,Coral habitat__Sand habitat_habitat,Rubble habitat__Sand habitat_habitat,Aggressive by focal__Sand habitat_habitat,Sand habitat__Sand habitat_habitat
videomae_balanced_focal_fishfollow_sliding_window_w_stride,,40,fishfollow,val_mAP,mean,balanced,False,videomae,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_stride,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,oyiv1z0a,fishfollow,test_sliding_window,1000,9aj1kblg,0.5529834628105164,0.16237249970436096,0.5426442623138428,0.19212286174297333,0.5637243390083313,0.1892981082201004,0.18737170100212097,0.8844231963157654,"[0.0, 0.0, 0.0, 0.32609644532203674, 0.0, 0.0, 0.0, 0.0, 0.7607706189155579, 0.014451260678470135, 0.0, 0.029265424236655235, 0.0, 0.11712685227394104, 0.6709808707237244, 0.0, 0.5003671050071716, 0.5282043814659119, 0.0, 0.30018725991249084]","[0.0, 0.0, 0.0, 0.4341668486595154, 0.0, 0.0, 0.0, 0.0, 0.6387210488319397, 0.04985889047384262, 0.0, 0.09289821237325668, 0.0, 0.7436026930809021, 0.5815383195877075, 0.0, 0.3615867495536804, 0.7202234864234924, 0.0, 0.21986110508441925]","[0.0, 0.0, 0.0, 0.26110389828681946, 0.0, 0.0, 0.0, 0.0, 0.9404819011688232, 0.008450254797935486, 0.0, 0.017368480563163757, 0.0, 0.06356996297836304, 0.7929373383522034, 0.0, 0.8120326995849609, 0.4170219898223877, 0.0, 0.47299620509147644]","[5.7283621572423726e-05, 0.0021090880036354065, 9.585259977029637e-05, 0.3771296739578247, 0.00010998361540259793, 0.0517575703561306, 0.008647169917821884, 1.7095295334002003e-05, 0.6494571566581726, 0.03123023360967636, 0.00020405033137649298, 0.12311313301324844, 2.9548727979999967e-05, 0.3755449056625366, 0.6968055963516235, 0.030041562393307686, 0.5037059187889099, 0.711380124092102, 1.9976048861281015e-05, 0.1859782338142395]","[18, 588, 51, 120228, 51, 16671, 2988, 6, 332739, 6272, 51, 71624, 21, 138965, 256618, 4180, 91484, 286829, 12, 26774]",0.49523383378982544,0.44291961193084717,0.4813610911369324,0.4338904619216919,0.5099299550056458,0.5673502683639526,0.4670213758945465,0.7375020384788513,0.0020614145323634148,0.0036128151696175337,0.0012764317216351628,0.012464722618460655,0.005354076158255339,0.0021125636994838715,0.01052058581262827,0.9760081768035889,0.3253900110721588,0.16304822266101837,0.43197423219680786,0.2170834243297577,0.26099318265914917,0.13055194914340973,0.18861982226371765,0.8782844543457031,0.6837351322174072,0.4870056211948395,0.606704592704773,0.4377191960811615,0.783170759677887,0.583595871925354,0.48979195952415466,0.7014647126197815,0.10546674579381943,0.03904228284955025,0.7436026930809021,0.24786756932735443,0.05675845965743065,0.021189987659454346,0.1424398571252823,0.9065830707550049,0.0,0.0,0.0,0.0,0.0,0.0,0.006070484407246113,0.9982424378395081,"[[534696, 18], [0, 0]]","[[533974, 588], [152, 0]]","[[494697, 51], [39966, 0]]","[[373574, 88836], [40912, 31392]]","[[534296, 51], [367, 0]]","[[518043, 16671], [0, 0]]","[[531385, 2988], [341, 0]]","[[534708, 6], [0, 0]]","[[24970, 19804], [177005, 312935]]","[[527432, 6219], [1010, 53]]","[[534512, 51], [151, 0]]","[[450943, 70380], [12147, 1244]]","[[534503, 21], [190, 0]]","[[392703, 130131], [3046, 8834]]","[[131675, 53136], [146421, 203482]]","[[530467, 4180], [67, 0]]","[[312068, 17196], [131162, 74288]]","[[201420, 167215], [46465, 119614]]","[[534693, 12], [9, 0]]","[[463004, 14110], [44936, 12664]]","[[91472, 12], [0, 0]]","[[90867, 525], [92, 0]]","[[74176, 51], [17257, 0]]","[[59507, 25575], [1998, 4404]]","[[91342, 39], [103, 0]]","[[90394, 1090], [0, 0]]","[[90506, 978], [0, 0]]","[[91478, 6], [0, 0]]","[[1916, 9585], [8782, 71201]]","[[91217, 267], [0, 0]]","[[91407, 45], [32, 0]]","[[73841, 9798], [6819, 1026]]","[[91475, 9], [0, 0]]","[[87792, 612], [3045, 35]]","[[12172, 19469], [22286, 37557]]","[[87991, 3493], [0, 0]]","[[0, 17196], [0, 74288]]","[[80008, 61], [11352, 63]]","[[91473, 6], [5, 0]]","[[82606, 48], [8827, 3]]","[[286823, 6], [0, 0]]","[[286732, 63], [34, 0]]","[[278130, 0], [8699, 0]]","[[193027, 55842], [14780, 23180]]","[[286799, 9], [21, 0]]","[[271248, 15581], [0, 0]]","[[284635, 1893], [301, 0]]","[[286829, 0], [0, 0]]","[[2205, 9724], [58614, 216286]]","[[280314, 5617], [845, 53]]","[[286826, 3], [0, 0]]","[[225985, 58377], [2249, 218]]","[[286661, 12], [156, 0]]","[[278615, 7293], [1, 920]]","[[53370, 27473], [49063, 156923]]","[[286142, 687], [0, 0]]","[[226797, 74], [59908, 50]]","[[0, 167215], [0, 119614]]","[[286823, 6], [0, 0]]","[[263603, 48], [23110, 68]]","[[26774, 0], [0, 0]]","[[26774, 0], [0, 0]]","[[22847, 0], [3927, 0]]","[[12911, 7376], [2635, 3852]]","[[26768, 6], [0, 0]]","[[26774, 0], [0, 0]]","[[26624, 110], [40, 0]]","[[26774, 0], [0, 0]]","[[44, 515], [1436, 24779]]","[[26453, 321], [0, 0]]","[[26771, 3], [0, 0]]","[[25132, 1513], [129, 0]]","[[26774, 0], [0, 0]]","[[26367, 406], [0, 1]]","[[6786, 6228], [4682, 9078]]","[[26774, 0], [0, 0]]","[[14809, 32], [11914, 19]]","[[23128, 96], [3530, 20]]","[[26774, 0], [0, 0]]","[[0, 14110], [0, 12664]]"
videomae_balanced_focal_2_fishfollow_sliding_window_w_stride,,40,fishfollow,val_mAP,mean,balanced,False,videomae,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_stride,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",fish-benchmark,lxd38424,fishfollow,test_sliding_window,1000,aw6t0ed2,0.5419231653213501,0.19359269738197327,0.4262872040271759,0.1681971400976181,0.7436471581459045,0.30471664667129517,0.18423059582710266,0.8405736684799194,"[0.0, 0.008728542365133762, 0.00016069291450548917, 0.4625260829925537, 0.0, 0.017736509442329407, 0.01595640555024147, 0.0, 0.7723277807235718, 0.06324014812707901, 0.001560468110255897, 0.15334056317806244, 0.0, 0.24828951060771942, 0.6869233250617981, 0.01742841862142086, 0.4182015359401703, 0.7399564385414124, 0.0, 0.2654775083065033]","[0.0, 0.0044923629611730576, 8.037938823690638e-05, 0.3994640111923218, 0.0, 0.016528496518731117, 0.008325799368321896, 0.0, 0.6333866119384766, 0.03546566888689995, 0.0007907222025096416, 0.1133052259683609, 0.0, 0.43136730790138245, 0.5324766635894775, 0.03395703434944153, 0.2705039978027344, 0.7099597454071045, 0.0, 0.17383863031864166]","[0.0, 0.15306122601032257, 0.19607843458652496, 0.5492314696311951, 0.0, 0.019135024398565292, 0.19109772145748138, 0.0, 0.9893550276756287, 0.29161351919174194, 0.05882352963089943, 0.23712721467018127, 0.0, 0.17431007325649261, 0.9675704836845398, 0.011722488328814507, 0.9211665391921997, 0.7725996971130371, 0.0, 0.5614402294158936]","[3.693682447192259e-05, 0.0023482278920710087, 9.290566958952695e-05, 0.3769806921482086, 0.00012014868843834847, 0.04641583561897278, 0.008270263671875, 1.9360311853233725e-05, 0.6287403106689453, 0.030706249177455902, 0.0002491676714271307, 0.1217297613620758, 3.146181188640185e-05, 0.37110793590545654, 0.6944984793663025, 0.016559140756726265, 0.5070225596427917, 0.7191457748413086, 1.9108181732008234e-05, 0.16051751375198364]","[18, 588, 51, 120228, 51, 16671, 2988, 6, 332739, 6272, 51, 71624, 21, 138965, 256618, 4180, 91484, 286829, 12, 26774]",0.57550048828125,0.4745451807975769,0.4518914520740509,0.38476747274398804,0.7921952605247498,0.7517354488372803,0.4622286260128021,0.704879641532898,0.018215201795101166,0.022021446377038956,0.009448330849409103,0.01209105271846056,0.25255075097084045,0.20796272158622742,0.010354411788284779,0.8739999532699585,0.4503437280654907,0.23126304149627686,0.381744384765625,0.1997320055961609,0.5489985942840576,0.27461573481559753,0.1885504275560379,0.8492745757102966,0.6616614460945129,0.5375305414199829,0.5233343839645386,0.42638951539993286,0.899385929107666,0.7313508987426758,0.48165616393089294,0.621001124382019,0.21239657700061798,0.08867534250020981,0.3252577781677246,0.14929859340190887,0.1576823741197586,0.0644816979765892,0.13918104767799377,0.8865362405776978,0.009477809071540833,0.0037977774627506733,0.007771633565425873,0.0069495514035224915,0.012143857777118683,0.014109203591942787,0.003379163099452853,0.9959346652030945,"[[534696, 18], [0, 0]]","[[514182, 498], [19944, 90]]","[[410263, 41], [124400, 10]]","[[315215, 54195], [99271, 66033]]","[[526990, 51], [7673, 0]]","[[499062, 16352], [18981, 319]]","[[463715, 2417], [68011, 571]]","[[534708, 6], [0, 0]]","[[11431, 3542], [190544, 329197]]","[[478700, 4443], [49742, 1829]]","[[530872, 48], [3791, 3]]","[[330178, 54639], [132912, 16985]]","[[533894, 21], [799, 0]]","[[363818, 114742], [31931, 24223]]","[[60088, 8322], [218008, 248296]]","[[529140, 4131], [1394, 49]]","[[215965, 7212], [227265, 84272]]","[[157353, 65225], [90532, 221604]]","[[534047, 12], [655, 0]]","[[436501, 11742], [71439, 15032]]","[[91472, 12], [0, 0]]","[[81020, 435], [9939, 90]]","[[55198, 41], [36235, 10]]","[[53505, 19634], [8000, 10345]]","[[90325, 39], [1120, 0]]","[[88016, 860], [2378, 230]]","[[85600, 900], [4906, 78]]","[[91478, 6], [0, 0]]","[[513, 1834], [10185, 78952]]","[[88316, 251], [2901, 16]]","[[90123, 42], [1316, 3]]","[[44610, 6967], [36050, 3857]]","[[91473, 9], [2, 0]]","[[74149, 473], [16688, 174]]","[[4975, 3662], [29483, 53364]]","[[87515, 3444], [476, 49]]","[[0, 7212], [0, 84272]]","[[72061, 37], [19299, 87]]","[[91183, 6], [295, 0]]","[[72534, 38], [18899, 13]]","[[286823, 6], [0, 0]]","[[283103, 63], [3663, 0]]","[[240886, 0], [45943, 0]]","[[166639, 28839], [41168, 50183]]","[[284110, 9], [2710, 0]]","[[258721, 15492], [12527, 89]]","[[228118, 1424], [56818, 469]]","[[286829, 0], [0, 0]]","[[1019, 1616], [59800, 224394]]","[[240328, 3857], [40831, 1813]]","[[285626, 3], [1200, 0]]","[[169213, 45822], [59021, 12773]]","[[286051, 12], [766, 0]]","[[266532, 6062], [12084, 2151]]","[[22860, 3512], [79573, 180884]]","[[285867, 687], [275, 0]]","[[158357, 51], [128348, 73]]","[[0, 65225], [0, 221604]]","[[286732, 6], [91, 0]]","[[252895, 50], [33818, 66]]","[[26774, 0], [0, 0]]","[[26003, 0], [771, 0]]","[[14781, 0], [11993, 0]]","[[10382, 5786], [5164, 5442]]","[[26768, 6], [0, 0]]","[[26735, 0], [39, 0]]","[[23774, 86], [2890, 24]]","[[26774, 0], [0, 0]]","[[0, 93], [1480, 25201]]","[[26397, 321], [56, 0]]","[[26771, 3], [0, 0]]","[[16735, 1431], [8526, 82]]","[[26774, 0], [0, 0]]","[[23198, 403], [3169, 4]]","[[3743, 1145], [7725, 14161]]","[[26774, 0], [0, 0]]","[[12197, 12], [14526, 39]]","[[19053, 58], [7605, 58]]","[[26715, 0], [59, 0]]","[[0, 11742], [0, 15032]]"
videomae_random_focal_fishfollow_sliding_window_w_stride,,100,fishfollow,val_mAP,mean,random,False,videomae,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_stride,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,ocyyies4,fishfollow,test_sliding_window,1000,f6rhks2u,0.5852259993553162,0.16233207285404205,0.5965968370437622,0.19702480733394623,0.5742805004119873,0.1727926880121231,0.1958031952381134,0.8967703580856323,"[0.0, 0.0, 0.0, 0.41211700439453125, 0.0, 0.0, 0.0, 0.0, 0.7461018562316895, 0.0, 0.0, 0.00040736308437772095, 0.0, 0.2168378084897995, 0.6793389320373535, 0.0, 0.4955415725708008, 0.6160115599632263, 0.0, 0.08028551936149597]","[0.0, 0.0, 0.0, 0.5343474745750427, 0.0, 0.0, 0.0, 0.0, 0.6424780488014221, 0.0, 0.0, 0.0023088022135198116, 0.0, 0.6241101026535034, 0.5989564657211304, 0.0, 0.3748696446418762, 0.7170917987823486, 0.0, 0.4463340938091278]","[0.0, 0.0, 0.0, 0.33539608120918274, 0.0, 0.0, 0.0, 0.0, 0.8895801305770874, 0.0, 0.0, 0.00022338880808092654, 0.0, 0.13121289014816284, 0.7846409678459167, 0.0, 0.7307835221290588, 0.5399070382118225, 0.0, 0.04410995915532112]","[4.688715853262693e-05, 0.001358567737042904, 0.0003068188962060958, 0.4609493017196655, 8.703391358722001e-05, 0.06217334046959877, 0.007782157510519028, 3.542055856087245e-05, 0.6157980561256409, 0.03131161630153656, 7.087924313964322e-05, 0.11983294785022736, 4.6070210373727605e-05, 0.42236366868019104, 0.6985589265823364, 0.11066973209381104, 0.5041067004203796, 0.7094879150390625, 2.165951082133688e-05, 0.17105624079704285]","[18, 588, 51, 120228, 51, 16671, 2988, 6, 332739, 6272, 51, 71624, 21, 138965, 256618, 4180, 91484, 286829, 12, 26774]",0.555830717086792,0.3972795307636261,0.5615311861038208,0.5127651691436768,0.5502447485923767,0.4382668733596802,0.4615503251552582,0.7779261469841003,0.0,0.0,0.0,0.0,0.0,0.0,0.010189790278673172,0.9953718185424805,0.4120096266269684,0.20605850219726562,0.5343474745750427,0.26717373728752136,0.33525386452674866,0.16769804060459137,0.2305181622505188,0.8923770189285278,0.6790934205055237,0.4752827286720276,0.6187573075294495,0.4145811200141907,0.752467930316925,0.5581481456756592,0.47806331515312195,0.7069692015647888,0.19727574288845062,0.07227926701307297,0.6241101026535034,0.20803670585155487,0.11715346574783325,0.04373763129115105,0.16152414679527283,0.9074957370758057,0.0,0.0,0.0,0.0,0.0,0.0,0.02217104658484459,0.9983984231948853,"[[534696, 18], [0, 0]]","[[534126, 588], [0, 0]]","[[534663, 51], [0, 0]]","[[379346, 79904], [35140, 40324]]","[[534663, 51], [0, 0]]","[[518043, 16671], [0, 0]]","[[531726, 2988], [0, 0]]","[[534708, 6], [0, 0]]","[[37260, 36741], [164715, 295998]]","[[528442, 6272], [0, 0]]","[[534663, 51], [0, 0]]","[[456176, 71608], [6914, 16]]","[[534693, 21], [0, 0]]","[[384767, 120731], [10982, 18234]]","[[143276, 55265], [134820, 201353]]","[[530534, 4180], [0, 0]]","[[331743, 24629], [111487, 66855]]","[[186789, 131968], [61096, 154861]]","[[534702, 12], [0, 0]]","[[506475, 25593], [1465, 1181]]","[[91472, 12], [0, 0]]","[[90959, 525], [0, 0]]","[[91433, 51], [0, 0]]","[[60385, 25825], [1120, 4154]]","[[91445, 39], [0, 0]]","[[90394, 1090], [0, 0]]","[[90506, 978], [0, 0]]","[[91478, 6], [0, 0]]","[[3786, 22906], [6912, 57880]]","[[91217, 267], [0, 0]]","[[91439, 45], [0, 0]]","[[75581, 10822], [5079, 2]]","[[91475, 9], [0, 0]]","[[80109, 525], [10728, 122]]","[[15042, 21382], [19416, 35644]]","[[87991, 3493], [0, 0]]","[[0, 24629], [0, 66855]]","[[79534, 64], [11826, 60]]","[[91478, 6], [0, 0]]","[[90932, 51], [501, 0]]","[[286823, 6], [0, 0]]","[[286766, 63], [0, 0]]","[[286829, 0], [0, 0]]","[[194301, 46411], [13506, 32611]]","[[286820, 9], [0, 0]]","[[271248, 15581], [0, 0]]","[[284936, 1893], [0, 0]]","[[286829, 0], [0, 0]]","[[4475, 8178], [56344, 217832]]","[[281159, 5670], [0, 0]]","[[286826, 3], [0, 0]]","[[228025, 58581], [209, 14]]","[[286817, 12], [0, 0]]","[[278511, 7016], [105, 1197]]","[[52648, 27147], [49785, 157249]]","[[286142, 687], [0, 0]]","[[238137, 79], [48568, 45]]","[[0, 131968], [0, 154861]]","[[286823, 6], [0, 0]]","[[286211, 114], [502, 2]]","[[26774, 0], [0, 0]]","[[26774, 0], [0, 0]]","[[26774, 0], [0, 0]]","[[14700, 7705], [846, 3523]]","[[26768, 6], [0, 0]]","[[26774, 0], [0, 0]]","[[26664, 110], [0, 0]]","[[26774, 0], [0, 0]]","[[265, 5700], [1215, 19594]]","[[26453, 321], [0, 0]]","[[26771, 3], [0, 0]]","[[24194, 1513], [1067, 0]]","[[26774, 0], [0, 0]]","[[26217, 402], [150, 5]]","[[7830, 6761], [3638, 8545]]","[[26774, 0], [0, 0]]","[[14521, 32], [12202, 19]]","[[21743, 81], [4915, 35]]","[[26774, 0], [0, 0]]","[[0, 25593], [0, 1181]]"
videomae_random_inverse_fishfollow_sliding_window_w_stride,,100,fishfollow,val_mAP,mean,random,False,videomae,False,adam,32,mlp,onehot,,,0.001,5e-05,sliding_window_w_stride,{'weight_method': 'inverse'},fish-benchmark,glxt9eod,fishfollow,test_sliding_window,1000,2c7xm3xx,0.2797450125217438,0.19781549274921417,0.1648135781288147,0.14630119502544403,0.9242941737174988,0.7724671363830566,0.18717195093631744,0.3964312672615051,"[0.0, 0.00220626313239336, 0.0002053470816463232, 0.45800891518592834, 0.00019365789194125682, 0.06357906013727188, 0.011236821301281452, 0.0, 0.7768827676773071, 0.023818664252758026, 0.00019240744586568326, 0.23849883675575256, 0.0, 0.3973291218280792, 0.6752912402153015, 0.03710789233446121, 0.31714197993278503, 0.7639701962471008, 2.8813668905058876e-05, 0.190618097782135]","[0.0, 0.0011043497361242771, 0.00010268408368574455, 0.3121972680091858, 9.683832467999309e-05, 0.032840974628925323, 0.005650155711919069, 0.0, 0.6357508301734924, 0.01205301284790039, 9.621297795092687e-05, 0.13543345034122467, 0.0, 0.26366233825683594, 0.5191681385040283, 0.019138071686029434, 0.18929576873779297, 0.6927303075790405, 1.4407250091608148e-05, 0.10668878257274628]","[0.0, 1.0, 1.0, 0.8593838214874268, 1.0, 0.9929218292236328, 1.0, 0.0, 0.9985544085502625, 0.999043345451355, 1.0, 0.9979196786880493, 0.0, 0.8058791756629944, 0.9656922221183777, 0.6078947186470032, 0.9769577383995056, 0.8515422344207764, 0.5, 0.8935534358024597]","[5.2167324611218646e-05, 0.0021871631033718586, 0.00013926207611802965, 0.44078707695007324, 0.0001480744540458545, 0.07681135088205338, 0.007914397865533829, 2.872514414775651e-05, 0.612611711025238, 0.0280861034989357, 0.00014502648264169693, 0.1220598965883255, 3.116542211500928e-05, 0.3977496027946472, 0.6864880323410034, 0.04179752245545387, 0.4854068160057068, 0.6991996765136719, 1.8083463146467693e-05, 0.14177685976028442]","[18, 588, 51, 120228, 51, 16671, 2988, 6, 332739, 6272, 51, 71624, 21, 138965, 256618, 4180, 91484, 286829, 12, 26774]",0.49178990721702576,0.42391008138656616,0.3408530354499817,0.3295716345310211,0.8826425075531006,0.9073511362075806,0.4421277940273285,0.5393362641334534,0.00947735644876957,0.009366774000227451,0.004761253949254751,0.004727550782263279,0.999393880367279,0.9997608661651611,0.009581731632351875,0.03316212072968483,0.21142245829105377,0.2291012853384018,0.12053726613521576,0.1561470478773117,0.8594434857368469,0.9296919107437134,0.22046758234500885,0.27892762422561646,0.5953781604766846,0.5635576248168945,0.4264882802963257,0.43011748790740967,0.9857272505760193,0.9873887300491333,0.47371986508369446,0.4479360282421112,0.23707029223442078,0.15363606810569763,0.1383989155292511,0.09883443266153336,0.8258824944496155,0.5996003150939941,0.1581965535879135,0.4842495322227478,0.004444934893399477,0.007465822622179985,0.0022306384053081274,0.0038497382774949074,0.606725811958313,0.42157894372940063,0.00840879324823618,0.5647112131118774,"[[534696, 18], [0, 0]]","[[2274, 0], [531852, 588]]","[[38045, 0], [496618, 51]]","[[186857, 16906], [227629, 103322]]","[[8063, 0], [526600, 51]]","[[30561, 118], [487482, 16553]]","[[5879, 0], [525847, 2988]]","[[534708, 6], [0, 0]]","[[11610, 481], [190365, 332258]]","[[14838, 6], [513604, 6266]]","[[4640, 0], [530023, 51]]","[[6815, 149], [456275, 71475]]","[[449307, 21], [85386, 0]]","[[82994, 26976], [312755, 111989]]","[[48581, 8804], [229515, 247814]]","[[400303, 1639], [130231, 2541]]","[[60456, 2108], [382774, 89376]]","[[139546, 42582], [108339, 244247]]","[[118251, 6], [416451, 6]]","[[307623, 2850], [200317, 23924]]","[[91472, 12], [0, 0]]","[[0, 0], [90959, 525]]","[[1795, 0], [89638, 51]]","[[31032, 7655], [30473, 22324]]","[[39, 0], [91406, 39]]","[[1952, 42], [88442, 1048]]","[[1, 0], [90505, 978]]","[[91478, 6], [0, 0]]","[[1, 440], [10697, 80346]]","[[237, 0], [90980, 267]]","[[10, 0], [91429, 45]]","[[134, 1], [80526, 10823]]","[[78806, 9], [12669, 0]]","[[8557, 33], [82280, 614]]","[[1402, 1488], [33056, 55538]]","[[55886, 952], [32105, 2541]]","[[0, 2108], [0, 89376]]","[[65456, 20], [25904, 104]]","[[3142, 0], [88336, 6]]","[[41567, 27], [49866, 24]]","[[286823, 6], [0, 0]]","[[246, 0], [286520, 63]]","[[19738, 0], [267091, 0]]","[[113540, 7832], [94267, 71190]]","[[2069, 0], [284751, 9]]","[[9419, 76], [261829, 15505]]","[[1853, 0], [283083, 1893]]","[[286829, 0], [0, 0]]","[[1313, 18], [59506, 225992]]","[[5067, 6], [276092, 5664]]","[[459, 0], [286367, 3]]","[[935, 148], [227299, 58447]]","[[242237, 12], [44580, 0]]","[[74355, 905], [204261, 7308]]","[[19944, 5320], [82489, 179076]]","[[221621, 687], [64521, 0]]","[[43207, 27], [243498, 97]]","[[0, 42582], [0, 244247]]","[[78576, 6], [208247, 0]]","[[184431, 9], [102282, 107]]","[[26774, 0], [0, 0]]","[[0, 0], [26774, 0]]","[[647, 0], [26127, 0]]","[[6365, 1436], [9181, 9792]]","[[281, 0], [26487, 6]]","[[2254, 0], [24520, 0]]","[[0, 0], [26664, 110]]","[[26774, 0], [0, 0]]","[[0, 24], [1480, 25270]]","[[1696, 0], [24757, 321]]","[[148, 0], [26623, 3]]","[[159, 0], [25102, 1513]]","[[24869, 0], [1905, 0]]","[[92, 0], [26275, 407]]","[[4230, 1991], [7238, 13315]]","[[25926, 0], [848, 0]]","[[5916, 0], [20807, 51]]","[[15409, 25], [11249, 91]]","[[8870, 0], [17904, 0]]","[[0, 2850], [0, 23924]]"
