backbone,sliding_style,sampler,mAP,f1_macro,precision_macro,recall_macro,movement_f1_macro,movement_mAP,movement_precision_macro,movement_recall_macro,biting_f1_macro,biting_mAP,biting_precision_macro,biting_recall_macro,foraging_f1_macro,foraging_mAP,foraging_precision_macro,foraging_recall_macro,interactions_f1_macro,interactions_mAP,interactions_precision_macro,interactions_recall_macro,habitat_f1_macro,habitat_mAP,habitat_precision_macro,habitat_recall_macro,other_f1_macro,other_mAP,other_precision_macro,other_recall_macro
dino,frames,balanced,0.2013655006885528,0.1620960831642151,0.2153686583042144,0.1649452149868011,0.1314295381307602,0.1548238843679428,0.1585953384637832,0.1122092232108116,0.0004450921260286,0.0466919727623462,0.0166900381445884,0.0002288483519805,0.469224750995636,0.5314052104949951,0.549704909324646,0.4493682384490967,0.0380607284605503,0.1335131973028183,0.2745703458786011,0.0204475782811641,0.4851419031620025,0.4912076890468597,0.4835322499275207,0.5547076463699341,0.0,0.0125031489878892,0.0,0.0
dino_large,frames,balanced,0.2009427845478058,0.1805045753717422,0.2139756083488464,0.1867164820432663,0.2151598036289215,0.2423556298017501,0.2659264802932739,0.1822031438350677,0.0020254948176443,0.0434002205729484,0.0327098332345485,0.0010526929982006,0.5372654795646667,0.5294532179832458,0.5186547636985779,0.5619065761566162,0.0462221391499042,0.1451848894357681,0.2461392432451248,0.0255059320479631,0.4723825752735138,0.437077134847641,0.4400762319564819,0.5261584520339966,0.0008119080448523,0.0050795734860002,0.0004418262396939,0.0049999998882412
dino,frames_w_temp,balanced,0.1984792649745941,0.1730818748474121,0.2085203230381012,0.172088623046875,0.184282973408699,0.1771460175514221,0.1885244250297546,0.1802281737327575,0.0057639512233436,0.0449369885027408,0.0549781024456024,0.0030419845134019,0.4710493385791778,0.5272655487060547,0.5275527834892273,0.4376224279403686,0.0665597543120384,0.1426276713609695,0.1933722198009491,0.0402106866240501,0.4857295155525207,0.4693500101566314,0.47022345662117,0.5452163219451904,0.0,0.0035631605423986,0.0,0.0
dino_large,frames_w_temp,balanced,0.1996265947818756,0.1613051742315292,0.2244571596384048,0.1682476848363876,0.1824031472206115,0.2459060102701187,0.2931507527828216,0.1323888003826141,0.0,0.0446522124111652,0.0,0.0,0.4974861741065979,0.5263585448265076,0.5483529567718506,0.491104245185852,0.0314938239753246,0.1366321891546249,0.3317683935165405,0.0165315587073564,0.4247857630252838,0.4313430786132812,0.4208259284496307,0.5257562398910522,0.0,0.0078219566494226,0.0,0.0
videomae,sliding_window,balanced,0.196634903550148,0.1467732191085815,0.2000012248754501,0.1684363782405853,0.1737692505121231,0.1964630633592605,0.2318903803825378,0.1389442086219787,4.792944673681632e-05,0.0478061400353908,0.0277777779847383,2.3985416191862896e-05,0.4859929084777832,0.4973063170909881,0.4532458782196045,0.578582227230072,0.0297334138303995,0.1456895768642425,0.2972743511199951,0.0156493317335844,0.346851646900177,0.4513973891735077,0.391190618276596,0.4360162615776062,0.0,0.0130735980346798,0.0,0.0
videomae,sliding_window_w_stride,balanced,0.1956172287464141,0.1590353399515152,0.2013944685459137,0.1826537549495697,0.1567406356334686,0.193312332034111,0.2278821021318435,0.119450069963932,0.0024568871594965,0.0514793619513511,0.0575513206422328,0.0012552367988973,0.4869177937507629,0.487696886062622,0.4326608777046203,0.5898804068565369,0.0369399711489677,0.14463971555233,0.2582447826862335,0.0198927391320467,0.4286082088947296,0.4596416652202606,0.4230676591396332,0.5266114473342896,0.0,0.0087735010311007,0.0,0.0
videomae,sliding_window_w_temp,balanced,0.2044430673122406,0.1689356416463852,0.2301371395587921,0.1892577856779098,0.2226066589355468,0.2054277807474136,0.2152131199836731,0.2305262684822082,0.0011136211687698,0.0552019476890563,0.109375,0.0005596597329713,0.4638365507125854,0.5060967206954956,0.4979874491691589,0.501986026763916,0.0425722151994705,0.1493859440088272,0.2751964032649994,0.023070590570569,0.4699395298957824,0.4810548722743988,0.4717551469802856,0.5822316408157349,0.0,0.0095171611756086,0.0,0.0
