backbone,sliding_style,sampler,mAP,f1_macro,acc,movement_f1_macro,movement_mAP,movement_precision_macro,movement_recall_macro,biting_f1_macro,biting_mAP,biting_precision_macro,biting_recall_macro,foraging_f1_macro,foraging_mAP,foraging_precision_macro,foraging_recall_macro,interactions_f1_macro,interactions_mAP,interactions_precision_macro,interactions_recall_macro,habitat_f1_macro,habitat_mAP,habitat_precision_macro,habitat_recall_macro,other_f1_macro,other_mAP,other_precision_macro,other_recall_macro
dino,frames,balanced,0.1907940208911895,0.1617129892110824,0.8933939933776855,0.13161101937294,0.152357205748558,0.1566516607999801,0.113472543656826,0.0003274394257459,0.0031143228989094,0.0004621072148438,0.0002535496896598,0.4676016569137573,0.5262420773506165,0.5432651042938232,0.4504681229591369,0.0389093123376369,0.1317851990461349,0.2744674384593963,0.0209388304501771,0.4833983480930328,0.4878560602664947,0.479472815990448,0.5569415092468262,0.0,0.0122117232531309,0.0,0.0
dino_large,frames,balanced,0.1905962228775024,0.179392009973526,0.8966183662414551,0.2150133699178695,0.2389501929283142,0.2624225616455078,0.1821129024028778,0.0012701100204139,0.0029450049623847,0.0016429353272542,0.0010351967066526,0.5341033935546875,0.5234573483467102,0.5114750266075134,0.5631891489028931,0.0470586754381656,0.1433230191469192,0.2451249808073043,0.0260277166962623,0.4697489142417907,0.4329967796802521,0.4349845945835113,0.5281401872634888,0.0,0.0045825513079762,0.0,0.0
dino,frames_w_temp,balanced,0.1881998926401138,0.1723471283912658,0.8910579085350037,0.1839295327663421,0.1745869815349578,0.185926005244255,0.1819754689931869,0.0040093171410262,0.0030420538969337,0.0044370354153215,0.0036620716564357,0.4696521759033203,0.5221112370491028,0.5218661427497864,0.4389362335205078,0.0671231001615524,0.1405164003372192,0.1911662518978119,0.0407210364937782,0.4842400848865509,0.4662948846817016,0.466347724199295,0.5477569103240967,0.0,0.0031775806564837,0.0,0.0
dino_large,frames_w_temp,balanced,0.1889985501766204,0.1606657356023788,0.891615092754364,0.1831606477499008,0.2422224134206771,0.2896129190921783,0.1339317113161087,0.0,0.003013749839738,0.0,0.0,0.4950378537178039,0.5202016234397888,0.5406956076622009,0.4920463562011719,0.032233327627182,0.134980022907257,0.3317683935165405,0.0169395543634891,0.4217267036437988,0.4269417524337768,0.4158584773540497,0.5278938412666321,0.0,0.0074202241376042,0.0,0.0
videomae,sliding_window,balanced,0.1857258826494217,0.1461440771818161,0.8848028182983398,0.1733821630477905,0.1925016641616821,0.2279469817876815,0.1398948282003402,0.0,0.0032104006968438,0.0,0.0,0.4832743406295776,0.4924527108669281,0.4485350847244262,0.5796502232551575,0.0303082298487424,0.1437003910541534,0.2960232198238373,0.0159717444330453,0.345123142004013,0.4479109048843384,0.3876442313194275,0.4369248151779175,0.0,0.0128961354494094,0.0,0.0
videomae,sliding_window_w_stride,balanced,0.1839781403541565,0.1581036746501922,0.8866782188415527,0.1562285870313644,0.1892387717962265,0.2236080020666122,0.1200531646609306,0.0016227911692112,0.0034577948972582,0.0032991203479468,0.0010760402074083,0.4838551878929138,0.4826676547527313,0.4277688562870025,0.5906705856323242,0.037565104663372,0.1425449401140213,0.2566874325275421,0.020265432074666,0.4262881875038147,0.4562630653381347,0.4189885854721069,0.5277976989746094,0.0,0.0085654370486736,0.0,0.0
videomae,sliding_window_w_temp,balanced,0.1922332793474197,0.1683662086725235,0.8940552473068237,0.2214785665273666,0.2018114477396011,0.2116738557815551,0.2322357147932052,0.0013327409978955,0.0037245501298457,0.009375000372529,0.0007173601188696,0.461973488330841,0.501353919506073,0.4935114979743957,0.5033642053604126,0.0432737208902835,0.1476565599441528,0.2734567821025848,0.0234959442168474,0.4677648246288299,0.4778725206851959,0.4675895571708679,0.5842176675796509,0.0,0.0090991286560893,0.0,0.0
