model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,aggregator,batch_size,classifier,weight_decay,learning_rate,sliding_style,weight_config,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,precision_per_class,recall_per_class,mAP_per_class,positive_per_class,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,aggression_f1_micro,aggression_f1_macro,aggression_precision_micro,aggression_precision_macro,aggression_recall_micro,aggression_recall_macro,aggression_mAP,aggression_acc,mouth not visible,feeding,charging,being charged,cturn,id,label_type,val_subset,train_subset
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,swz19i7i,coralcam,test_sliding_window,1000,41udeh34,0.1173267737030983,0.026608247309923172,0.3595263659954071,0.07190527021884918,0.070101797580719,0.016324535012245178,0.06433326750993729,0.9725052118301392,"[0.13304123282432556, 0.0, 0.0, 0.0, 0.0]","[0.3595263659954071, 0.0, 0.0, 0.0, 0.0]","[0.08162267506122589, 0.0, 0.0, 0.0, 0.0]","[0.2640139162540436, 0.0462748259305954, -0.0, 0.011189060285687447, 0.00018852416542358696]","[8184, 1284, 0, 47, 14]",0.1179586797952652,0.06652061641216278,0.3595263659954071,0.17976318299770355,0.07055344432592392,0.040811337530612946,0.1551443636417389,0.9316801428794861,0.0,0.0,0.0,0.0,0.0,0.0,0.00568879209458828,0.999582827091217,"[[63738, 7516], [1190, 668]]","[[71828, 1284], [0, 0]]","[[73112, 0], [0, 0]]","[[73065, 47], [0, 0]]","[[73098, 14], [0, 0]]",videomae_random_focal_coralcam_sliding_window_w_temp,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_stride,{'weight_method': 'uniform'},fish-benchmark,eppcbgw3,coralcam,test_sliding_window,1000,z7ohtfpg,0.14593185484409332,0.05665498971939087,0.10260454565286636,0.048409316688776016,0.2525973320007324,0.12304016947746277,0.05254371836781502,0.9229292273521423,"[0.22020666301250458, 0.06306829303503036, 0.0, 0.0, 0.0]","[0.20766565203666687, 0.03438093140721321, 0.0, 0.0, 0.0]","[0.2343597263097763, 0.38084113597869873, 0.0, 0.0, 0.0]","[0.1826547533273697, 0.035635728389024734, -0.0, 0.044272977858781815, 0.00015512270329054445]","[8184, 1284, 0, 47, 14]",0.1462022066116333,0.14163747429847717,0.10260454565286636,0.12102328985929489,0.2542247474193573,0.3076004385948181,0.10914523899555206,0.8077401518821716,0.0,0.0,0.0,0.0,0.0,0.0,0.022214049473404884,0.999582827091217,"[[57610, 6266], [7318, 1918]]","[[58094, 795], [13734, 489]]","[[73112, 0], [0, 0]]","[[73065, 47], [0, 0]]","[[73098, 14], [0, 0]]",videomae_balanced_uniform_coralcam_sliding_window_w_stride,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,resnet50,True,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'uniform'},fish-benchmark,6kr01izn,coralcam,test_frames,1000,40fnxzyr,0.4410010278224945,0.13990670442581177,0.3122541904449463,0.12353329360485077,0.7504027485847473,0.20862236618995667,0.1389695703983307,0.9515455961227417,"[0.4561985731124878, 0.24333494901657104, 0.0, 0.0, 0.0]","[0.31305480003356934, 0.3046116530895233, 0.0, 0.0, 0.0]","[0.8405290842056274, 0.2025827318429947, 0.0, 0.0, 0.0]","[0.499328076839447, 0.19272668659687042, -0.0, 0.002001817338168621, 0.0007912228466011584]","[8014, 1239, 0, 46, 12]",0.44229915738105774,0.3497667610645294,0.3127433955669403,0.3088332414627075,0.7551064491271973,0.5215559005737305,0.3460273742675781,0.8794999718666077,0.0,0.0,0.0,0.0,0.0,0.0,0.0013965200632810593,0.9993640184402466,"[[50317, 1278], [14781, 6736]]","[[71300, 988], [573, 251]]","[[73112, 0], [0, 0]]","[[73034, 46], [32, 0]]","[[73097, 12], [3, 0]]",resnet_uniform_coralcam_frames,onehot,,
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,{'weight_method': 'uniform'},fish-benchmark,iica4rb7,coralcam,test_sliding_window,1000,uk5cm84u,0.051854729652404785,0.011928962543606758,0.34720414876937866,0.0694408267736435,0.028019730001688004,0.006524926517158747,0.05957740545272827,0.9732902646064758,"[0.05964481085538864, 0.0, 0.0, 0.0, 0.0]","[0.34720414876937866, 0.0, 0.0, 0.0, 0.0]","[0.032624632120132446, 0.0, 0.0, 0.0, 0.0]","[0.24545925855636597, 0.040765829384326935, -0.0, 0.011487782001495361, 0.0001741429150570184]","[8184, 1284, 0, 47, 14]",0.05216372013092041,0.02982240542769432,0.34720414876937866,0.17360207438468933,0.02820025384426117,0.016312316060066223,0.14311254024505615,0.9336429238319397,0.0,0.0,0.0,0.0,0.0,0.0,0.005830962676554918,0.999582827091217,"[[64426, 7917], [502, 267]]","[[71828, 1284], [0, 0]]","[[73112, 0], [0, 0]]","[[73065, 47], [0, 0]]","[[73098, 14], [0, 0]]",videomae_random_uniform_coralcam_sliding_window_w_temp,onehot,,
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_stride,{'weight_method': 'uniform'},fish-benchmark,zsae433u,coralcam,test_sliding_window,1000,xlxhnmi9,0.030812324956059456,0.0071205636486411095,0.3297644555568695,0.06595288962125778,0.01616119220852852,0.0037634409964084625,0.05391253903508186,0.9734981656074524,"[0.03560281917452812, 0.0, 0.0, 0.0, 0.0]","[0.3297644555568695, 0.0, 0.0, 0.0, 0.0]","[0.018817204982042313, 0.0, 0.0, 0.0, 0.0]","[0.22433346509933472, 0.036339905112981796, -0.0, 0.008752617985010147, 0.0001367039221804589]","[8184, 1284, 0, 47, 14]",0.031001510098576546,0.01780140958726406,0.3297644555568695,0.16488222777843475,0.01626531407237053,0.009408602491021156,0.1303366869688034,0.9341626763343811,0.0,0.0,0.0,0.0,0.0,0.0,0.00444466108456254,0.999582827091217,"[[64615, 8030], [313, 154]]","[[71828, 1284], [0, 0]]","[[73112, 0], [0, 0]]","[[73065, 47], [0, 0]]","[[73098, 14], [0, 0]]",videomae_random_uniform_coralcam_sliding_window_w_stride,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",fish-benchmark,lpiv92mg,coralcam,test_sliding_window,1000,1ipz7vmt,0.15906623005867004,0.07128605991601944,0.08871152997016907,0.04191826656460762,0.7687060832977295,0.41320496797561646,0.07519763708114624,0.7881332635879517,"[0.2719174325466156, 0.05117950960993767, 0.0, 0.03333333507180214, 0.0]","[0.16589538753032684, 0.026349881663918495, 0.0, 0.017346054315567017, 0.0]","[0.7534213066101074, 0.8870716691017151, 0.0, 0.42553192377090454, 0.0]","[0.21518701314926147, 0.03703659027814865, -0.0, 0.12340112030506134, 0.000363469822332263]","[8184, 1284, 0, 47, 14]",0.1625826209783554,0.1615484654903412,0.09086499363183975,0.0961226373910904,0.7715462446212769,0.8202464580535889,0.12611180543899536,0.4853649139404297,0.01787310093641281,0.01666666753590107,0.009186954237520695,0.008673027157783508,0.32786884903907776,0.21276596188545227,0.061882294714450836,0.9849682450294495,"[[33926, 2018], [31002, 6166]]","[[29741, 145], [42087, 1139]]","[[73112, 0], [0, 0]]","[[71932, 27], [1133, 20]]","[[72074, 14], [1024, 0]]",videomae_balanced_focal_2_coralcam_sliding_window_w_temp,onehot,,
,100,coralcam,val_mAP,mean,random,False,dino_large,True,adam,,32,mlp,0.001,5e-05,frames,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,qnfj5wzj,coralcam,test_frames,1000,0n4jplr2,0.309149831533432,0.06726791709661484,0.3683350682258606,0.073667012155056,0.2663516402244568,0.06189168617129326,0.06254462897777557,0.9696794152259827,"[0.3363395929336548, 0.0, 0.0, 0.0, 0.0]","[0.3683350682258606, 0.0, 0.0, 0.0, 0.0]","[0.3094584345817566, 0.0, 0.0, 0.0, 0.0]","[0.2909699082374573, 0.021277865394949913, -0.0, 0.0003771833435166627, 9.815739758778363e-05]","[8014, 1239, 0, 46, 12]",0.3102715015411377,0.1681697964668274,0.3683350682258606,0.1841675341129303,0.26802119612693787,0.1547292172908783,0.15612389147281647,0.9245951175689697,0.0,0.0,0.0,0.0,0.0,0.0,0.0002376703778281808,0.9996033310890198,"[[60845, 5534], [4253, 2480]]","[[71873, 1239], [0, 0]]","[[73112, 0], [0, 0]]","[[73066, 46], [0, 0]]","[[73100, 12], [0, 0]]",dino_random_focal_coralcam_frames_True,onehot,,
,100,coralcam,val_mAP,mean,random,False,dino_large,True,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'inverse'},fish-benchmark,s9la1ay6,coralcam,test_frames,1000,0bkhlvma,0.0,0.0,0.0,0.0,0.0,0.0,0.0257433895021677,0.974529504776001,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.10937365144491196, 0.018775708973407745, -0.0, 0.00046416226541623473, 0.00010343205940444022]","[8014, 1239, 0, 46, 12]",0.0,0.0,0.0,0.0,0.0,0.0,0.06407468020915985,0.9367203712463379,0.0,0.0,0.0,0.0,0.0,0.0,0.00028379715513437986,0.9996033310890198,"[[65098, 8014], [0, 0]]","[[71873, 1239], [0, 0]]","[[73112, 0], [0, 0]]","[[73066, 46], [0, 0]]","[[73100, 12], [0, 0]]",dino_random_inverse_coralcam_frames_True,onehot,,
,100,coralcam,val_mAP,mean,balanced,False,dino_large,True,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'uniform'},fish-benchmark,83gzvc6m,coralcam,test_frames,1000,cvezipdk,0.31088122725486755,0.0779842808842659,0.24580132961273193,0.06328851729631424,0.4228332042694092,0.10384809225797653,0.06191594526171684,0.952254056930542,"[0.3551018536090851, 0.03481953218579292, 0.0, 0.0, 0.0]","[0.279704213142395, 0.03673835098743439, 0.0, 0.0, 0.0]","[0.48614925146102905, 0.03309120237827301, 0.0, 0.0, 0.0]","[0.2854785919189453, 0.023533597588539124, -0.0, 0.0004171110922470689, 0.00015045097097754478]","[8014, 1239, 0, 46, 12]",0.3240596055984497,0.19496069848537445,0.26168161630630493,0.1582212746143341,0.4254836142063141,0.25962021946907043,0.15450608730316162,0.8876791596412659,0.0,0.0,0.0,0.0,0.0,0.0,0.00028378103161230683,0.9929560422897339,"[[55065, 4118], [10033, 3896]]","[[70798, 1198], [1075, 41]]","[[73112, 0], [0, 0]]","[[72167, 46], [899, 0]]","[[73027, 12], [73, 0]]",dino_balanced_uniform_finetune_long_coralcam_frames,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,dino_large,False,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'uniform'},fish-benchmark,zn4wr5mi,coralcam,test_frames,1000,f4er6ozh,0.301740825176239,0.10321290045976639,0.20695306360721588,0.07445047795772552,0.5567334890365601,0.21414972841739655,0.07657823711633682,0.9328482151031494,"[0.40157148241996765, 0.10985266417264938, 0.0, 0.004640371073037386, 0.0]","[0.3067837059497833, 0.06306099146604538, 0.0, 0.0024077047128230333, 0.0]","[0.5811223983764648, 0.42579641938209534, 0.0, 0.06382978707551956, 0.0]","[0.3112904131412506, 0.0686974823474884, -0.0, 0.0026023376267403364, 0.0003009322681464255]","[8179, 1287, 0, 47, 14]",0.31507623195648193,0.2557120621204376,0.21920357644557953,0.18492235243320465,0.5600042343139648,0.5034593939781189,0.1899939477443695,0.8423856496810913,0.003981419838964939,0.002320185536518693,0.002074688905850053,0.0012038523564115167,0.04918032884597778,0.03191489353775978,0.0014516349183395505,0.989734947681427,"[[54193, 3426], [10740, 4753]]","[[63683, 739], [8142, 548]]","[[73112, 0], [0, 0]]","[[71822, 44], [1243, 3]]","[[72898, 14], [200, 0]]",dino_balanced_uniform_coralcam_frames_False,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_ti8,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",fish-benchmark,hfvovnt3,coralcam,test_sliding_window_ti8,1000,k3x5rcrq,0.21098169684410095,0.0841517299413681,0.12033785879611969,0.04869681969285011,0.8550236225128174,0.44835489988327026,0.0750368982553482,0.7729198932647705,"[0.3016332983970642, 0.05596747249364853, 0.0, 0.06315789371728897, 0.0]","[0.18114222586154938, 0.02937484346330166, 0.0, 0.032967034727334976, 0.0]","[0.9008654356002808, 0.5909090638160706, 0.0, 0.75, 0.0]","[0.23515306413173676, 0.03215089440345764, -0.0, 0.10731008648872375, 0.000570450269151479]","[1271, 198, 0, 8, 6]",0.2143888622522354,0.17880038917064667,0.12247670441865921,0.1052585318684578,0.8590878248214722,0.745887279510498,0.1336519718170166,0.4463665783405304,0.04858299717307091,0.031578946858644485,0.02575107291340828,0.016483517363667488,0.4285714328289032,0.375,0.053940270096063614,0.9859331846237183,"[[1906, 126], [5176, 1145]]","[[4289, 81], [3866, 117]]","[[8353, 0], [0, 0]]","[[8169, 2], [176, 6]]","[[8296, 6], [51, 0]]",videomae_balanced_focal_2_coralcam_sliding_window_ti8,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_ti8,{'weight_method': 'uniform'},fish-benchmark,kjlh6e81,coralcam,test_sliding_window_ti8,1000,y4wr3k8p,0.2573458254337311,0.08424317091703415,0.16917851567268372,0.05470399186015129,0.5374241471290588,0.2743558883666992,0.06571311503648758,0.8898599147796631,"[0.3141210377216339, 0.05390334501862526, 0.0, 0.05319149047136307, 0.0]","[0.21271257102489471, 0.03302961215376854, 0.0, 0.02777777798473835, 0.0]","[0.600314736366272, 0.14646464586257935, 0.0, 0.625, 0.0]","[0.23107005655765533, 0.02875465899705887, -0.0, 0.06815430521965027, 0.0005865502753295004]","[1271, 198, 0, 8, 6]",0.2669363021850586,0.18401218950748444,0.17737962305545807,0.12287109345197678,0.5391422510147095,0.37338969111442566,0.1299123615026474,0.7396144866943359,0.03846153989434242,0.026595745235681534,0.020325202494859695,0.013888888992369175,0.3571428656578064,0.3125,0.03437042608857155,0.9850353002548218,"[[4258, 508], [2824, 763]]","[[7306, 169], [849, 29]]","[[8353, 0], [0, 0]]","[[8170, 3], [175, 5]]","[[8281, 6], [66, 0]]",videomae_balanced_uniform_coralcam_sliding_window_ti8,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_ti8,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,dxo409ky,coralcam,test_sliding_window_ti8,1000,modsnpa0,0.2566494047641754,0.0875684916973114,0.17250986397266388,0.05764829367399216,0.5010114908218384,0.2881430387496948,0.06318078190088272,0.8969472050666809,"[0.3141847252845764, 0.050930459052324295, 0.0, 0.072727270424366, 0.0]","[0.2184331864118576, 0.031591735780239105, 0.0, 0.03821656107902527, 0.0]","[0.5594020485877991, 0.13131313025951385, 0.0, 0.75, 0.0]","[0.2290508896112442, 0.029405193403363228, -0.0, 0.056826286017894745, 0.0006215159664861858]","[1271, 198, 0, 8, 6]",0.26572921872138977,0.1825575977563858,0.1807258427143097,0.12501245737075806,0.501701831817627,0.34535759687423706,0.12922804057598114,0.7561953663825989,0.04938271641731262,0.036363635212183,0.026200873777270317,0.019108280539512634,0.4285714328289032,0.375,0.028723901137709618,0.986172616481781,"[[4538, 560], [2544, 711]]","[[7358, 172], [797, 26]]","[[8353, 0], [0, 0]]","[[8194, 2], [151, 6]]","[[8275, 6], [72, 0]]",videomae_balanced_focal_coralcam_sliding_window_ti8,onehot,,
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_ti8,{'weight_method': 'uniform'},fish-benchmark,o2pwg7r2,coralcam,test_sliding_window_ti8,1000,j3i55s4c,0.31163132190704346,0.06604651361703873,0.24407945573329926,0.04917275905609131,0.43088334798812866,0.10055074840784073,0.05909363180398941,0.9324074983596802,"[0.33023256063461304, 0.0, 0.0, 0.0, 0.0]","[0.24586379528045654, 0.0, 0.0, 0.0, 0.0]","[0.502753734588623, 0.0, 0.0, 0.0, 0.0]","[0.2532268464565277, 0.037572070956230164, -0.0, 0.0035374262370169163, 0.0011318179313093424]","[1271, 198, 0, 8, 6]",0.3126988112926483,0.16511628031730652,0.24407945573329926,0.12293189764022827,0.4349897801876068,0.2513768672943115,0.14539945125579834,0.8318568468093872,0.0,0.0,0.0,0.0,0.0,0.0,0.002334622200578451,0.999161958694458,"[[5122, 632], [1960, 639]]","[[8136, 198], [19, 0]]","[[8353, 0], [0, 0]]","[[8345, 8], [0, 0]]","[[8347, 6], [0, 0]]",videomae_random_uniform_coralcam_sliding_window_ti8,onehot,,
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_ti8,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,ffivzxmd,coralcam,test_sliding_window_ti8,1000,jrq91pv6,0.3130187392234802,0.06614883244037628,0.24140453338623047,0.04852940887212753,0.4450438320636749,0.10385522991418839,0.059535782784223557,0.9306356906890869,"[0.3307441771030426, 0.0, 0.0, 0.0, 0.0]","[0.24264705181121826, 0.0, 0.0, 0.0, 0.0]","[0.5192761421203613, 0.0, 0.0, 0.0, 0.0]","[0.252689927816391, 0.037750642746686935, -0.0, 0.006194734480232, 0.0010436158627271652]","[1271, 198, 0, 8, 6]",0.31406137347221375,0.1653720885515213,0.24140453338623047,0.12132352590560913,0.44928523898124695,0.25963807106018066,0.14522027969360352,0.8274272680282593,0.0,0.0,0.0,0.0,0.0,0.0,0.003619175171479583,0.999161958694458,"[[5022, 611], [2060, 660]]","[[8141, 198], [14, 0]]","[[8353, 0], [0, 0]]","[[8345, 8], [0, 0]]","[[8347, 6], [0, 0]]",videomae_random_focal_coralcam_sliding_window_ti8,onehot,,
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_ti8,{'weight_method': 'inverse'},fish-benchmark,6rwyqlwk,coralcam,test_sliding_window_ti8,1000,mfa5mzvs,0.14329209923744202,0.07648302614688873,0.0834164172410965,0.0525406189262867,0.5077545642852783,0.4698718190193176,0.06311395019292831,0.7844128012657166,"[0.2903308570384979, 0.05982620269060135, 0.0, 0.032258063554763794, 0.0]","[0.21537290513515472, 0.030936744064092636, 0.0, 0.016393441706895828, 0.0]","[0.44531863927841187, 0.9040403962135315, 0.0, 1.0, 0.0]","[0.2174522578716278, 0.03606633096933365, -0.0, 0.061041563749313354, 0.0010096178157255054]","[1271, 198, 0, 8, 6]",0.15076394379138947,0.17507852613925934,0.08854290097951889,0.12315482646226883,0.5071477293968201,0.6746795177459717,0.12675929069519043,0.49760565161705017,0.02551834098994732,0.016129031777381897,0.013050571084022522,0.008196720853447914,0.5714285969734192,0.5,0.031025590375065804,0.9634262919425964,"[[5020, 705], [2062, 566]]","[[2548, 19], [5607, 179]]","[[8353, 0], [0, 0]]","[[7865, 0], [480, 8]]","[[8222, 6], [125, 0]]",videomae_random_inverse_coralcam_sliding_window_ti8,onehot,,
