model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,aggregator,batch_size,classifier,weight_decay,learning_rate,sliding_style,weight_config,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,precision_per_class,recall_per_class,mAP_per_class,positive_per_class,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,aggression_f1_micro,aggression_f1_macro,aggression_precision_micro,aggression_precision_macro,aggression_recall_micro,aggression_recall_macro,aggression_mAP,aggression_acc,mouth not visible,feeding,charging,being charged,cturn,id,label_type,val_subset,train_subset
,40,coralcam,val_mAP,mean,balanced,False,dino_large,True,adam,,32,mlp,0.001,5e-05,frames,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,duhn3c2b,coralcam,test_frames,1000,n6w2ccic,0.38873547315597534,0.09434366226196289,0.4043149948120117,0.12032977491617203,0.37431204319000244,0.10785961151123047,0.10237282514572144,0.9479264616966248,"[0.46152669191360474, 0.010191601701080799, 0.0, 0.0, 0.0]","[0.40633636713027954, 0.1953125, 0.0, 0.0, 0.0]","[0.5340657234191895, 0.005232314579188824, 0.0, 0.0, 0.0]","[0.41972485184669495, 0.09021186083555222, -0.0, 0.0008985829772427678, 0.001028835540637374]","[11287, 4778, 0, 70, 36]",0.39016371965408325,0.23585914075374603,0.40453118085861206,0.30082443356513977,0.3767818212509155,0.26964902877807617,0.2549683451652527,0.8705958127975464,0.0,0.0,0.0,0.0,0.0,0.0,0.0009637092589400709,0.9992203712463379,"[[53018, 5259], [8807, 6028]]","[[68231, 4753], [103, 25]]","[[73112, 0], [0, 0]]","[[73036, 70], [6, 0]]","[[73074, 36], [2, 0]]",dino_balanced_focal_finetune_coralcam_frames,onehot,,
,100,coralcam,val_mAP,mean,random,False,resnet50,False,adam,,32,mlp,0.001,5e-05,frames,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",fish-benchmark,u6594yjh,coralcam,test_frames,1000,vcbmxcr7,0.3081280291080475,0.07657858729362488,0.4292972981929779,0.21917739510536194,0.24030257761478424,0.06893426179885864,0.11075377464294434,0.9512172937393188,"[0.3820754587650299, 0.0008174944086931646, 0.0, 0.0, 0.0]","[0.4292202889919281, 0.6666666865348816, 0.0, 0.0, 0.0]","[0.3442623019218445, 0.0004089979629497975, 0.0, 0.0, 0.0]","[0.38852745294570923, 0.16272079944610596, -0.0, 0.001630161888897419, 0.0008904330898076296]","[11529, 4890, 0, 70, 36]",0.30940043926239014,0.1914464831352234,0.4292972981929779,0.5479434728622437,0.24185395240783691,0.1723356544971466,0.2756241261959076,0.8787682056427002,0.0,0.0,0.0,0.0,0.0,0.0,0.0012602974893525243,0.9992750883102417,"[[56305, 7560], [5278, 3969]]","[[68221, 4888], [1, 2]]","[[73112, 0], [0, 0]]","[[73042, 70], [0, 0]]","[[73076, 36], [0, 0]]",resnet_random_focal_coralcam_frames_False,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,resnet50,False,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'uniform'},fish-benchmark,ynfb7k2f,coralcam,test_frames,1000,xce6zq8n,0.30841565132141113,0.11792280524969101,0.26283034682273865,0.10222785174846649,0.3731316328048706,0.14241115748882294,0.09647884219884872,0.9243544340133667,"[0.3686479330062866, 0.22096608579158783, 0.0, 0.0, 0.0]","[0.33878469467163086, 0.1723545640707016, 0.0, 0.0, 0.0]","[0.40428483486175537, 0.3077709674835205, 0.0, 0.0, 0.0]","[0.324301153421402, 0.15107689797878265, -0.0, 0.0025105508975684643, 0.004505595192313194]","[11529, 4890, 0, 70, 36]",0.3169446587562561,0.2948070168495178,0.2741662859916687,0.2555696368217468,0.37554052472114563,0.35602790117263794,0.23768901824951172,0.8182446360588074,0.0,0.0,0.0,0.0,0.0,0.0,0.0035080730449408293,0.9926414489746094,"[[52486, 6868], [9097, 4661]]","[[60995, 3385], [7227, 1505]]","[[73112, 0], [0, 0]]","[[72084, 70], [958, 0]]","[[73064, 36], [12, 0]]",resnet_uniform_coralcam_frames,onehot,,
,100,coralcam,val_mAP,mean,random,False,resnet50,False,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'uniform'},fish-benchmark,a1utb1tc,coralcam,test_frames,1000,1nwmt5ve,0.1466492861509323,0.039664290845394135,0.5305660367012024,0.10611321032047272,0.08508320897817612,0.02439066767692566,0.10802235454320908,0.9552385210990906,"[0.19832146167755127, 0.0, 0.0, 0.0, 0.0]","[0.5305660367012024, 0.0, 0.0, 0.0, 0.0]","[0.1219533383846283, 0.0, 0.0, 0.0, 0.0]","[0.3919185698032379, 0.14708149433135986, -0.0, 0.0007731746882200241, 0.0003384827869012952]","[11529, 4890, 0, 70, 36]",0.14746446907520294,0.09916073083877563,0.5305660367012024,0.2652830183506012,0.08563249558210373,0.06097666919231415,0.2695000171661377,0.8888212442398071,0.0,0.0,0.0,0.0,0.0,0.0,0.0005558287375606596,0.9992750883102417,"[[60339, 10123], [1244, 1406]]","[[68222, 4890], [0, 0]]","[[73112, 0], [0, 0]]","[[73042, 70], [0, 0]]","[[73076, 36], [0, 0]]",resnet_random_uniform_coralcam_frames,onehot,,
,100,coralcam,val_mAP,mean,random,False,resnet50,False,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'inverse'},fish-benchmark,19jr4myk,coralcam,test_frames,1000,n8yzoknt,0.0626274049282074,0.017745092511177063,0.48722466826438904,0.15518862009048462,0.033464446663856506,0.009687408804893494,0.10191100835800171,0.9547160267829895,"[0.08709447085857391, 0.0016309887869283557, 0.0, 0.0, 0.0]","[0.5092764496803284, 0.2666666805744171, 0.0, 0.0, 0.0]","[0.0476190485060215, 0.000817995925899595, 0.0, 0.0, 0.0]","[0.3515951335430145, 0.15284357964992523, -0.0, 0.0022098501212894917, 0.0029064728878438473]","[11529, 4890, 0, 70, 36]",0.06315669417381287,0.04436273127794266,0.505946934223175,0.38797158002853394,0.03368049114942551,0.024218522012233734,0.2522193491458893,0.8878023028373718,0.0,0.0,0.0,0.0,0.0,0.0,0.0025581615045666695,0.9989878535270691,"[[61054, 10980], [529, 549]]","[[68211, 4886], [11, 4]]","[[73112, 0], [0, 0]]","[[73000, 70], [42, 0]]","[[73076, 36], [0, 0]]",resnet_random_inverse_coralcam_frames_False,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,resnet50,False,adam,,32,mlp,0.001,5e-05,frames,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,snqpi1f7,coralcam,test_frames,1000,6trd5wdh,0.33180874586105347,0.12453775852918625,0.27844828367233276,0.10573244839906693,0.4104689955711365,0.15367984771728516,0.10258064419031143,0.9252680540084839,"[0.3981660306453705, 0.22452275454998016, 0.0, 0.0, 0.0]","[0.3535190522670746, 0.17514318227767944, 0.0, 0.0, 0.0]","[0.45572036504745483, 0.3126789331436157, 0.0, 0.0, 0.0]","[0.34706103801727295, 0.15900316834449768, -0.0, 0.0025466913357377052, 0.004292381927371025]","[11529, 4890, 0, 70, 36]",0.33905676007270813,0.3113443851470947,0.28751271963119507,0.2643311023712158,0.41311895847320557,0.3841996490955353,0.2530320882797241,0.8191473484039307,0.0,0.0,0.0,0.0,0.0,0.0,0.003419536631554365,0.9940228462219238,"[[51975, 6275], [9608, 5254]]","[[61021, 3361], [7201, 1529]]","[[73112, 0], [0, 0]]","[[72284, 70], [758, 0]]","[[73066, 36], [10, 0]]",resnet_balanced_focal_coralcam_frames_False,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,{'weight_method': 'uniform'},fish-benchmark,jj1rod52,coralcam,test_sliding_window,1000,13l4k3on,0.1687953621149063,0.07675716280937195,0.17793665826320648,0.0811837762594223,0.1605474203824997,0.15102127194404602,0.09599725902080536,0.9282552599906921,"[0.2118794322013855, 0.11042097955942154, 0.0, 0.058881256729364395, 0.0026041667442768812]","[0.2464199811220169, 0.12651555240154266, 0.0, 0.03164556995034218, 0.0013377926079556346]","[0.18583153188228607, 0.09795918315649033, 0.0, 0.4225352108478546, 0.04878048598766327]","[0.22653841972351074, 0.1140335276722908, -0.0, 0.13840597867965698, 0.0010083720553666353]","[11575, 4900, 0, 71, 41]",0.18146079778671265,0.16115020215511322,0.2100934237241745,0.18646776676177979,0.15969650447368622,0.1418953537940979,0.17028596997261047,0.8376737236976624,0.02504892461001873,0.030742712318897247,0.013098648749291897,0.016491681337356567,0.2857142984867096,0.23565784096717834,0.06970717757940292,0.9829645156860352,"[[54959, 9424], [6578, 2151]]","[[64898, 4420], [3314, 480]]","[[73112, 0], [0, 0]]","[[72123, 41], [918, 30]]","[[71578, 39], [1493, 2]]",videomae_balanced_uniform_coralcam_sliding_window_w_temp,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_stride,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",fish-benchmark,d8wtqsku,coralcam,test_sliding_window,1000,sgu9kquf,0.27365273237228394,0.10607244074344635,0.16552238166332245,0.06516418606042862,0.7892325520515442,0.3177560567855835,0.09659630805253983,0.8098971247673035,"[0.3482588827610016, 0.18210332095623016, 0.0, 0.0, 0.0]","[0.22297346591949463, 0.10284747183322906, 0.0, 0.0, 0.0]","[0.7949028015136719, 0.7938775420188904, 0.0, 0.0, 0.0]","[0.24571672081947327, 0.13597556948661804, -0.0, 0.10079953819513321, 0.0004897144390270114]","[11575, 4900, 0, 71, 41]",0.27397632598876953,0.2651810944080353,0.16552448272705078,0.16291046142578125,0.794597864151001,0.7943902015686035,0.19084614515304565,0.5255156755447388,0.0,0.0,0.0,0.0,0.0,0.0,0.05064462497830391,0.9992272257804871,"[[29473, 2374], [32064, 9201]]","[[34279, 1010], [33933, 3890]]","[[73112, 0], [0, 0]]","[[73040, 71], [1, 0]]","[[73071, 41], [0, 0]]",videomae_balanced_focal_2_coralcam_sliding_window_w_stride,onehot,,
,100,coralcam,val_mAP,mean,random,False,resnet50,True,adam,,32,mlp,0.001,5e-05,frames,{'weight_method': 'uniform'},fish-benchmark,0zfto6d4,coralcam,test_frames,1000,ivzh7v5g,0.4075098931789398,0.11269795149564743,0.6540037989616394,0.2456090897321701,0.2959619164466858,0.08830568194389343,0.14387407898902893,0.9619296193122864,"[0.5058586001396179, 0.05763116106390953, 0.0, 0.0, 0.0]","[0.6571792960166931, 0.5708661675453186, 0.0, 0.0, 0.0]","[0.4111810028553009, 0.030347425490617752, 0.0, 0.0, 0.0]","[0.5671209096908569, 0.15092948079109192, -0.0, 0.0009127360535785556, 0.00040725406142883003]","[11287, 4778, 0, 70, 36]",0.40939223766326904,0.2817448675632477,0.6541826128959656,0.6140227317810059,0.2979147136211395,0.22076421976089478,0.35902518033981323,0.905562698841095,0.0,0.0,0.0,0.0,0.0,0.0,0.000659995072055608,0.9992613792419434,"[[59404, 6646], [2421, 4641]]","[[68225, 4633], [109, 145]]","[[73112, 0], [0, 0]]","[[73040, 70], [2, 0]]","[[73076, 36], [0, 0]]",resnet_random_uniform_coralcam_frames,onehot,,
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,{'weight_method': 'inverse'},fish-benchmark,snr259gc,coralcam,test_sliding_window,1000,rbne7nwk,0.12374206632375717,0.051254753023386,0.09354361146688461,0.030064303427934647,0.1827334612607956,0.22563081979751587,0.08014152944087982,0.8825719356536865,"[0.0, 0.2041538953781128, 0.0, 0.05067873373627663, 0.0014411298325285316]","[0.0, 0.12251736968755722, 0.0, 0.027079302817583084, 0.0007248477777466178]","[0.0, 0.6118367314338684, 0.0, 0.39436620473861694, 0.12195122241973877]","[0.2471502274274826, 0.12654918432235718, -0.0, 0.025798743590712547, 0.0012095255078747869]","[11575, 4900, 0, 71, 41]",0.14644034206867218,0.1020769476890564,0.12251736968755722,0.06125868484377861,0.1819726824760437,0.3059183657169342,0.1868497133255005,0.7609899640083313,0.008204873651266098,0.02605993114411831,0.0041603632271289825,0.013902075588703156,0.2946428656578064,0.25815871357917786,0.013504134491086006,0.945439875125885,"[[61537, 11575], [0, 0]]","[[46740, 1902], [21472, 2998]]","[[73112, 0], [0, 0]]","[[72035, 43], [1006, 28]]","[[66178, 36], [6893, 5]]",videomae_random_inverse_coralcam_sliding_window_w_temp,onehot,,
,100,coralcam,val_mAP,mean,random,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,swz19i7i,coralcam,test_sliding_window,1000,41udeh34,0.08435890823602676,0.023166827857494354,0.4187298119068146,0.08374596387147903,0.04690420255064964,0.01344276499003172,0.09997035562992096,0.9537996649742126,"[0.11583413928747177, 0.0, 0.0, 0.0, 0.0]","[0.4187298119068146, 0.0, 0.0, 0.0, 0.0]","[0.06721382588148117, 0.0, 0.0, 0.0, 0.0]","[0.3257855176925659, 0.15898610651493073, -0.0, 0.014419429004192352, 0.0006606772658415139]","[11575, 4900, 0, 71, 41]",0.08487427234649658,0.057917069643735886,0.4187298119068146,0.2093649059534073,0.04722306504845619,0.033606912940740585,0.24238580465316772,0.885265052318573,0.0,0.0,0.0,0.0,0.0,0.0,0.0075400532223284245,0.9992340803146362,"[[60457, 10797], [1080, 778]]","[[68212, 4900], [0, 0]]","[[73112, 0], [0, 0]]","[[73041, 71], [0, 0]]","[[73071, 41], [0, 0]]",videomae_random_focal_coralcam_sliding_window_w_temp,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_stride,{'weight_method': 'uniform'},fish-benchmark,eppcbgw3,coralcam,test_sliding_window,1000,z7ohtfpg,0.21330469846725464,0.08518073707818985,0.1820623278617859,0.07865968346595764,0.2574908137321472,0.11665914207696915,0.08587350696325302,0.9138199090957642,"[0.23545239865779877, 0.19045129418373108, 0.0, 0.0, 0.0]","[0.2652663588523865, 0.12803205847740173, 0.0, 0.0, 0.0]","[0.21166306734085083, 0.3716326653957367, 0.0, 0.0, 0.0]","[0.23331494629383087, 0.1260986030101776, -0.0, 0.06952406466007233, 0.0004299375577829778]","[11575, 4900, 0, 71, 41]",0.21390293538570404,0.21295183897018433,0.1820623278617859,0.1966492086648941,0.2592412829399109,0.29164785146713257,0.17970678210258484,0.7853156924247742,0.0,0.0,0.0,0.0,0.0,0.0,0.03497700020670891,0.9992340803146362,"[[54751, 9125], [6786, 2450]]","[[55810, 3079], [12402, 1821]]","[[73112, 0], [0, 0]]","[[73041, 71], [0, 0]]","[[73071, 41], [0, 0]]",videomae_balanced_uniform_coralcam_sliding_window_w_stride,onehot,,
