model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,aggregator,batch_size,classifier,weight_decay,learning_rate,loss_weighted,sliding_style,weight_method,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,acc,mAP,f1_per_class,precision_per_class,recall_per_class,positive_per_class,mAP_per_class,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_acc,biting_mAP,aggression_f1_micro,aggression_f1_macro,aggression_precision_micro,aggression_precision_macro,aggression_recall_micro,aggression_recall_macro,aggression_acc,aggression_mAP,mouth not visible,feeding,charging,being charged,cturn
,40,coralcam,val_mAP,mean,balanced,False,resnet50,True,adam,,32,mlp,0.001,5e-05,False,frames,uniform,fish-benchmark,44pj8qht,coralcam,test_frames,1000,an1iwm91,0.999999995,0.21469584107398987,1.0,0.1820584237575531,1.0,0.2677971124649048,0.981600821018219,0.14570942521095276,"[0.6504008656029454, 0.42307825421216594, 0.0, 0.0, 0.0]","[0.5140657424926758, 0.3962264060974121, 0.0, 0.0, 0.0]","[0.8851514458656311, 0.4538341164588928, 0.0, 0.0, 0.0]","[7462, 639, 0, 42, 8]","[0.48699644207954407, 0.24081046879291534, -0.0, 0.0006423795130103827, 9.790281183086336e-05]",0.999999995,0.5367395877838135,1.0,0.45514607429504395,1.0,0.669492781162262,0.9545970559120178,0.3639034628868103,0.0,0.0,0.0,0.0,0.0,0.0,0.999405026435852,0.00037014117697253823,"[[59675, 2915], [5975, 4547]]","[[72117, 465], [356, 174]]","[[73112, 0], [0, 0]]","[[73033, 42], [37, 0]]","[[73104, 8], [0, 0]]"
