id,model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,batch_size,classifier,label_type,val_subset,train_subset,weight_decay,learning_rate,sliding_style,weight_config,freeze_backbone,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,precision_per_class,recall_per_class,mAP_per_class,positive_per_class,habitat_f1_micro,habitat_f1_macro,habitat_precision_micro,habitat_precision_macro,habitat_recall_micro,habitat_recall_macro,habitat_mAP,habitat_acc,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,movement_f1_micro,movement_f1_macro,movement_precision_micro,movement_precision_macro,movement_recall_micro,movement_recall_macro,movement_mAP,movement_acc,foraging_f1_micro,foraging_f1_macro,foraging_precision_micro,foraging_precision_macro,foraging_recall_micro,foraging_recall_macro,foraging_mAP,foraging_acc,interactions_f1_micro,interactions_f1_macro,interactions_precision_micro,interactions_precision_macro,interactions_recall_micro,interactions_recall_macro,interactions_mAP,interactions_acc,other_f1_micro,other_f1_macro,other_precision_micro,other_precision_macro,other_recall_micro,other_recall_macro,other_mAP,other_acc,Other behavior,Medium bites,High bites,Traversing/swimming,Departure,Cleaner wrasse,Low bites,Change in Focal Fish,Solo foraging/swimming,Seafloor bites,Aggressive on focal,Social foraging/swimming,Sand rubbing,Not visible,Foraging,Idle,Coral habitat,Rubble habitat,Aggressive by focal,Sand habitat,Other behavior__Coral habitat_habitat,Medium bites__Coral habitat_habitat,High bites__Coral habitat_habitat,Traversing/swimming__Coral habitat_habitat,Departure__Coral habitat_habitat,Cleaner wrasse__Coral habitat_habitat,Low bites__Coral habitat_habitat,Change in Focal Fish__Coral habitat_habitat,Solo foraging/swimming__Coral habitat_habitat,Seafloor bites__Coral habitat_habitat,Aggressive on focal__Coral habitat_habitat,Social foraging/swimming__Coral habitat_habitat,Sand rubbing__Coral habitat_habitat,Not visible__Coral habitat_habitat,Foraging__Coral habitat_habitat,Idle__Coral habitat_habitat,Coral habitat__Coral habitat_habitat,Rubble habitat__Coral habitat_habitat,Aggressive by focal__Coral habitat_habitat,Sand habitat__Coral habitat_habitat,Other behavior__Rubble habitat_habitat,Medium bites__Rubble habitat_habitat,High bites__Rubble habitat_habitat,Traversing/swimming__Rubble habitat_habitat,Departure__Rubble habitat_habitat,Cleaner wrasse__Rubble habitat_habitat,Low bites__Rubble habitat_habitat,Change in Focal Fish__Rubble habitat_habitat,Solo foraging/swimming__Rubble habitat_habitat,Seafloor bites__Rubble habitat_habitat,Aggressive on focal__Rubble habitat_habitat,Social foraging/swimming__Rubble habitat_habitat,Sand rubbing__Rubble habitat_habitat,Not visible__Rubble habitat_habitat,Foraging__Rubble habitat_habitat,Idle__Rubble habitat_habitat,Coral habitat__Rubble habitat_habitat,Rubble habitat__Rubble habitat_habitat,Aggressive by focal__Rubble habitat_habitat,Sand habitat__Rubble habitat_habitat,Other behavior__Sand habitat_habitat,Medium bites__Sand habitat_habitat,High bites__Sand habitat_habitat,Traversing/swimming__Sand habitat_habitat,Departure__Sand habitat_habitat,Cleaner wrasse__Sand habitat_habitat,Low bites__Sand habitat_habitat,Change in Focal Fish__Sand habitat_habitat,Solo foraging/swimming__Sand habitat_habitat,Seafloor bites__Sand habitat_habitat,Aggressive on focal__Sand habitat_habitat,Social foraging/swimming__Sand habitat_habitat,Sand rubbing__Sand habitat_habitat,Not visible__Sand habitat_habitat,Foraging__Sand habitat_habitat,Idle__Sand habitat_habitat,Coral habitat__Sand habitat_habitat,Rubble habitat__Sand habitat_habitat,Aggressive by focal__Sand habitat_habitat,Sand habitat__Sand habitat_habitat
dinov3_large_attention_uniform_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,7jxti3iw,fishfollow,test_frames,1000,nhvzmsb9,0.57419353723526,0.191976398229599,0.6106271743774414,0.2116706818342209,0.5418627858161926,0.18754401803016663,0.20521894097328186,0.8981942534446716,"[0.0, 0.0021321962121874094, 0.0, 0.43738511204719543, 0.0, 0.02571139670908451, 0.013499325141310692, 0.0, 0.6976171731948853, 0.003017046255990863, 0.0, 0.23036785423755646, 0.0, 0.2992784082889557, 0.5859634876251221, 0.0004397537268232554, 0.4854623079299927, 0.7385891675949097, 0.0, 0.32006439566612244]","[0.0, 0.0028571428265422583, 0.0, 0.42634156346321106, 0.0, 0.06480582803487778, 0.012231584638357162, 0.0, 0.6674452424049377, 0.027855154126882553, 0.0, 0.3030351400375366, 0.0, 0.518683135509491, 0.6572689414024353, 0.0026881720405071974, 0.5470132231712341, 0.755855917930603, 0.0, 0.2473328858613968]","[0.0, 0.001700680237263441, 0.0, 0.4490159749984741, 0.0, 0.016036998480558395, 0.0150602413341403, 0.0, 0.7306461334228516, 0.0015948963118717074, 0.0, 0.18581075966358185, 0.0, 0.21031463146209717, 0.5286153554916382, 0.0002394635957898572, 0.43636205792427063, 0.7220937013626099, 0.0, 0.4533896744251251]","[5.476860314956866e-05, 0.002392183057963848, 0.00014927286247257143, 0.4096721410751343, 0.0001299050054512918, 0.046432945877313614, 0.009006763808429241, 1.4097412531555165e-05, 0.6889657974243164, 0.024037005379796028, 0.00010167056461796165, 0.23177044093608856, 3.8286991184577346e-05, 0.4524601101875305, 0.6624320149421692, 0.008120165206491947, 0.4985114336013794, 0.8063763380050659, 1.8500139049137942e-05, 0.2636949419975281]","[18, 588, 51, 120018, 51, 16649, 2988, 6, 332440, 6270, 51, 71519, 21, 138735, 256366, 4176, 91392, 286629, 12, 26743]",0.6470260620117188,0.5147053003311157,0.654391348361969,0.5167340040206909,0.6398246884346008,0.5372818112373352,0.5228609442710876,0.8238547444343567,0.007695478852838278,0.004662141669541597,0.01202490832656622,0.010735969990491867,0.005658280104398727,0.004588954150676727,0.008896306157112122,0.9932478070259094,0.4370357096195221,0.21869255602359772,0.42584967613220215,0.21317078173160553,0.44882526993751526,0.22450798749923706,0.20490102469921112,0.8701773285865784,0.6147838830947876,0.5046495199203491,0.6379990577697754,0.5425831079483032,0.5931987762451172,0.48169076442718506,0.5277227759361267,0.6939958930015564,0.272806853055954,0.10832992941141129,0.4868793189525604,0.19449631869792938,0.18949095904827118,0.07545053958892822,0.1663023829460144,0.9021427035331726,0.00039603959885425866,8.795074245426804e-05,0.0012953367549926043,0.0005376344197429717,0.00023375409364234656,4.789271770277992e-05,0.001666678348556161,0.99811190366745,"[[534677, 18], [19, 0]]","[[533777, 587], [349, 1]]","[[534394, 51], [269, 0]]","[[342185, 66128], [72511, 53890]]","[[534517, 51], [146, 0]]","[[514212, 16382], [3853, 267]]","[[528092, 2943], [3634, 45]]","[[534605, 6], [103, 0]]","[[81251, 89544], [121023, 242896]]","[[528095, 6260], [349, 10]]","[[534330, 51], [333, 0]]","[[432631, 58230], [30564, 13289]]","[[534661, 21], [32, 0]]","[[368903, 109557], [27076, 29178]]","[[207682, 120847], [70666, 135519]]","[[530167, 4175], [371, 1]]","[[410297, 51512], [33025, 39880]]","[[181232, 79656], [66853, 206973]]","[[534686, 12], [16, 0]]","[[471073, 14618], [36898, 12125]]","[[91379, 12], [1, 0]]","[[90720, 524], [147, 1]]","[[91195, 51], [146, 0]]","[[46381, 16654], [15114, 13243]]","[[91322, 39], [31, 0]]","[[89163, 974], [1144, 111]]","[[89827, 966], [587, 12]]","[[91376, 6], [10, 0]]","[[4215, 15370], [6486, 65321]]","[[91114, 267], [11, 0]]","[[91300, 45], [47, 0]]","[[77875, 9966], [2723, 828]]","[[91380, 9], [3, 0]]","[[78292, 435], [12587, 78]]","[[27718, 33931], [6709, 23034]]","[[87577, 3490], [324, 1]]","[[0, 51512], [0, 39880]]","[[74504, 47], [16798, 43]]","[[91379, 6], [7, 0]]","[[82316, 26], [9039, 11]]","[[286623, 6], [0, 0]]","[[286428, 63], [138, 0]]","[[286627, 0], [2, 0]]","[[178427, 44519], [29337, 34346]]","[[286509, 9], [111, 0]]","[[269552, 15408], [1513, 156]]","[[282203, 1860], [2533, 33]]","[[286629, 0], [0, 0]]","[[22282, 66523], [38572, 159252]]","[[280790, 5663], [171, 5]]","[[286357, 3], [269, 0]]","[[206326, 46860], [21789, 11654]]","[[286591, 12], [26, 0]]","[[267012, 5482], [11732, 2403]]","[[74022, 76575], [28410, 107622]]","[[285933, 685], [11, 0]]","[[273110, 61], [13429, 29]]","[[0, 79656], [0, 206973]]","[[286616, 6], [7, 0]]","[[268704, 60], [17836, 29]]","[[26742, 0], [1, 0]]","[[26743, 0], [0, 0]]","[[26716, 0], [27, 0]]","[[10062, 4843], [5476, 6362]]","[[26737, 6], [0, 0]]","[[26742, 0], [1, 0]]","[[26614, 109], [20, 0]]","[[26743, 0], [0, 0]]","[[907, 7435], [579, 17822]]","[[26306, 316], [116, 5]]","[[26737, 3], [3, 0]]","[[22408, 759], [2825, 751]]","[[26743, 0], [0, 0]]","[[23585, 345], [2769, 44]]","[[9179, 10392], [2284, 4888]]","[[26743, 0], [0, 0]]","[[25796, 19], [910, 18]]","[[19870, 49], [6784, 40]]","[[26743, 0], [0, 0]]","[[0, 14618], [0, 12125]]"
dinov3_large_attention_focal_loss_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",True,fish-benchmark,afxq5pmy,fishfollow,test_frames,1000,12355o6l,0.5609390139579773,0.20646969974040985,0.4908016622066498,0.1840512603521347,0.6544644236564636,0.26315197348594666,0.2012944221496582,0.870215117931366,"[0.0, 0.006254886742681265, 0.0, 0.4518432021141052, 0.0, 0.01806897111237049, 0.024795833975076675, 0.0, 0.6866874098777771, 0.04833773896098137, 0.0026455025654286146, 0.2805958688259125, 0.0, 0.34649649262428284, 0.6288125514984131, 0.0, 0.5232552886009216, 0.7744079232215881, 0.0, 0.33719220757484436]","[0.0, 0.005788711830973625, 0.0, 0.3497565686702728, 0.0, 0.02325141802430153, 0.01360036339610815, 0.0, 0.6597214341163635, 0.026651158928871155, 0.0014184396713972092, 0.1939753144979477, 0.0, 0.4022677540779114, 0.5744296312332153, 0.0, 0.47614049911499023, 0.7051765322685242, 0.0, 0.24884751439094543]","[0.0, 0.006802720949053764, 0.0, 0.6380876302719116, 0.0, 0.014775661751627922, 0.1402275711297989, 0.0, 0.7159517407417297, 0.25948962569236755, 0.019607843831181526, 0.5069981217384338, 0.0, 0.3043067753314972, 0.69456946849823, 0.0, 0.5807182192802429, 0.8587128520011902, 0.0, 0.5227910280227661]","[6.502479664050043e-05, 0.0025466878432780504, 0.00021579308668151498, 0.3909619450569153, 0.00010067947732750326, 0.03646465390920639, 0.010299568064510822, 1.7317161109531298e-05, 0.6701615452766418, 0.022836938500404358, 0.00016964269161690027, 0.20364081859588623, 0.00015524447371717542, 0.4202110171318054, 0.6513336896896362, 0.00841380376368761, 0.49341320991516113, 0.7972160577774048, 0.0024147199001163244, 0.31525012850761414]","[18, 588, 51, 120018, 51, 16649, 2988, 6, 332440, 6270, 51, 71519, 21, 138735, 256366, 4176, 91392, 286629, 12, 26743]",0.6797692179679871,0.5449517965316772,0.6061460971832275,0.47672152519226074,0.7737496495246887,0.6540740132331848,0.5352931618690491,0.8160536885261536,0.03977261856198311,0.019847115501761436,0.02199830487370491,0.011510058306157589,0.2071334719657898,0.10162997990846634,0.00897474680095911,0.9537200927734375,0.45074352622032166,0.2259216010570526,0.3485213816165924,0.1748782843351364,0.6378166079521179,0.3190438151359558,0.19553130865097046,0.8254777193069458,0.5959559082984924,0.5320319533348083,0.5273874998092651,0.47604215145111084,0.6850187182426453,0.6391730904579163,0.5083786845207214,0.6176491975784302,0.31344297528266907,0.12152182310819626,0.36745643615722656,0.14183971285820007,0.2732737064361572,0.10636081546545029,0.15223099291324615,0.8840352296829224,0.0002535496896598488,0.0005291005363687873,0.0002770083083305508,0.00028368792845867574,0.00023375409364234656,0.003921568859368563,0.002243687165901065,0.997050404548645,"[[534690, 18], [6, 0]]","[[533439, 584], [687, 4]]","[[534021, 51], [642, 0]]","[[272320, 43436], [142376, 76582]]","[[533887, 51], [776, 0]]","[[507731, 16403], [10334, 246]]","[[501337, 2569], [30389, 419]]","[[534676, 6], [32, 0]]","[[79510, 94429], [122764, 238011]]","[[469023, 4643], [59421, 1627]]","[[533959, 50], [704, 1]]","[[312524, 35259], [150671, 36260]]","[[534624, 21], [69, 0]]","[[333247, 96517], [62732, 42218]]","[[146428, 78302], [131920, 178064]]","[[527722, 4176], [2816, 0]]","[[384930, 38319], [58392, 53073]]","[[145181, 40497], [102904, 246132]]","[[534688, 12], [14, 0]]","[[465769, 12762], [42202, 13981]]","[[91380, 12], [0, 0]]","[[90601, 521], [266, 4]]","[[91084, 51], [257, 0]]","[[34043, 12044], [27452, 17853]]","[[91273, 39], [80, 0]]","[[86820, 978], [3487, 107]]","[[81844, 873], [8570, 105]]","[[91386, 6], [0, 0]]","[[4310, 17491], [6391, 63200]]","[[84870, 246], [6255, 21]]","[[91157, 44], [190, 1]]","[[53684, 5668], [26914, 5126]]","[[91381, 9], [2, 0]]","[[72034, 358], [18845, 155]]","[[17269, 27465], [17158, 29500]]","[[85627, 3491], [2274, 0]]","[[0, 38319], [0, 53073]]","[[63035, 33], [28267, 57]]","[[91384, 6], [2, 0]]","[[79794, 27], [11561, 10]]","[[286623, 6], [0, 0]]","[[286258, 63], [308, 0]]","[[286628, 0], [1, 0]]","[[145439, 28260], [62325, 50605]]","[[286182, 9], [438, 0]]","[[267094, 15425], [3971, 139]]","[[267692, 1582], [17044, 311]]","[[286629, 0], [0, 0]]","[[20952, 70225], [39902, 155550]]","[[239012, 4091], [41949, 1577]]","[[286172, 3], [454, 0]]","[[138263, 28769], [89852, 29745]]","[[286563, 12], [54, 0]]","[[240436, 4148], [38308, 3737]]","[[51523, 40900], [50909, 143297]]","[[285680, 685], [264, 0]]","[[260759, 56], [25780, 34]]","[[0, 40497], [0, 246132]]","[[286611, 6], [12, 0]]","[[265730, 54], [20810, 35]]","[[26743, 0], [0, 0]]","[[26742, 0], [1, 0]]","[[26742, 0], [1, 0]]","[[6210, 3003], [9328, 8202]]","[[26737, 6], [0, 0]]","[[26704, 0], [39, 0]]","[[26233, 109], [401, 0]]","[[26741, 0], [2, 0]]","[[928, 6660], [558, 18597]]","[[25104, 290], [1318, 31]]","[[26740, 3], [0, 0]]","[[17696, 277], [7537, 1233]]","[[26743, 0], [0, 0]]","[[20752, 227], [5602, 162]]","[[8625, 9955], [2838, 5325]]","[[26743, 0], [0, 0]]","[[24982, 22], [1724, 15]]","[[14793, 25], [11861, 64]]","[[26743, 0], [0, 0]]","[[0, 12762], [0, 13981]]"
dinov3_large_mean_uniform_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,{'weight_method': 'uniform'},False,fish-benchmark,2ofuzm43,fishfollow,test_frames,1000,6imjkwjo,0.5488882064819336,0.17685073614120483,0.6091595888137817,0.2214966118335724,0.4994697570800781,0.1796543300151825,0.19853094220161438,0.8958996534347534,"[0.0, 0.0, 0.0, 0.3924237787723541, 0.0, 0.013936523348093033, 0.001463057822547853, 0.0, 0.6931005716323853, 0.0, 0.0, 0.14566224813461304, 0.0, 0.13661439716815948, 0.5705509185791016, 0.001251564477570355, 0.5729228258132935, 0.6593549847602844, 0.0, 0.3497339189052582]","[0.0, 0.0, 0.0, 0.4379677176475525, 0.0, 0.07467911392450333, 0.002695417730137706, 0.0, 0.6637225151062012, 0.0, 0.0, 0.2905433475971222, 0.0, 0.8013592958450317, 0.6422708034515381, 0.004878048785030842, 0.484648197889328, 0.7685741186141968, 0.0, 0.2585941553115845]","[0.0, 0.0, 0.0, 0.3554597795009613, 0.0, 0.007685379590839148, 0.001004016026854515, 0.0, 0.7251997590065002, 0.0, 0.0, 0.09719526767730713, 0.0, 0.07467219233512878, 0.5132394433021545, 0.0007178750820457935, 0.7005159258842468, 0.5773149728775024, 0.0, 0.5400821566581726]","[9.763016714714468e-05, 0.003980652429163456, 0.00020498821686487645, 0.42529556155204773, 0.0003351740015204996, 0.048741020262241364, 0.007113455329090357, 8.252439874922857e-05, 0.681590735912323, 0.02712514065206051, 0.0003562816418707371, 0.20299984514713287, 4.667213943321258e-05, 0.36335504055023193, 0.6458242535591125, 0.05271764099597931, 0.5213945508003235, 0.7616115212440491, 5.5417767725884914e-05, 0.22769060730934143]","[18, 588, 51, 120188, 51, 16655, 2988, 6, 332729, 6270, 51, 71629, 21, 138954, 256582, 4179, 91484, 286788, 12, 26770]",0.6037830710411072,0.5273372530937195,0.604889452457428,0.5039387941360474,0.6026806831359863,0.6059709787368774,0.5035655498504639,0.8002776503562927,0.0005173305980861187,0.00036576445563696325,0.0017636683769524097,0.0006738544325344265,0.00030312215676531196,0.00025100400671362877,0.00960605964064598,0.9945802688598633,0.39233189821243286,0.19621188938617706,0.4379677176475525,0.21898385882377625,0.35530900955200195,0.17772988975048065,0.21281537413597107,0.876250684261322,0.6062218546867371,0.46977123618125916,0.6412087082862854,0.5321788787841797,0.5748555064201355,0.4452114999294281,0.5101382732391357,0.6922996640205383,0.12330954521894455,0.05018363893032074,0.7119907736778259,0.2920128107070923,0.06749992072582245,0.02745252288877964,0.13739286363124847,0.9068910479545593,0.0009978379821404815,0.00025031290715560317,0.0017321016639471054,0.0009756097570061684,0.000700770819094032,0.0001435750164091587,0.01065472885966301,0.9977532029151917,"[[534522, 18], [174, 0]]","[[533996, 588], [130, 0]]","[[534225, 51], [438, 0]]","[[359702, 77466], [54824, 42722]]","[[534663, 51], [0, 0]]","[[516473, 16527], [1586, 128]]","[[530616, 2985], [1110, 3]]","[[534617, 6], [91, 0]]","[[79732, 91434], [122253, 241295]]","[[528424, 6270], [20, 0]]","[[534648, 51], [15, 0]]","[[446085, 64667], [17000, 6962]]","[[534682, 21], [11, 0]]","[[393188, 128578], [2572, 10376]]","[[204785, 124894], [73347, 131688]]","[[529923, 4176], [612, 3]]","[[375084, 27398], [68146, 64086]]","[[198072, 121221], [49854, 165567]]","[[533785, 12], [917, 0]]","[[466492, 12312], [41452, 14458]]","[[91472, 12], [0, 0]]","[[90890, 526], [68, 0]]","[[91195, 51], [238, 0]]","[[53048, 21279], [8480, 8677]]","[[91445, 39], [0, 0]]","[[89859, 982], [538, 105]]","[[90506, 978], [0, 0]]","[[91471, 6], [7, 0]]","[[2197, 13942], [8494, 66851]]","[[91215, 267], [2, 0]]","[[91433, 45], [6, 0]]","[[77098, 10735], [3556, 95]]","[[91473, 9], [2, 0]]","[[90767, 645], [67, 5]]","[[24502, 32048], [9942, 24992]]","[[87536, 3490], [455, 3]]","[[0, 27398], [0, 64086]]","[[83560, 62], [7811, 51]]","[[90863, 6], [615, 0]]","[[81492, 42], [9941, 9]]","[[286778, 6], [4, 0]]","[[286725, 63], [0, 0]]","[[286787, 0], [1, 0]]","[[178857, 49672], [28946, 29313]]","[[286779, 9], [0, 0]]","[[270488, 15545], [732, 23]]","[[283805, 1890], [1090, 3]]","[[286788, 0], [0, 0]]","[[23762, 71622], [37041, 154363]]","[[281102, 5668], [18, 0]]","[[286783, 3], [2, 0]]","[[219083, 52112], [9113, 6480]]","[[286769, 12], [7, 0]]","[[276703, 6546], [1916, 1623]]","[[80246, 83039], [22192, 101311]]","[[286096, 686], [6, 0]]","[[260591, 70], [26084, 43]]","[[0, 121221], [0, 165567]]","[[286686, 6], [96, 0]]","[[264292, 75], [22387, 34]]","[[26770, 0], [0, 0]]","[[26770, 0], [0, 0]]","[[26770, 0], [0, 0]]","[[12704, 6437], [2844, 4785]]","[[26764, 6], [0, 0]]","[[26770, 0], [0, 0]]","[[26661, 109], [0, 0]]","[[26770, 0], [0, 0]]","[[1086, 5798], [398, 19488]]","[[26449, 321], [0, 0]]","[[26767, 3], [0, 0]]","[[24596, 1124], [659, 391]]","[[26770, 0], [0, 0]]","[[25768, 407], [589, 6]]","[[8901, 9842], [2570, 5457]]","[[26770, 0], [0, 0]]","[[23830, 22], [2889, 29]]","[[24631, 98], [2030, 11]]","[[26770, 0], [0, 0]]","[[0, 12312], [0, 14458]]"
dinov3_large_mean_focal_loss_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",False,fish-benchmark,cazotywv,fishfollow,test_frames,1000,va5c717u,0.5763939619064331,0.2059382200241089,0.49629414081573486,0.180580735206604,0.6873254776000977,0.2799072265625,0.19644060730934143,0.8719003796577454,"[0.0, 0.009482759051024914, 0.0, 0.44838136434555054, 0.00030788176809437573, 0.01875176839530468, 0.01690705679357052, 0.0, 0.738673746585846, 0.055067647248506546, 0.0005998800043016672, 0.26622670888900757, 0.0, 0.29784324765205383, 0.6528906226158142, 0.0, 0.5491868257522583, 0.7643754482269287, 0.002073613228276372, 0.29799559712409973]","[0.0, 0.005429417360574007, 0.0, 0.35776641964912415, 0.00015515903942286968, 0.022827116772532463, 0.009071126580238342, 0.0, 0.6460966467857361, 0.033826638013124466, 0.0003022517776116729, 0.20067742466926575, 0.0, 0.4016266465187073, 0.5711543560028076, 0.0, 0.4381931722164154, 0.7304323315620422, 0.0010432967683300376, 0.19301265478134155]","[0.0, 0.03741496428847313, 0.0, 0.6004676222801208, 0.019607843831181526, 0.01591113768517971, 0.12416332215070724, 0.0, 0.8622182011604309, 0.1480063796043396, 0.03921568766236305, 0.39537060260772705, 0.0, 0.23668263852596283, 0.7619279623031616, 0.0, 0.7354838252067566, 0.801626980304718, 0.1666666716337204, 0.6533806324005127]","[8.136672840919346e-05, 0.002902341540902853, 0.0001846118102548644, 0.4188583493232727, 0.00016518942720722407, 0.03426717594265938, 0.008042605593800545, 8.086203888524324e-05, 0.688219428062439, 0.026647331193089485, 0.0001866676757344976, 0.1892966330051422, 5.742930807173252e-05, 0.3996245563030243, 0.6346576809883118, 0.019872641190886497, 0.5152546763420105, 0.7949718832969666, 0.0005603738827630877, 0.19488021731376648]","[18, 588, 51, 120188, 51, 16655, 2988, 6, 332729, 6270, 51, 71629, 21, 138954, 256582, 4179, 91484, 286788, 12, 26770]",0.652878999710083,0.5371859669685364,0.5630089044570923,0.45387938618659973,0.7768898010253906,0.7301638126373291,0.5017022490501404,0.7914093732833862,0.029697738587856293,0.020364366471767426,0.016707560047507286,0.012081795372068882,0.13347479701042175,0.07739616930484772,0.009444222785532475,0.9596415162086487,0.4395182728767395,0.2243446260690689,0.3466944694519043,0.17896078526973724,0.6002212166786194,0.3100377321243286,0.20951177179813385,0.8278846144676208,0.6430500745773315,0.5525970458984375,0.5506612658500671,0.47264283895492554,0.7726904153823853,0.6731722354888916,0.5040578842163086,0.6465587019920349,0.2660391330718994,0.10553167015314102,0.35412684082984924,0.1414845883846283,0.21304501593112946,0.08419792354106903,0.14465753734111786,0.8859652280807495,0.0005316321039572358,0.00053469865815714,0.00037150553544051945,0.000269109703367576,0.0009343611309304833,0.04117647185921669,0.004151695407927036,0.9943745732307434,"[[534645, 18], [51, 0]]","[[530096, 566], [4030, 22]]","[[527982, 51], [6681, 0]]","[[284974, 48019], [129552, 72169]]","[[528219, 50], [6444, 1]]","[[506715, 16390], [11344, 265]]","[[491198, 2617], [40528, 371]]","[[534585, 6], [123, 0]]","[[44841, 45844], [157144, 286885]]","[[501938, 5342], [26506, 928]]","[[528048, 49], [6615, 2]]","[[350283, 43309], [112802, 28320]]","[[534210, 21], [483, 0]]","[[346761, 106066], [48999, 32888]]","[[131345, 61085], [146787, 195497]]","[[528836, 4179], [1699, 0]]","[[356964, 24199], [86266, 67285]]","[[163082, 56891], [84844, 229897]]","[[532787, 10], [1915, 2]]","[[434814, 9279], [73130, 17491]]","[[91472, 12], [0, 0]]","[[88857, 504], [2101, 22]]","[[87664, 51], [3769, 0]]","[[38575, 12894], [22953, 17062]]","[[89870, 38], [1575, 1]]","[[88339, 995], [2058, 92]]","[[89731, 970], [775, 8]]","[[91478, 6], [0, 0]]","[[556, 4201], [10135, 76592]]","[[88780, 255], [2437, 12]]","[[90199, 43], [1240, 2]]","[[60591, 7386], [20063, 3444]]","[[91340, 9], [135, 0]]","[[79421, 524], [11413, 126]]","[[16022, 18384], [18422, 38656]]","[[86654, 3493], [1337, 0]]","[[0, 24199], [0, 67285]]","[[74993, 44], [16378, 69]]","[[90865, 4], [613, 2]]","[[71501, 42], [19932, 9]]","[[286776, 6], [6, 0]]","[[286135, 63], [590, 0]]","[[286754, 0], [34, 0]]","[[145103, 30364], [62700, 48621]]","[[283612, 9], [3167, 0]]","[[266832, 15395], [4388, 173]]","[[248104, 1532], [36791, 361]]","[[286788, 0], [0, 0]]","[[10908, 37456], [49895, 188529]]","[[260345, 4760], [20775, 908]]","[[282537, 3], [4248, 0]]","[[164897, 34533], [63299, 24059]]","[[286532, 12], [244, 0]]","[[246236, 4840], [32383, 3329]]","[[49005, 36985], [53433, 147365]]","[[285984, 686], [118, 0]]","[[251188, 59], [35487, 54]]","[[0, 56891], [0, 229897]]","[[286274, 6], [508, 0]]","[[248429, 50], [38250, 59]]","[[26770, 0], [0, 0]]","[[26737, 0], [33, 0]]","[[26444, 0], [326, 0]]","[[9547, 4656], [6001, 6566]]","[[26764, 6], [0, 0]]","[[26770, 0], [0, 0]]","[[26593, 109], [68, 0]]","[[26770, 0], [0, 0]]","[[494, 4151], [990, 21135]]","[[26182, 313], [267, 8]]","[[26767, 3], [0, 0]]","[[18024, 803], [7231, 712]]","[[26761, 0], [9, 0]]","[[21121, 205], [5236, 208]]","[[6931, 5729], [4540, 9570]]","[[26770, 0], [0, 0]]","[[22499, 12], [4220, 39]]","[[17108, 49], [9553, 60]]","[[26770, 0], [0, 0]]","[[0, 9279], [0, 17491]]"
