id,model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,batch_size,classifier,label_type,val_subset,train_subset,weight_decay,learning_rate,sliding_style,weight_config,freeze_backbone,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,acc,f1_per_class,precision_per_class,recall_per_class,positive_per_class,habitat_f1_micro,habitat_f1_macro,habitat_precision_micro,habitat_precision_macro,habitat_recall_micro,habitat_recall_macro,habitat_acc,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_acc,movement_f1_micro,movement_f1_macro,movement_precision_micro,movement_precision_macro,movement_recall_micro,movement_recall_macro,movement_acc,foraging_f1_micro,foraging_f1_macro,foraging_precision_micro,foraging_precision_macro,foraging_recall_micro,foraging_recall_macro,foraging_acc,interactions_f1_micro,interactions_f1_macro,interactions_precision_micro,interactions_precision_macro,interactions_recall_micro,interactions_recall_macro,interactions_acc,other_f1_micro,other_f1_macro,other_precision_micro,other_precision_macro,other_recall_micro,other_recall_macro,other_acc,Other behavior,Medium bites,High bites,Traversing/swimming,Departure,Cleaner wrasse,Low bites,Change in Focal Fish,Solo foraging/swimming,Seafloor bites,Aggressive on focal,Social foraging/swimming,Sand rubbing,Not visible,Foraging,Idle,Coral habitat,Rubble habitat,Aggressive by focal,Sand habitat,Other behavior__Coral habitat_habitat,Medium bites__Coral habitat_habitat,High bites__Coral habitat_habitat,Traversing/swimming__Coral habitat_habitat,Departure__Coral habitat_habitat,Cleaner wrasse__Coral habitat_habitat,Low bites__Coral habitat_habitat,Change in Focal Fish__Coral habitat_habitat,Solo foraging/swimming__Coral habitat_habitat,Seafloor bites__Coral habitat_habitat,Aggressive on focal__Coral habitat_habitat,Social foraging/swimming__Coral habitat_habitat,Sand rubbing__Coral habitat_habitat,Not visible__Coral habitat_habitat,Foraging__Coral habitat_habitat,Idle__Coral habitat_habitat,Coral habitat__Coral habitat_habitat,Rubble habitat__Coral habitat_habitat,Aggressive by focal__Coral habitat_habitat,Sand habitat__Coral habitat_habitat,Other behavior__Rubble habitat_habitat,Medium bites__Rubble habitat_habitat,High bites__Rubble habitat_habitat,Traversing/swimming__Rubble habitat_habitat,Departure__Rubble habitat_habitat,Cleaner wrasse__Rubble habitat_habitat,Low bites__Rubble habitat_habitat,Change in Focal Fish__Rubble habitat_habitat,Solo foraging/swimming__Rubble habitat_habitat,Seafloor bites__Rubble habitat_habitat,Aggressive on focal__Rubble habitat_habitat,Social foraging/swimming__Rubble habitat_habitat,Sand rubbing__Rubble habitat_habitat,Not visible__Rubble habitat_habitat,Foraging__Rubble habitat_habitat,Idle__Rubble habitat_habitat,Coral habitat__Rubble habitat_habitat,Rubble habitat__Rubble habitat_habitat,Aggressive by focal__Rubble habitat_habitat,Sand habitat__Rubble habitat_habitat,Other behavior__Sand habitat_habitat,Medium bites__Sand habitat_habitat,High bites__Sand habitat_habitat,Traversing/swimming__Sand habitat_habitat,Departure__Sand habitat_habitat,Cleaner wrasse__Sand habitat_habitat,Low bites__Sand habitat_habitat,Change in Focal Fish__Sand habitat_habitat,Solo foraging/swimming__Sand habitat_habitat,Seafloor bites__Sand habitat_habitat,Aggressive on focal__Sand habitat_habitat,Social foraging/swimming__Sand habitat_habitat,Sand rubbing__Sand habitat_habitat,Not visible__Sand habitat_habitat,Foraging__Sand habitat_habitat,Idle__Sand habitat_habitat,Coral habitat__Sand habitat_habitat,Rubble habitat__Sand habitat_habitat,Aggressive by focal__Sand habitat_habitat,Sand habitat__Sand habitat_habitat
dinov3_large_attention_uniform_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,weight_method='uniform',True,fish-benchmark,7jxti3iw,fishfollow,test_frames,1000,nhvzmsb9,0.999999995,0.2517521840995275,1.0,0.22460441291332245,1.0,0.28636491298675537,0.9267605543136597,"[0.0, 0.031982943443857395, 0.0, 0.5385853905257879, 0.0, 0.07081943057771381, 0.06135787677622608, 0.0, 0.7794407688372506, 0.022209706735564994, 0.0, 0.36161510220074505, 0.0, 0.44900447214482714, 0.7179045576058358, 0.0030788177147031835, 0.6252046717347763, 0.82766527508761, 0.0, 0.363053295894501]","[0.0, 0.04285714402794838, 0.0, 0.43151557445526123, 0.0, 0.06699029356241226, 0.06251698732376099, 0.0, 0.6730096340179443, 0.15598885715007782, 0.0, 0.30816590785980225, 0.0, 0.5246559977531433, 0.6623323559761047, 0.0026881720405071974, 0.552198052406311, 0.7595517039299011, 0.0, 0.2496175318956375]","[0.0, 0.025510204955935478, 0.0, 0.7163230776786804, 0.0, 0.07511284947395325, 0.0602409653365612, 0.0, 0.9258578419685364, 0.01195600163191557, 0.0, 0.437495619058609, 0.0, 0.39242035150527954, 0.7836562991142273, 0.0036023054271936417, 0.7204569578170776, 0.9091985821723938, 0.0, 0.6654669642448425]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]",0.999999995,0.6194803222589549,1.0,0.5204557776451111,1.0,0.7650408744812012,0.8780101537704468,0.999999995,0.03555995045090933,1.0,0.06534074246883392,1.0,0.024426791816949844,0.9964625835418701,0.999999995,0.2692926905707242,1.0,0.21575778722763062,1.0,0.3581615388393402,0.9009246230125427,0.999999995,0.6206061113929272,1.0,0.5478360056877136,1.0,0.7156699299812317,0.7886614799499512,0.999999995,0.1741060183165269,1.0,0.19721543788909912,1.0,0.15584440529346466,0.9189205169677734,0.999999995,0.0006157586519528014,1.0,0.0005376344197429717,1.0,0.0007204610737971961,0.9981470704078674,"[[534689, 6], [19, 0]]","[[534169, 195], [349, 1]]","[[534428, 17], [269, 0]]","[[342474, 65839], [72618, 53783]]","[[534551, 17], [146, 0]]","[[514246, 16348], [3853, 267]]","[[530052, 983], [3666, 13]]","[[534609, 2], [103, 0]]","[[81497, 89298], [121341, 242578]]","[[532267, 2088], [356, 3]]","[[534364, 17], [333, 0]]","[[432827, 58034], [30604, 13249]]","[[534675, 7], [32, 0]]","[[369325, 109135], [27124, 29130]]","[[208008, 120521], [70840, 135345]]","[[530179, 4163], [371, 1]]","[[410413, 51396], [33095, 39810]]","[[181413, 79475], [67006, 206820]]","[[534694, 4], [16, 0]]","[[471127, 14564], [36914, 12109]]","[[91201, 4], [1, 0]]","[[90884, 174], [147, 1]]","[[91043, 17], [146, 0]]","[[46354, 16543], [15101, 13208]]","[[91162, 13], [31, 0]]","[[88985, 970], [1140, 111]]","[[90284, 324], [596, 2]]","[[91194, 2], [10, 0]]","[[4208, 15304], [6503, 65191]]","[[91106, 89], [11, 0]]","[[91144, 15], [47, 0]]","[[77748, 9919], [2718, 821]]","[[91200, 3], [3, 0]]","[[78370, 205], [12607, 24]]","[[27690, 33821], [6709, 22986]]","[[87399, 3482], [324, 1]]","[[0, 51396], [0, 39810]]","[[74387, 11], [16795, 13]]","[[91197, 2], [7, 0]]","[[82169, 6], [9028, 3]]","[[286293, 2], [0, 0]]","[[286137, 21], [137, 0]]","[[286293, 0], [2, 0]]","[[178353, 44312], [29373, 34257]]","[[286181, 3], [111, 0]]","[[269250, 15378], [1511, 156]]","[[283111, 620], [2553, 11]]","[[286295, 0], [0, 0]]","[[22326, 66326], [38636, 159007]]","[[284231, 1888], [175, 1]]","[[286025, 1], [269, 0]]","[[206159, 46710], [21802, 11624]]","[[286265, 4], [26, 0]]","[[267233, 4951], [11751, 2360]]","[[74019, 76357], [28435, 107484]]","[[285603, 681], [11, 0]]","[[272852, 17], [13419, 7]]","[[0, 79475], [0, 206820]]","[[286286, 2], [7, 0]]","[[268429, 20], [17839, 7]]","[[26672, 0], [1, 0]]","[[26673, 0], [0, 0]]","[[26646, 0], [27, 0]]","[[10047, 4821], [5479, 6326]]","[[26671, 2], [0, 0]]","[[26672, 0], [1, 0]]","[[26617, 36], [20, 0]]","[[26673, 0], [0, 0]]","[[913, 7401], [581, 17778]]","[[26447, 105], [119, 2]]","[[26669, 1], [3, 0]]","[[22358, 752], [2819, 744]]","[[26673, 0], [0, 0]]","[[23568, 296], [2770, 39]]","[[9167, 10351], [2278, 4877]]","[[26673, 0], [0, 0]]","[[25748, 5], [916, 4]]","[[19865, 15], [6781, 12]]","[[26673, 0], [0, 0]]","[[0, 14564], [0, 12109]]"
dinov3_large_attention_focal_loss_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,attention,balanced,False,dinov3_large,True,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",True,fish-benchmark,afxq5pmy,fishfollow,test_frames,1000,12355o6l,0.999999995,0.2570896494770867,1.0,0.1960640251636505,1.0,0.3732718527317047,0.8953894972801208,"[0.0, 0.048551054465897435, 0.0, 0.5055995378621191, 0.0, 0.03606590553602749, 0.11117859270385923, 0.0, 0.7730998936042135, 0.2100203009470233, 0.00793650770414659, 0.3159555416252711, 0.0, 0.4579433186094632, 0.6959348894728234, 0.0, 0.595624575993758, 0.8162398175276029, 0.0, 0.3695999655582326]","[0.0, 0.046309694647789, 0.0, 0.3549676239490509, 0.0, 0.023724008351564407, 0.06582705676555634, 0.0, 0.6654396653175354, 0.13294456899166107, 0.0042553190141916275, 0.19745787978172302, 0.0, 0.40882325172424316, 0.5798460841178894, 0.0, 0.4812183082103729, 0.7092878818511963, 0.0, 0.25117918848991394]","[0.0, 0.051020409911870956, 0.0, 0.8783167004585266, 0.0, 0.0751730352640152, 0.35742971301078796, 0.0, 0.9223203659057617, 0.49976086616516113, 0.05882352963089943, 0.7901182770729065, 0.0, 0.5204787850379944, 0.870142936706543, 0.0, 0.7813959717750549, 0.9611729383468628, 0.0, 0.6992838978767395]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]",0.999999995,0.6043258257013302,1.0,0.4805618226528168,1.0,0.8139509558677673,0.8501123785972595,0.999999995,0.09650005425939139,1.0,0.0612703301012516,1.0,0.2270527482032776,0.9603049755096436,0.999999995,0.25279976483144095,1.0,0.17748381197452545,1.0,0.4391583502292633,0.8535815477371216,0.999999995,0.6170934773157385,1.0,0.48091450333595276,1.0,0.8608605265617371,0.7039358019828796,0.999999995,0.1670542626784508,1.0,0.14418242871761322,1.0,0.19855059683322906,0.903952419757843,0.999999995,0.0015873003045848934,1.0,0.0008510638144798577,1.0,0.0117647061124444,0.9970810413360596,"[[534702, 6], [6, 0]]","[[533827, 196], [691, 0]]","[[534055, 17], [642, 0]]","[[272534, 43222], [142558, 76400]]","[[533921, 17], [776, 0]]","[[507764, 16370], [10335, 245]]","[[503056, 850], [30662, 146]]","[[534680, 2], [32, 0]]","[[79716, 94223], [123122, 237653]]","[[472118, 1548], [60505, 543]]","[[533992, 17], [705, 0]]","[[312652, 35131], [150779, 36152]]","[[534638, 7], [69, 0]]","[[333611, 96153], [62838, 42112]]","[[146640, 78090], [132208, 177776]]","[[527734, 4164], [2816, 0]]","[[385022, 38227], [58486, 52979]]","[[145273, 40405], [103146, 245890]]","[[534696, 4], [14, 0]]","[[465816, 12715], [42225, 13958]]","[[91202, 4], [0, 0]]","[[90763, 175], [268, 0]]","[[90934, 17], [255, 0]]","[[34025, 11961], [27430, 17790]]","[[91113, 13], [80, 0]]","[[86645, 975], [3480, 106]]","[[82248, 292], [8632, 34]]","[[91204, 2], [0, 0]]","[[4307, 17441], [6404, 63054]]","[[84862, 81], [6255, 8]]","[[91000, 15], [191, 0]]","[[53589, 5638], [26877, 5102]]","[[91201, 3], [2, 0]]","[[72087, 177], [18890, 52]]","[[17248, 27385], [17151, 29422]]","[[85455, 3483], [2268, 0]]","[[0, 38227], [0, 52979]]","[[62935, 9], [28247, 15]]","[[91202, 2], [2, 0]]","[[79641, 6], [11556, 3]]","[[286293, 2], [0, 0]]","[[285966, 21], [308, 0]]","[[286294, 0], [1, 0]]","[[145372, 28108], [62354, 50461]]","[[285854, 3], [438, 0]]","[[266797, 15395], [3964, 139]]","[[268434, 520], [17230, 111]]","[[286295, 0], [0, 0]]","[[20989, 70048], [39973, 155285]]","[[241443, 1365], [42963, 524]]","[[285840, 1], [454, 0]]","[[138118, 28671], [89843, 29663]]","[[286237, 4], [54, 0]]","[[240633, 3680], [38351, 3631]]","[[51496, 40778], [50958, 143063]]","[[285351, 681], [263, 0]]","[[260515, 15], [25756, 9]]","[[0, 40405], [0, 245890]]","[[286281, 2], [12, 0]]","[[265451, 18], [20817, 9]]","[[26673, 0], [0, 0]]","[[26672, 0], [1, 0]]","[[26672, 0], [1, 0]]","[[6202, 2981], [9324, 8166]]","[[26671, 2], [0, 0]]","[[26634, 0], [39, 0]]","[[26238, 36], [399, 0]]","[[26671, 0], [2, 0]]","[[933, 6632], [561, 18547]]","[[25234, 96], [1332, 11]]","[[26672, 1], [0, 0]]","[[17657, 273], [7520, 1223]]","[[26673, 0], [0, 0]]","[[20739, 185], [5599, 150]]","[[8612, 9923], [2833, 5305]]","[[26673, 0], [0, 0]]","[[24937, 5], [1727, 4]]","[[14779, 8], [11867, 19]]","[[26673, 0], [0, 0]]","[[0, 12715], [0, 13958]]"
dinov3_large_mean_uniform_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,{'weight_method': 'uniform'},False,fish-benchmark,2ofuzm43,fishfollow,test_frames,1000,6imjkwjo,0.999999995,0.23791022497138206,1.0,0.2443416863679886,1.0,0.23180866241455078,0.9136887192726135,"[0.0, 0.0, 0.0, 0.49462676494386754, 0.0, 0.03946760764002267, 0.011954022691087897, 0.0, 0.7578993657862, 0.0028591851486410866, 0.0, 0.24835678749548876, 0.0, 0.18729096467666972, 0.6541399974559851, 0.006415001295500585, 0.6058682836071168, 0.7428479721441597, 0.0, 0.37534599319588835]","[0.0, 0.0, 0.0, 0.44300124049186707, 0.0, 0.07642940431833267, 0.02336028777062893, 0.0, 0.669617235660553, 0.4000000059604645, 0.0, 0.2948835790157318, 0.0, 0.8026722073554993, 0.6480649709701538, 0.004878048785030842, 0.4905090928077698, 0.7726591229438782, 0.0, 0.2607583701610565]","[0.0, 0.0, 0.0, 0.5598719120025635, 0.0, 0.02660246752202511, 0.00803212821483612, 0.0, 0.8729947209358215, 0.0014347202377393842, 0.0, 0.21451117098331451, 0.0, 0.10601381212472916, 0.6603299975395203, 0.009365994483232498, 0.7921737432479858, 0.7152517437934875, 0.0, 0.669590950012207]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]",0.999999995,0.5976158356675145,1.0,0.5079755187034607,1.0,0.72567218542099,0.8335770964622498,0.999999995,0.004629893704925273,1.0,0.10584007203578949,1.0,0.0023667120840400457,0.9976828694343567,0.999999995,0.24731337753983687,1.0,0.22150062024593353,1.0,0.27993595600128174,0.899947464466095,0.999999995,0.5591594011508119,1.0,0.5375218987464905,1.0,0.5826119780540466,0.7542505860328674,0.999999995,0.0768219309671971,1.0,0.2930338680744171,1.0,0.044205427169799805,0.910225510597229,0.999999995,0.0012829957554780368,1.0,0.0009756097570061684,1.0,0.0018731988966464996,0.9977977275848389,"[[534534, 6], [174, 0]]","[[534388, 196], [130, 0]]","[[534259, 17], [438, 0]]","[[360144, 77024], [54948, 42598]]","[[534697, 17], [0, 0]]","[[516513, 16487], [1586, 128]]","[[532606, 995], [1112, 1]]","[[534621, 2], [91, 0]]","[[80084, 91082], [122754, 240794]]","[[532603, 2091], [20, 0]]","[[534682, 17], [15, 0]]","[[446412, 64340], [17019, 6943]]","[[534696, 7], [11, 0]]","[[393872, 127894], [2577, 10371]]","[[205243, 124436], [73605, 131430]]","[[529938, 4161], [612, 3]]","[[375178, 27304], [68330, 63902]]","[[198358, 120935], [50061, 165360]]","[[533793, 4], [917, 0]]","[[466562, 12242], [41479, 14431]]","[[91202, 4], [0, 0]]","[[90964, 175], [67, 0]]","[[90951, 17], [238, 0]]","[[52987, 21104], [8468, 8647]]","[[91193, 13], [0, 0]]","[[89588, 976], [537, 105]]","[[90880, 326], [0, 0]]","[[91197, 2], [7, 0]]","[[2200, 13857], [8511, 66638]]","[[91115, 89], [2, 0]]","[[91185, 15], [6, 0]]","[[76923, 10646], [3543, 94]]","[[91201, 3], [2, 0]]","[[90909, 228], [68, 1]]","[[24465, 31896], [9934, 24911]]","[[87269, 3480], [454, 3]]","[[0, 27304], [0, 63902]]","[[83363, 13], [7819, 11]]","[[90590, 2], [614, 0]]","[[81259, 7], [9938, 2]]","[[286289, 2], [4, 0]]","[[286274, 21], [0, 0]]","[[286295, 0], [0, 0]]","[[178740, 49365], [28986, 29204]]","[[286292, 3], [0, 0]]","[[270030, 15511], [731, 23]]","[[284573, 630], [1091, 1]]","[[286295, 0], [0, 0]]","[[23841, 71335], [37121, 153998]]","[[284388, 1889], [18, 0]]","[[286292, 1], [2, 0]]","[[218836, 51872], [9125, 6462]]","[[286284, 4], [7, 0]]","[[277064, 5698], [1920, 1613]]","[[80215, 82743], [22239, 101098]]","[[285608, 681], [6, 0]]","[[260214, 14], [26057, 10]]","[[0, 120935], [0, 165360]]","[[286197, 2], [96, 0]]","[[263881, 20], [22387, 7]]","[[26673, 0], [0, 0]]","[[26673, 0], [0, 0]]","[[26673, 0], [0, 0]]","[[12679, 6388], [2847, 4759]]","[[26671, 2], [0, 0]]","[[26673, 0], [0, 0]]","[[26637, 36], [0, 0]]","[[26673, 0], [0, 0]]","[[1090, 5759], [404, 19420]]","[[26566, 107], [0, 0]]","[[26672, 1], [0, 0]]","[[24517, 1108], [660, 388]]","[[26673, 0], [0, 0]]","[[25749, 330], [589, 5]]","[[8885, 9795], [2560, 5433]]","[[26673, 0], [0, 0]]","[[23770, 5], [2894, 4]]","[[24619, 25], [2027, 2]]","[[26673, 0], [0, 0]]","[[0, 12242], [0, 14431]]"
dinov3_large_mean_focal_loss_fishfollow_frames_w_temp,,40,fishfollow,val_mAP,mean,balanced,False,dinov3_large,False,adam,32,mlp,onehot,,,0.001,5e-05,frames_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.75, 'focal_loss_gamma': 5}",False,fish-benchmark,cazotywv,fishfollow,test_frames,1000,va5c717u,0.999999995,0.25195448528845316,1.0,0.1925806701183319,1.0,0.364257276058197,0.8895817995071411,"[0.0, 0.04594648087119274, 0.0, 0.5024352813301616, 0.0012283126166430024, 0.035302449553010026, 0.07430193993995371, 0.0, 0.775260053664144, 0.21274267206901187, 0.0026891759692353554, 0.3128163555355042, 0.0, 0.3879796610102841, 0.6979290995231062, 0.0, 0.5777467334909024, 0.8104162146801931, 0.010219723814788209, 0.30960759699018026]","[0.0, 0.030108587816357613, 0.0, 0.3631451427936554, 0.0006206361576914787, 0.023171676322817802, 0.04462211951613426, 0.0, 0.6524475812911987, 0.16953416168689728, 0.001360132941044867, 0.20385198295116425, 0.0, 0.4069998860359192, 0.5767958760261536, 0.0, 0.44389811158180237, 0.7350297570228577, 0.00521648395806551, 0.1948113590478897]","[0.0, 0.09693877398967743, 0.0, 0.8150674700737, 0.05882352963089943, 0.07408967614173889, 0.22188754379749298, 0.0, 0.9550283551216125, 0.285509318113327, 0.11764705926179886, 0.6720396280288696, 0.0, 0.3706578016281128, 0.883466362953186, 0.0, 0.8271604776382446, 0.9030335545539856, 0.25, 0.7537959814071655]","[6, 196, 17, 119622, 17, 16615, 996, 2, 331876, 2091, 17, 71283, 7, 138265, 255866, 4164, 91206, 286295, 4, 26673]",0.999999995,0.5897000275694307,1.0,0.4579130709171295,1.0,0.8279967308044434,0.8180672526359558,0.999999995,0.08697729970110783,1.0,0.061066217720508575,1.0,0.15108391642570496,0.9649667739868164,0.999999995,0.2568495874212034,1.0,0.18188288807868958,1.0,0.43694549798965454,0.8531495332717896,0.999999995,0.6082104399023405,1.0,0.4776984751224518,1.0,0.8368447422981262,0.7009909152984619,0.999999995,0.14577936594141852,1.0,0.14339052140712738,1.0,0.14824916422367096,0.8987471461296082,0.999999995,0.0025844153999727377,1.0,0.0013153234031051397,1.0,0.07352940738201141,0.9944108724594116,"[[534657, 6], [51, 0]]","[[530473, 189], [4045, 7]]","[[528016, 17], [6681, 0]]","[[285297, 47696], [129795, 71926]]","[[528252, 17], [6445, 0]]","[[506754, 16351], [11345, 264]]","[[492939, 876], [40779, 120]]","[[534589, 2], [123, 0]]","[[45032, 45653], [157806, 286223]]","[[505508, 1772], [27115, 319]]","[[528081, 16], [6616, 1]]","[[350520, 43072], [112911, 28211]]","[[534224, 7], [483, 0]]","[[347349, 105478], [49100, 32787]]","[[131615, 60815], [147233, 195051]]","[[528851, 4164], [1699, 0]]","[[357037, 24126], [86471, 67080]]","[[163234, 56739], [85185, 229556]]","[[532794, 3], [1916, 1]]","[[434873, 9220], [73168, 17453]]","[[91202, 4], [0, 0]]","[[88921, 168], [2110, 7]]","[[87422, 17], [3767, 0]]","[[38520, 12768], [22935, 16983]]","[[89625, 13], [1568, 0]]","[[88080, 990], [2045, 91]]","[[90104, 323], [776, 3]]","[[91204, 2], [0, 0]]","[[555, 4164], [10156, 76331]]","[[88681, 86], [2436, 3]]","[[89955, 14], [1236, 1]]","[[60453, 7321], [20013, 3419]]","[[91068, 3], [135, 0]]","[[79524, 201], [11453, 28]]","[[15985, 18287], [18414, 38520]]","[[86389, 3483], [1334, 0]]","[[0, 24126], [0, 67080]]","[[74806, 9], [16376, 15]]","[[90591, 1], [613, 1]]","[[71280, 7], [19917, 2]]","[[286287, 2], [6, 0]]","[[285687, 21], [587, 0]]","[[286264, 0], [31, 0]]","[[144992, 30134], [62734, 48435]]","[[283131, 3], [3161, 0]]","[[266382, 15361], [4379, 173]]","[[248642, 515], [37022, 116]]","[[286295, 0], [0, 0]]","[[10934, 37296], [50028, 188037]]","[[263054, 1576], [21352, 313]]","[[282052, 1], [4242, 0]]","[[164655, 34361], [63306, 23973]]","[[286048, 4], [243, 0]]","[[246559, 4085], [32425, 3226]]","[[48950, 36822], [53504, 147019]]","[[285496, 681], [118, 0]]","[[250831, 13], [35440, 11]]","[[0, 56739], [0, 229556]]","[[285786, 2], [507, 0]]","[[248016, 13], [38252, 14]]","[[26673, 0], [0, 0]]","[[26640, 0], [33, 0]]","[[26348, 0], [325, 0]]","[[9533, 4626], [5993, 6521]]","[[26671, 2], [0, 0]]","[[26673, 0], [0, 0]]","[[26569, 36], [68, 0]]","[[26673, 0], [0, 0]]","[[495, 4129], [999, 21050]]","[[26298, 104], [268, 3]]","[[26672, 1], [0, 0]]","[[17977, 792], [7200, 704]]","[[26664, 0], [9, 0]]","[[21108, 136], [5230, 199]]","[[6915, 5700], [4530, 9528]]","[[26673, 0], [0, 0]]","[[22437, 2], [4227, 7]]","[[17089, 16], [9557, 11]]","[[26673, 0], [0, 0]]","[[0, 9220], [0, 17453]]"
