model,epochs,dataset,monitor,pooling,sampler,shuffle,backbone,fulltune,optimizer,aggregator,batch_size,classifier,weight_decay,learning_rate,sliding_style,weight_config,training_entity,training_run_id,training_project,test_sliding_style,max_samples_per_class,run_id,f1_micro,f1_macro,precision_micro,precision_macro,recall_micro,recall_macro,mAP,acc,f1_per_class,mAP_per_class,precision_per_class,recall_per_class,positive_per_class,biting_f1_micro,biting_f1_macro,biting_precision_micro,biting_precision_macro,biting_recall_micro,biting_recall_macro,biting_mAP,biting_acc,biting_f1_per_class,biting_mAP_per_class,biting_precision_per_class,biting_recall_per_class,biting_positive_per_class,aggression_f1_micro,aggression_f1_macro,aggression_precision_micro,aggression_precision_macro,aggression_recall_micro,aggression_recall_macro,aggression_mAP,aggression_acc,aggression_f1_per_class,aggression_mAP_per_class,aggression_precision_per_class,aggression_recall_per_class,aggression_positive_per_class,id,label_type,val_subset,train_subset
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_stride,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,ki4frf65,coralcam,test_sliding_window,1000,yhaany2p,0.18146002292633057,0.0707353875041008,0.14040036499500275,0.06226808577775955,0.25646141171455383,0.11816205084323883,0.06773050129413605,0.9238401651382446,"[0.23553673923015594, 0.11814019829034805, 0.0, 0.0, 0.0]","[0.2074434608221054, 0.06815600395202637, -0.0, 0.06278310716152191, 0.0002698902681004256]","[0.24068322777748108, 0.07065720111131668, 0.0, 0.0, 0.0]","[0.23060573637485504, 0.3602044880390167, 0.0, 0.0, 0.0]","[9410.0, 2543.0, 0.0, 55.0, 25.0]",0.18188783526420593,0.1768384724855423,0.14040036499500275,0.15567021071910858,0.25817787647247314,0.2954051196575165,0.13779973983764648,0.8101474642753601,"[0.23553673923015594, 0.11814019829034805]","[0.2074434608221054, 0.06815600395202637]","[0.24068322777748108, 0.07065720111131668]","[0.23060573637485504, 0.3602044880390167]","[9410.0, 2543.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.03152649849653244,0.9994528889656067,"[0.0, 0.0]","[0.06278310716152191, 0.0002698902681004256]","[0.0, 0.0]","[0.0, 0.0]","[55.0, 25.0]",,,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,my6ryax1,coralcam,test_sliding_window,1000,63rak9f7,0.18981976807117462,0.08051860332489014,0.16215261816978455,0.06838079541921616,0.22887060046195984,0.17307379841804504,0.09094849973917007,0.9356904625892639,"[0.23956818878650665, 0.10481762886047363, 0.0, 0.05820721760392189, 0.0]","[0.21693089604377747, 0.06738448888063431, -0.0, 0.16976799070835114, 0.0006591212004423141]","[0.2341245710849762, 0.07668488472700119, 0.0, 0.03109452687203884, 0.0]","[0.2452709823846817, 0.16555249691009521, 0.0, 0.4545454680919647, 0.0]","[9410.0, 2543.0, 0.0, 55.0, 25.0]",0.1999194175004959,0.17219290137290955,0.17780818045139313,0.155404731631279,0.22831088304519653,0.20541173219680786,0.1421576887369156,0.8506196141242981,"[0.23956818878650665, 0.10481762886047363]","[0.21693089604377747, 0.06738448888063431]","[0.2341245710849762, 0.07668488472700119]","[0.2452709823846817, 0.16555249691009521]","[9410.0, 2543.0]",0.02913752943277359,0.029103608801960945,0.015281173400580883,0.01554726343601942,0.3125,0.22727273404598236,0.0852135568857193,0.9886065125465393,"[0.05820721760392189, 0.0]","[0.16976799070835114, 0.0006591212004423141]","[0.03109452687203884, 0.0]","[0.4545454680919647, 0.0]","[55.0, 25.0]",videomae_balanced_focal_coralcam_sliding_window_w_temp,onehot,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_stride,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,ki4frf65,coralcam,test_sliding_window,1000,yhaany2p,0.18146002292633057,0.0707353875041008,0.14040036499500275,0.06226808577775955,0.25646141171455383,0.11816205084323883,0.06773050129413605,0.9238401651382446,"[0.23553673923015594, 0.11814019829034805, 0.0, 0.0, 0.0]","[0.2074434608221054, 0.06815600395202637, -0.0, 0.06278310716152191, 0.0002698902681004256]","[0.24068322777748108, 0.07065720111131668, 0.0, 0.0, 0.0]","[0.23060573637485504, 0.3602044880390167, 0.0, 0.0, 0.0]","[9410.0, 2543.0, 0.0, 55.0, 25.0]",0.18188783526420593,0.1768384724855423,0.14040036499500275,0.15567021071910858,0.25817787647247314,0.2954051196575165,0.13779973983764648,0.8101474642753601,"[0.23553673923015594, 0.11814019829034805]","[0.2074434608221054, 0.06815600395202637]","[0.24068322777748108, 0.07065720111131668]","[0.23060573637485504, 0.3602044880390167]","[9410.0, 2543.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.03152649849653244,0.9994528889656067,"[0.0, 0.0]","[0.06278310716152191, 0.0002698902681004256]","[0.0, 0.0]","[0.0, 0.0]","[55.0, 25.0]",,,,
,40,coralcam,val_mAP,mean,balanced,False,videomae,False,adam,,32,mlp,0.001,5e-05,sliding_window_w_temp,"{'weight_method': 'focal_loss', 'focal_loss_alpha': 0.5, 'focal_loss_gamma': 1}",fish-benchmark,my6ryax1,coralcam,test_sliding_window,1000,63rak9f7,0.18981976807117462,0.08051860332489014,0.16215261816978455,0.06838079541921616,0.22887060046195984,0.17307379841804504,0.09094849973917007,0.9356904625892639,"[0.23956818878650665, 0.10481762886047363, 0.0, 0.05820721760392189, 0.0]","[0.21693089604377747, 0.06738448888063431, -0.0, 0.16976799070835114, 0.0006591212004423141]","[0.2341245710849762, 0.07668488472700119, 0.0, 0.03109452687203884, 0.0]","[0.2452709823846817, 0.16555249691009521, 0.0, 0.4545454680919647, 0.0]","[9410.0, 2543.0, 0.0, 55.0, 25.0]",0.1999194175004959,0.17219290137290955,0.17780818045139313,0.155404731631279,0.22831088304519653,0.20541173219680786,0.1421576887369156,0.8506196141242981,"[0.23956818878650665, 0.10481762886047363]","[0.21693089604377747, 0.06738448888063431]","[0.2341245710849762, 0.07668488472700119]","[0.2452709823846817, 0.16555249691009521]","[9410.0, 2543.0]",0.02913752943277359,0.029103608801960945,0.015281173400580883,0.01554726343601942,0.3125,0.22727273404598236,0.0852135568857193,0.9886065125465393,"[0.05820721760392189, 0.0]","[0.16976799070835114, 0.0006591212004423141]","[0.03109452687203884, 0.0]","[0.4545454680919647, 0.0]","[55.0, 25.0]",videomae_balanced_focal_coralcam_sliding_window_w_temp,onehot,,
